Monetisation_id,Date_id,Produit_id,Client_id,Campagne_id,CA_total,Marge_nette,Cout_acquisition_client,Taux_reconduction_contrats,Taux_conversion,Panier_moyen
4539,87,6,196,4,3827.2,956.02,142.83,19.75,41.96,344.42
4540,73,14,160,8,2162.19,269.05,73.4,74.38,55.15,78.03
4541,61,37,46,1,2394.84,353.46,161.56,51.04,13.18,210.01
4542,75,32,42,6,2024.0,798.86,292.2,82.39,30.15,102.69
4543,96,16,54,7,2634.43,905.21,184.62,83.81,76.55,371.27
4544,4,13,114,3,4507.61,836.38,291.19,40.73,60.46,142.16
4545,31,47,30,3,975.83,766.84,251.16,26.32,26.85,212.3
4546,22,31,15,9,2703.31,981.76,195.73,71.26,62.4,167.89
4547,97,24,157,2,2658.87,879.9,133.82,22.09,6.25,420.83
4548,25,44,6,3,2835.25,71.03,238.94,46.9,66.06,249.05
4549,58,11,157,7,3179.56,876.16,28.34,96.34,92.2,438.55
4550,17,5,80,6,2418.54,80.49,285.88,16.98,66.73,263.19
4551,85,43,89,1,1029.45,125.06,131.57,78.8,22.46,410.79
4552,3,3,90,7,2947.03,463.53,98.65,72.35,88.24,260.11
4553,44,23,162,8,3066.03,275.18,277.2,0.09,36.49,489.15
4554,45,34,185,10,4885.67,508.78,187.0,40.1,3.24,33.85
4555,1,9,74,7,1298.47,579.43,135.19,30.09,24.27,326.62
4556,54,5,56,2,2905.78,262.17,94.02,94.15,34.71,363.47
4557,81,34,38,3,1660.89,564.96,81.78,60.66,47.39,298.89
4558,54,8,62,3,1652.11,753.94,56.68,32.01,5.68,113.01
4559,48,38,34,4,392.51,433.38,214.4,43.8,38.28,193.48
4560,84,42,92,9,555.15,352.45,27.13,28.39,3.38,219.24
4561,54,19,197,1,4418.99,322.53,72.53,47.01,25.17,426.88
4562,100,31,112,8,255.59,385.69,209.8,79.68,45.38,159.28
4563,39,46,182,8,1143.14,556.93,81.33,73.84,41.35,377.35
4564,38,8,171,2,817.0,139.9,283.68,37.35,91.96,334.88
4565,17,33,96,3,4979.95,838.87,38.48,3.53,14.24,330.29
4566,3,40,100,6,2019.3,525.89,40.68,39.4,8.79,59.4
4567,68,16,79,9,1109.4,201.46,232.83,57.36,25.8,218.24
4568,26,17,60,8,2473.68,236.34,111.72,88.3,78.0,245.66
4569,20,34,184,7,4300.93,558.7,258.7,15.41,17.91,371.63
4570,60,46,155,5,3738.25,634.51,164.47,34.16,98.24,200.4
4571,59,49,32,4,3583.54,763.43,37.88,56.33,58.6,378.76
4572,38,5,158,6,255.74,254.99,225.78,74.95,44.59,318.02
4573,4,41,66,8,4660.86,667.22,145.11,15.14,84.29,252.07
4574,75,32,36,10,4829.69,244.29,213.96,61.91,52.31,353.24
4575,43,17,52,4,2312.23,471.78,53.82,84.48,55.94,339.97
4576,62,47,165,4,4884.82,847.67,34.48,23.42,8.86,129.09
4577,70,35,92,7,4618.59,830.86,147.27,55.92,70.7,375.0
4578,6,45,112,10,2428.01,121.29,265.95,14.43,87.99,278.11
4579,46,42,51,8,4366.0,219.02,192.04,45.51,49.45,415.58
4580,10,20,195,5,2622.76,657.07,143.8,9.89,39.82,160.76
4581,17,11,57,9,4286.55,177.29,212.23,18.67,66.34,488.43
4582,37,1,65,1,3002.46,96.79,255.71,54.74,75.09,226.71
4583,34,10,40,9,4231.05,699.62,295.49,20.19,44.19,95.29
4584,2,15,27,6,1082.44,811.99,287.0,22.78,22.35,339.98
4585,29,7,136,4,3228.91,242.83,263.91,40.14,93.78,133.33
4586,27,25,36,3,1547.56,923.9,30.56,74.16,23.1,132.19
4587,60,10,70,10,4081.93,92.53,194.43,53.5,81.39,354.68
4588,48,42,36,3,3480.0,986.15,137.73,37.62,44.45,307.32
4589,29,42,84,3,3808.15,613.69,111.35,25.69,23.94,361.08
4590,91,42,172,10,400.24,836.68,110.14,89.97,22.05,121.94
4591,88,43,135,7,325.11,631.04,97.84,73.5,32.85,98.77
4592,85,47,40,1,3434.64,923.82,252.38,64.85,59.39,225.26
4593,15,35,67,8,260.02,905.33,174.31,14.12,70.8,148.17
4594,32,31,170,6,4166.57,883.4,266.1,76.67,83.3,465.17
4595,11,25,60,7,103.93,675.85,65.41,89.77,29.29,223.79
4596,83,38,3,6,623.7,598.16,205.48,97.91,71.95,332.91
4597,47,36,10,10,104.59,768.53,145.09,74.47,67.1,145.78
4598,18,16,157,10,314.31,885.03,76.71,47.05,45.53,117.72
4599,97,45,52,5,2887.04,792.41,32.63,71.12,67.68,350.66
4600,79,8,15,2,4088.29,983.54,144.48,39.65,32.73,101.45
4601,26,34,26,1,4923.51,328.02,194.19,66.34,91.36,264.78
4602,98,10,2,2,3000.29,687.37,201.79,97.05,69.23,126.69
4603,64,2,109,3,1139.4,199.52,244.4,5.37,80.76,264.65
4604,6,45,94,5,3399.88,817.1,253.91,73.86,22.51,336.16
4605,77,4,42,8,4782.62,748.0,166.47,41.18,12.71,445.93
4606,55,45,90,1,4271.58,128.34,226.65,10.36,49.6,315.77
4607,6,33,141,9,1597.69,856.02,287.21,2.8,15.26,84.3
4608,17,29,25,7,2380.11,428.12,175.29,4.15,60.86,248.46
4609,35,36,88,5,3620.2,578.17,286.8,80.71,14.52,196.45
4610,72,45,98,3,2232.0,216.55,78.5,29.42,50.58,358.88
4611,78,35,14,1,727.99,541.45,250.91,8.69,36.5,406.69
4612,95,48,68,5,3696.31,566.38,38.86,95.11,68.0,168.49
4613,17,1,161,7,2256.58,480.5,86.23,70.7,27.61,495.5
4614,91,42,108,4,4060.89,968.03,215.17,5.85,77.77,243.35
4615,99,28,81,7,3403.5,792.15,213.62,4.87,85.44,293.51
4616,34,12,53,7,3455.55,195.88,25.12,0.85,0.26,244.89
4617,97,5,126,2,1426.05,708.0,174.25,34.09,47.47,256.24
4618,51,37,95,9,3373.32,783.83,215.62,0.86,53.99,124.26
4619,5,25,129,10,4058.53,689.16,52.75,8.25,21.01,153.79
4620,27,35,189,5,2348.3,542.5,284.87,1.21,20.66,377.93
4621,65,31,78,3,2859.13,659.42,168.46,10.77,87.81,494.05
4622,70,39,124,1,1235.2,809.97,78.18,53.36,49.06,90.13
4623,91,30,198,1,736.88,447.18,175.43,40.56,41.66,446.85
4624,8,49,177,8,1923.7,988.56,45.71,86.62,53.45,397.08
4625,86,6,18,6,4287.28,615.61,62.06,76.04,32.01,50.1
4626,75,36,139,6,4840.09,833.19,164.17,23.74,13.49,331.09
4627,34,18,89,4,2367.42,786.37,61.44,88.56,15.77,306.55
4628,78,31,198,10,3850.19,850.65,27.23,10.22,0.94,191.93
4629,83,12,4,4,3626.54,297.45,291.13,18.95,68.98,177.73
4630,83,9,182,2,251.71,393.86,134.35,46.75,14.59,92.2
4631,29,26,166,6,119.91,453.11,74.98,40.43,56.32,371.57
4632,60,20,198,9,2060.15,207.84,120.04,43.98,0.72,253.45
4633,25,21,187,3,4239.92,174.82,89.13,9.02,10.14,355.16
4634,6,18,30,9,3443.85,300.04,102.57,46.27,62.7,240.47
4635,3,24,95,7,3843.76,106.08,143.01,43.31,70.01,75.09
4636,81,42,104,4,4417.72,73.53,181.18,18.14,39.92,36.9
4637,1,25,87,5,3733.93,557.47,50.88,72.07,53.23,344.58
4638,44,8,103,9,2723.89,413.39,254.91,86.53,78.19,59.85
4639,21,4,60,1,3514.58,802.21,182.15,42.66,22.84,208.54
4640,82,20,17,5,2994.29,267.22,247.59,27.85,49.83,24.7
4641,100,20,116,9,3086.67,465.17,192.14,69.71,62.83,237.26
4642,85,36,69,1,3999.61,415.68,155.59,70.51,98.51,131.62
4643,39,22,190,4,2303.76,264.23,290.37,46.53,74.06,255.48
4644,91,47,96,4,1414.32,339.76,92.22,82.84,94.6,220.59
4645,77,9,6,3,1615.13,203.01,128.86,62.92,97.34,431.52
4646,4,4,149,4,4760.25,540.43,135.96,13.6,17.47,492.41
4647,78,11,41,10,4232.36,752.57,266.69,74.82,17.5,445.85
4648,56,25,164,7,705.96,493.14,12.19,1.64,42.97,449.83
4649,39,42,133,3,2298.87,912.34,89.62,38.23,87.66,230.61
4650,51,33,52,5,3085.45,332.09,295.99,20.54,70.05,113.56
4651,34,29,4,4,4294.79,211.55,88.85,3.39,20.06,452.42
4652,77,41,193,10,2390.22,995.0,102.44,85.1,11.5,435.86
4653,32,4,16,4,852.59,737.57,154.67,19.72,64.57,265.27
4654,68,8,2,5,2841.19,130.98,213.5,66.96,62.12,61.58
4655,13,18,126,3,4990.83,170.17,22.02,89.31,6.98,431.62
4656,10,24,36,7,1163.67,670.64,200.54,12.43,56.09,67.9
4657,12,17,174,6,1220.78,582.21,115.27,53.77,45.61,165.73
4658,21,29,149,4,1356.36,755.57,27.68,82.87,8.65,410.27
4659,4,3,124,6,1312.71,124.24,254.34,44.68,84.43,252.37
4660,100,39,134,3,383.44,996.05,140.82,38.6,67.33,256.04
4661,26,19,142,2,2768.57,874.16,60.2,16.05,18.03,401.81
4662,69,40,70,6,1360.17,255.22,289.63,87.55,29.69,67.46
4663,83,2,122,8,4314.73,990.67,176.14,5.86,48.69,425.73
4664,16,13,152,9,2952.81,114.88,16.04,31.57,1.13,262.86
4665,93,28,103,6,572.18,408.39,41.42,13.54,34.33,225.36
4666,73,36,69,7,708.67,927.34,279.87,31.8,31.78,213.12
4667,59,3,147,6,867.74,94.17,182.82,52.28,85.3,417.32
4668,26,14,113,8,4656.11,355.07,277.89,43.95,91.43,454.77
4669,68,19,77,5,4068.2,487.55,164.71,72.49,74.91,492.52
4670,34,49,16,2,1420.51,262.96,19.18,71.84,5.46,57.68
4671,36,42,129,8,206.08,385.95,272.9,13.08,16.95,319.65
4672,58,13,140,6,1962.93,357.38,272.06,7.53,10.63,106.4
4673,90,17,30,2,4775.68,337.05,214.87,93.55,42.5,343.71
4674,82,2,67,5,3645.03,930.15,19.23,3.97,97.11,368.6
4675,31,34,189,8,3101.72,88.5,240.08,79.1,21.48,238.05
4676,2,39,106,9,3271.23,987.98,178.7,97.67,66.14,279.43
4677,88,50,116,5,3672.89,478.48,199.88,7.28,57.47,55.8
4678,25,35,132,2,3970.25,638.69,252.25,29.69,86.3,300.89
4679,85,23,72,9,202.48,716.32,183.53,8.13,49.56,458.71
4680,6,47,40,10,171.18,345.55,145.19,31.27,94.04,91.03
4681,19,31,111,5,1723.66,897.27,40.34,81.38,16.9,316.01
4682,23,29,45,5,2728.69,976.91,200.9,33.16,82.4,367.45
4683,5,50,119,6,966.48,564.62,99.67,68.6,8.35,71.44
4684,22,47,163,3,958.83,913.77,260.61,4.3,21.59,399.88
4685,65,16,62,10,1930.31,795.77,136.84,60.08,50.27,321.39
4686,25,26,57,8,1609.11,945.66,190.51,82.49,45.45,355.33
4687,81,39,104,1,3436.46,343.7,193.33,37.29,11.9,271.2
4688,38,32,197,7,4923.74,634.08,124.03,45.84,48.16,321.14
4689,24,17,163,6,4906.36,920.45,42.77,73.11,34.91,486.62
4690,38,29,192,9,4407.67,214.76,89.88,35.04,32.93,146.99
4691,13,30,66,2,283.78,969.83,232.81,45.11,87.13,55.49
4692,66,50,22,1,699.91,761.12,196.12,14.56,31.91,305.54
4693,18,23,24,6,1055.26,463.28,143.26,40.58,79.48,47.89
4694,7,26,120,6,3299.29,642.72,256.18,26.81,29.57,255.81
4695,44,49,88,3,1043.24,713.2,203.4,6.7,27.31,39.12
4696,32,27,40,3,587.31,965.62,192.21,97.51,27.76,360.46
4697,20,7,126,7,2347.48,170.64,202.74,67.02,10.65,256.7
4698,73,6,159,3,2145.85,915.1,153.58,27.68,49.93,173.53
4699,34,16,122,3,3187.09,788.6,61.95,2.38,18.16,137.54
4700,19,32,132,8,717.21,662.24,60.64,22.4,20.0,81.08
4701,87,24,118,9,2511.49,670.05,88.84,96.08,29.23,434.61
4702,100,33,110,8,843.22,131.15,40.72,50.91,81.49,474.29
4703,5,2,141,10,1462.38,716.17,85.54,12.17,58.4,28.86
4704,30,45,43,10,3779.54,608.69,161.35,36.18,19.23,383.62
4705,79,50,76,8,3905.9,422.08,136.56,47.48,60.72,140.41
4706,23,24,12,10,337.09,811.33,215.56,57.57,74.59,153.91
4707,3,20,19,10,2752.56,670.97,135.69,44.98,11.88,486.94
4708,56,33,83,10,3033.87,259.66,40.41,34.25,88.42,479.04
4709,83,39,159,8,2709.09,342.57,52.53,8.48,89.13,443.76
4710,75,12,67,4,1916.45,325.68,111.08,9.53,16.59,281.89
4711,55,29,73,1,4313.62,679.83,169.79,29.26,69.84,170.4
4712,85,29,103,3,4468.84,114.71,247.52,82.94,53.44,406.09
4713,98,8,127,4,4974.92,59.04,293.03,30.82,72.2,219.63
4714,63,4,124,10,4597.6,821.68,199.41,59.99,1.24,62.89
4715,96,39,85,9,3835.64,366.24,209.81,8.05,20.86,41.07
4716,99,4,45,1,2313.2,241.18,201.28,44.2,28.92,353.6
4717,16,27,41,4,527.86,650.54,60.92,76.04,42.51,86.1
4718,62,29,194,4,1270.61,308.84,121.31,54.44,34.38,154.46
4719,100,17,105,4,2877.51,576.62,71.61,79.48,66.89,33.29
4720,50,40,182,6,2092.43,175.46,264.51,62.83,95.07,124.3
4721,73,37,133,3,2061.39,402.99,73.13,99.44,21.44,279.8
4722,21,47,158,10,966.41,776.44,129.87,56.38,34.57,144.07
4723,25,15,10,7,578.9,783.37,119.76,24.27,77.12,352.07
4724,26,10,16,8,2529.05,474.45,69.87,21.43,85.34,291.87
4725,62,34,12,4,3644.56,496.59,104.01,31.81,76.98,367.53
4726,53,20,131,10,4477.38,176.35,282.22,20.86,80.43,60.68
4727,59,28,53,10,1984.7,657.71,274.5,0.18,40.04,187.11
4728,72,6,70,4,988.66,564.93,114.68,68.79,82.11,34.3
4729,16,47,41,4,3966.67,429.59,202.79,9.98,95.78,227.56
4730,16,11,137,9,4827.22,502.65,144.21,67.45,80.21,441.22
4731,97,2,61,10,2034.97,703.25,246.12,91.6,30.79,183.67
4732,42,43,190,10,279.62,209.37,298.77,24.56,53.83,174.65
4733,37,50,13,9,1983.77,538.3,195.05,94.43,89.77,353.85
4734,80,38,74,8,3082.82,989.35,176.05,70.79,41.84,76.2
4735,38,5,93,5,3926.65,462.5,221.42,55.34,25.9,479.96
4736,84,39,161,7,4398.8,659.98,271.35,11.74,44.05,236.1
4737,62,35,85,6,225.9,185.93,69.91,29.37,63.95,154.84
4738,40,23,169,3,4660.88,682.95,98.23,60.96,7.31,77.69
4739,74,4,177,8,3361.26,854.73,161.94,90.8,68.1,350.96
4740,19,33,183,1,860.35,284.78,19.78,31.59,87.71,476.8
4741,78,10,92,8,2961.45,857.99,46.73,42.98,77.78,210.54
4742,46,4,15,5,3857.7,412.03,120.74,6.71,87.57,376.63
4743,71,17,124,10,1330.45,643.76,85.75,99.0,4.92,304.68
4744,20,4,112,4,4696.26,377.93,119.87,27.53,67.11,73.96
4745,91,35,66,1,2653.69,743.04,48.92,27.93,65.53,104.12
4746,36,17,95,9,2589.31,69.74,167.12,48.96,2.38,467.01
4747,81,24,148,3,3312.56,484.41,60.28,23.85,83.86,226.51
4748,40,43,169,10,4266.48,917.49,268.29,26.46,83.54,222.82
4749,91,20,113,1,1788.94,867.27,220.34,80.29,64.52,490.78
4750,57,50,179,2,4145.78,998.57,293.21,48.53,11.57,331.69
4751,67,19,62,8,4344.35,646.59,167.42,68.76,51.32,495.07
4752,85,40,71,2,131.48,872.85,64.84,6.5,30.32,341.26
4753,68,41,92,9,4768.05,110.07,167.16,36.8,75.74,415.37
4754,21,25,141,7,800.56,186.12,103.89,21.41,57.16,417.38
4755,79,17,13,1,761.64,913.12,109.89,60.54,8.98,435.01
4756,76,17,92,8,625.09,160.54,126.49,47.3,19.15,490.34
4757,26,5,125,3,2814.23,789.06,63.23,10.39,82.23,277.31
4758,96,10,191,8,1468.74,291.92,79.31,2.88,87.18,144.6
4759,50,37,130,8,1872.75,754.88,134.47,26.92,24.22,357.9
4760,67,9,54,9,2654.46,691.33,113.45,78.52,38.2,410.72
4761,15,14,154,9,436.3,664.62,57.25,33.76,0.46,182.96
4762,11,30,129,7,4353.4,157.85,220.56,66.48,22.57,474.96
4763,87,41,151,4,2661.96,770.58,89.06,7.53,5.12,70.04
4764,17,37,58,3,2501.2,812.14,62.98,65.8,95.15,42.23
4765,1,42,131,3,707.18,99.19,29.52,15.06,77.2,275.05
4766,89,17,194,3,4958.06,961.34,33.15,47.41,67.83,150.03
4767,65,33,189,1,3831.18,626.85,205.71,74.81,86.99,233.08
4768,46,38,141,4,2099.63,789.12,214.75,97.69,10.22,253.67
4769,36,33,20,10,4875.73,295.02,44.6,39.31,16.7,80.16
4770,63,17,26,8,4175.25,173.93,266.67,57.82,96.41,175.64
4771,44,26,195,1,1631.63,190.08,258.76,5.72,3.39,454.87
4772,67,18,124,2,4230.6,922.82,190.68,61.12,9.14,343.35
4773,38,37,154,7,1589.12,826.01,148.2,29.83,13.99,285.4
4774,34,16,47,9,499.12,315.04,60.89,33.68,20.94,129.5
4775,44,22,180,1,1726.15,946.76,178.27,32.15,83.59,207.33
4776,95,48,96,10,3481.54,941.12,173.89,93.85,32.83,82.15
4777,37,33,42,2,4124.58,572.39,73.03,15.62,24.26,330.58
4778,40,39,197,2,1470.69,476.79,266.72,82.58,25.46,291.61
4779,18,27,99,1,1371.43,338.27,195.97,31.7,40.46,63.24
4780,60,2,62,9,4747.98,270.25,165.88,82.5,85.08,485.73
4781,5,17,75,3,4995.11,475.45,108.89,54.37,16.99,212.32
4782,1,9,184,7,3727.35,569.72,215.01,81.36,95.28,213.43
4783,24,44,51,5,2943.18,106.46,99.92,70.43,46.67,482.17
4784,48,32,181,3,1691.92,659.48,230.94,72.15,37.3,228.28
4785,33,28,110,9,4459.58,422.03,287.23,8.27,30.62,358.18
4786,59,15,2,5,3104.11,616.37,114.77,90.34,24.05,127.83
4787,40,3,118,6,2803.61,248.53,170.92,35.53,41.85,459.72
4788,55,10,5,2,385.15,519.43,31.02,28.01,56.15,491.58
4789,45,19,60,4,3478.87,448.79,54.37,57.92,74.38,112.22
4790,24,27,139,2,4847.59,947.36,162.89,88.79,67.99,106.8
4791,42,8,14,5,2396.21,591.28,276.36,74.87,68.6,234.05
4792,29,32,15,5,1964.21,685.72,140.62,23.49,14.75,83.35
4793,43,14,186,4,2063.29,810.88,288.37,68.63,77.54,475.11
4794,88,49,58,4,3759.1,876.88,90.45,54.25,67.93,441.28
4795,71,12,174,2,1170.34,887.19,43.11,80.94,75.27,450.55
4796,60,16,86,3,2324.38,810.99,76.16,63.07,27.32,430.7
4797,67,16,154,10,1368.78,745.64,100.63,66.2,7.6,279.41
4798,5,41,80,6,4736.21,201.86,118.46,10.39,90.09,230.2
4799,20,14,29,7,898.2,297.46,35.25,99.81,30.56,416.74
4800,67,34,53,2,4666.41,966.66,244.37,58.92,96.93,432.61
4801,87,12,113,4,4396.34,467.13,166.93,7.92,20.71,71.15
4802,76,36,126,3,1132.34,528.94,267.89,96.63,91.39,465.86
4803,58,32,39,4,4359.69,309.32,219.18,49.77,59.76,458.55
4804,15,46,15,5,3661.56,271.92,246.07,50.25,30.12,356.8
4805,42,26,11,4,2624.37,831.35,78.22,95.28,6.68,452.58
4806,28,18,55,9,377.8,187.13,29.54,66.55,14.27,95.71
4807,67,48,159,9,2728.48,408.45,57.86,5.55,24.57,451.37
4808,31,7,24,9,3701.85,201.97,35.61,9.38,36.94,439.39
4809,16,22,150,6,3039.65,438.08,91.64,25.65,74.96,484.95
4810,2,27,41,2,203.03,569.46,265.79,50.71,37.24,354.38
4811,44,41,172,8,2540.25,722.44,61.47,68.28,5.94,134.51
4812,30,22,25,5,4322.18,550.24,166.63,57.79,23.49,86.03
4813,86,2,1,3,2696.3,227.8,85.09,7.14,89.73,497.1
4814,11,37,4,6,1131.69,782.1,101.22,90.45,58.45,360.76
4815,73,44,183,10,1194.1,768.7,160.82,78.65,48.42,257.58
4816,85,29,38,10,318.41,305.67,89.58,15.51,17.26,153.75
4817,29,32,197,9,4769.66,106.82,135.98,28.93,11.27,457.13
4818,60,5,28,3,1055.27,762.77,127.05,85.67,96.95,299.42
4819,91,10,17,7,3484.44,106.0,217.49,39.48,46.56,166.32
4820,16,18,138,4,4964.58,950.09,253.1,21.51,86.09,149.84
4821,61,42,26,3,4482.89,386.55,89.69,61.25,70.14,281.23
4822,30,12,12,5,932.52,174.15,85.96,56.01,5.89,22.88
4823,94,36,153,9,2186.8,873.9,238.93,49.42,29.16,335.49
4824,36,38,84,1,2754.54,363.29,290.22,89.29,25.72,400.86
4825,41,2,94,2,968.52,918.88,139.15,31.1,73.74,433.59
4826,67,27,67,1,1282.79,146.91,50.76,89.67,21.58,207.25
4827,78,20,26,2,163.53,692.29,64.09,9.88,80.8,449.16
4828,38,20,148,8,4907.55,178.91,213.15,68.66,4.22,124.13
4829,10,18,169,5,4249.19,677.6,126.68,59.54,10.15,76.56
4830,14,1,195,4,898.97,642.27,294.46,70.47,17.32,422.99
4831,1,13,19,4,3219.71,580.0,20.98,80.51,29.2,415.26
4832,81,32,171,8,4779.82,527.53,39.95,50.93,33.77,296.9
4833,56,12,80,7,4165.88,394.01,220.83,72.32,10.79,44.13
4834,49,47,59,4,4193.77,621.59,26.42,91.36,16.8,75.3
4835,42,20,179,1,2089.74,455.56,217.41,47.7,45.56,342.38
4836,64,50,137,2,3386.72,975.64,10.11,10.68,35.01,194.09
4837,50,8,175,5,834.6,669.32,175.25,68.93,89.87,327.27
4838,45,35,163,4,4951.6,328.98,112.67,40.78,62.21,240.2
4839,97,43,32,9,4460.41,744.86,81.27,57.66,71.95,273.22
4840,80,23,5,7,2988.75,334.35,41.15,32.92,48.88,455.86
4841,22,44,100,1,1662.59,438.48,187.92,83.02,20.37,368.62
4842,94,17,175,1,1781.92,149.6,248.18,96.17,40.85,410.92
4843,93,23,169,6,920.29,394.48,233.39,28.01,37.05,132.86
4844,53,35,181,6,3072.69,994.11,89.46,30.38,83.48,163.8
4845,74,46,195,2,4507.39,403.76,262.72,98.21,60.1,101.12
4846,23,41,14,6,2339.91,442.6,294.2,65.84,12.26,283.14
4847,72,45,38,8,705.51,652.96,230.98,78.65,89.47,88.42
4848,87,3,165,1,3767.05,919.8,294.46,98.27,26.05,468.9
4849,35,38,95,4,1053.99,505.92,237.94,76.83,22.77,199.37
4850,17,32,98,10,3780.93,349.48,139.32,34.62,72.47,180.58
4851,65,11,28,1,1415.54,316.69,144.25,11.43,51.37,208.61
4852,47,35,82,8,3297.7,805.87,25.86,96.9,95.91,302.67
4853,62,20,121,10,4885.59,948.11,42.14,45.59,78.32,71.84
4854,2,20,21,4,4309.9,849.35,167.99,85.69,77.23,404.56
4855,16,3,41,3,2764.97,352.4,115.23,30.54,17.53,25.71
4856,13,43,179,2,1493.82,212.82,80.34,75.96,6.82,139.39
4857,93,32,79,8,4549.24,632.33,138.91,56.57,57.27,467.95
4858,92,35,120,10,2790.63,210.78,178.1,11.81,57.98,469.09
4859,53,42,193,2,2234.07,676.21,94.6,26.35,23.53,263.1
4860,26,37,1,5,1227.29,630.12,191.6,96.07,82.76,269.85
4861,9,4,130,10,4068.73,215.58,159.98,32.12,58.25,491.92
4862,46,48,137,1,151.04,72.13,139.11,4.62,71.12,187.44
4863,74,38,56,2,2046.27,685.23,218.2,58.28,67.05,438.54
4864,97,35,68,6,2846.73,291.92,23.71,63.71,46.61,44.0
4865,90,50,177,4,1181.3,958.96,76.5,87.47,3.72,474.33
4866,28,46,44,2,4173.36,378.07,236.99,43.54,38.46,80.81
4867,94,7,124,3,1154.34,105.5,270.28,27.98,3.98,381.35
4868,14,13,157,10,2900.66,855.97,254.81,31.27,67.49,326.7
4869,18,19,12,2,4066.35,144.31,18.87,11.19,92.28,76.23
4870,60,39,194,5,4517.33,977.27,90.41,43.65,65.42,233.91
4871,91,20,105,2,911.43,105.16,166.98,10.61,62.78,157.52
4872,77,49,58,7,2505.78,302.95,167.73,42.3,10.35,487.85
4873,50,43,18,4,3238.02,113.48,35.47,22.87,95.52,427.65
4874,39,44,17,7,315.44,871.91,121.14,82.38,55.33,377.8
4875,77,46,50,2,3849.49,680.42,84.11,37.67,82.14,151.81
4876,21,33,28,8,1561.63,951.97,211.17,54.18,85.38,172.6
4877,79,26,68,6,2616.64,734.11,190.65,31.87,6.28,191.65
4878,58,38,54,4,4211.35,999.52,68.43,71.98,11.53,436.95
4879,70,31,141,8,4160.99,626.02,220.89,81.19,18.21,462.21
4880,39,35,187,2,1532.25,240.86,155.37,67.63,63.69,204.58
4881,17,11,77,6,3585.95,725.94,298.69,69.98,54.36,209.69
4882,35,8,43,2,508.86,266.46,78.17,81.25,40.08,58.11
4883,39,13,24,7,1672.94,871.94,169.3,73.82,92.6,419.65
4884,40,44,178,3,3408.28,246.59,209.89,84.93,96.68,320.76
4885,45,23,86,10,4189.53,533.84,215.31,17.9,96.15,357.03
4886,67,8,23,6,300.57,306.12,227.76,22.7,98.29,239.73
4887,8,34,100,10,4247.45,134.46,20.64,16.25,35.26,496.34
4888,82,20,21,7,2491.86,886.7,268.8,86.28,27.33,26.37
4889,68,16,36,1,855.91,841.55,183.38,9.42,20.28,109.16
4890,28,31,60,2,216.7,688.82,19.77,8.13,35.06,294.05
4891,44,36,150,5,1321.49,543.14,236.18,67.34,34.99,40.25
4892,79,29,42,7,1369.33,467.5,229.05,23.44,23.52,136.0
4893,32,35,41,2,2576.72,217.82,147.35,73.37,18.73,100.69
4894,76,1,26,9,2392.17,414.54,35.14,68.02,78.1,482.22
4895,72,49,151,9,762.93,475.25,86.2,40.57,30.9,399.17
4896,38,12,41,3,4393.64,699.71,102.27,74.1,40.6,427.26
4897,32,3,126,1,2176.26,857.15,47.77,41.89,30.27,254.85
4898,12,38,181,4,1904.67,232.13,290.1,51.34,54.1,457.25
4899,92,34,125,8,718.33,249.23,143.93,5.62,84.23,84.81
4900,77,18,75,5,3262.17,998.08,223.57,6.84,33.35,484.12
4901,2,1,112,8,4311.78,389.84,180.06,28.36,13.35,45.71
4902,54,43,95,10,1811.47,558.86,37.75,41.84,77.26,318.7
4903,90,7,128,3,2330.47,785.58,50.61,79.14,66.37,36.64
4904,21,48,50,2,471.77,652.34,107.81,99.94,97.4,498.25
4905,12,46,192,2,2693.13,347.73,171.84,44.95,14.93,337.92
4906,1,26,147,3,3214.72,423.57,76.34,64.18,92.68,497.97
4907,61,33,87,1,4604.57,107.47,163.14,58.59,84.6,466.93
4908,87,41,68,6,3215.16,387.42,118.17,35.68,5.99,79.06
4909,87,44,174,1,3754.95,371.24,163.62,64.62,12.43,115.62
4910,3,33,191,5,4977.64,185.94,295.17,4.98,96.25,376.98
4911,96,3,39,4,2306.32,197.35,103.78,35.69,29.41,352.84
4912,48,4,54,9,3431.16,763.82,17.78,78.91,67.62,372.68
4913,18,46,18,6,4351.95,455.42,55.17,57.61,88.74,22.78
4914,66,4,123,9,591.35,454.19,174.49,83.19,38.14,437.1
4915,16,33,140,6,1594.85,302.11,228.1,72.03,52.89,242.82
4916,5,11,51,2,707.88,502.77,226.22,11.98,11.13,230.33
4917,99,37,5,2,4650.42,417.27,105.39,85.85,88.58,121.29
4918,29,43,117,8,644.9,116.92,51.26,52.75,87.76,298.93
4919,23,48,115,1,719.0,852.6,17.55,55.94,70.17,305.47
4920,99,35,173,7,4989.55,900.13,54.13,98.43,45.29,314.57
4921,39,10,103,7,4819.61,377.95,281.33,94.09,60.38,440.36
4922,61,41,69,5,1651.94,323.86,206.61,32.29,1.96,361.23
4923,31,39,107,9,3082.0,306.67,162.79,21.71,13.08,420.0
4924,77,31,13,4,4795.4,406.29,208.5,54.75,65.7,93.09
4925,32,5,134,5,2745.53,830.6,225.56,6.95,91.72,499.98
4926,5,45,53,7,2353.66,864.65,299.25,2.32,32.35,410.12
