Veille_id,Date_id,Source_id,Projet_id,type_veille_id,Nb_alerte,Nb_source_pertinente,Nb_verification_fact_checking,Nb_rapport_produit,NB_production_enrichie,Score_Fiabilité,Tendance_detectée,Taux_bruit
5980,88,29,54,2,20,14,0,6,0,69.51,Croissance,20.09
5981,79,8,58,15,27,5,9,6,8,72.74,Croissance,24.28
5982,45,14,41,10,17,6,9,10,4,65.13,Déclin,16.17
5983,25,40,81,12,9,18,8,5,7,76.92,Déclin,9.93
5984,83,45,4,4,30,14,12,9,7,71.62,Stable,25.29
5985,53,21,44,3,14,8,3,2,1,62.66,Déclin,8.6
5986,67,39,7,15,25,18,4,2,5,89.94,Déclin,12.11
5987,19,7,97,11,2,17,0,9,7,73.14,Croissance,25.77
5988,7,25,86,20,45,2,2,10,8,97.9,Déclin,13.23
5989,37,25,56,6,35,7,2,0,0,62.57,Stable,0.42
5990,15,47,83,16,46,5,15,3,2,66.18,Stable,1.39
5991,11,30,33,5,6,9,3,10,3,91.06,Stable,29.62
5992,68,27,31,2,16,7,8,7,7,98.59,Transformation,29.8
5993,3,19,15,13,15,20,1,4,4,89.94,Stable,21.43
5994,12,9,16,4,37,3,6,0,4,79.5,Croissance,25.85
5995,47,22,37,2,33,10,12,10,0,76.02,Déclin,24.72
5996,95,12,1,11,47,5,0,1,1,68.43,Transformation,23.75
5997,32,18,18,4,30,9,12,4,7,67.74,Transformation,5.3
5998,84,31,71,7,42,6,14,8,1,98.03,Déclin,12.21
5999,78,25,6,17,43,19,15,0,5,87.45,Transformation,12.37
6000,43,48,99,20,13,11,2,3,3,96.51,Stable,12.94
6001,38,44,6,6,20,5,4,8,3,74.59,Déclin,17.07
6002,16,10,16,10,19,8,8,4,0,61.82,Déclin,7.95
6003,38,36,95,17,8,2,0,6,4,89.17,Croissance,17.55
6004,66,35,35,2,19,10,15,5,8,70.09,Croissance,16.93
6005,67,18,61,12,36,3,5,5,0,79.72,Incertitude,14.87
6006,1,39,20,19,42,3,13,6,5,96.72,Croissance,5.52
6007,76,24,44,9,26,17,8,2,0,75.08,Déclin,15.82
6008,81,14,8,4,17,13,5,3,4,89.17,Transformation,27.28
6009,18,34,99,19,44,16,11,1,2,83.83,Transformation,19.53
6010,63,48,3,16,42,11,4,3,2,94.54,Croissance,3.97
6011,29,4,40,11,43,17,6,1,6,97.09,Déclin,13.58
6012,85,33,99,11,30,17,7,8,6,61.04,Incertitude,15.98
6013,82,31,69,8,20,5,10,3,4,86.25,Transformation,4.68
6014,99,42,36,7,7,3,15,5,0,61.68,Transformation,0.29
6015,91,34,63,14,11,4,11,2,4,71.42,Incertitude,27.73
6016,28,36,65,20,9,1,8,5,6,75.83,Transformation,20.03
6017,22,1,31,4,2,18,5,9,8,92.56,Incertitude,14.61
6018,54,40,46,20,30,1,7,1,2,95.56,Incertitude,26.85
6019,29,10,61,2,47,3,14,9,3,82.76,Déclin,3.52
6020,4,26,94,10,46,11,4,8,0,95.97,Incertitude,28.31
6021,42,13,13,19,11,11,13,0,6,98.96,Déclin,17.32
6022,57,7,46,10,45,12,5,3,6,95.53,Incertitude,4.16
6023,47,5,51,4,20,16,8,4,3,90.78,Croissance,25.21
6024,88,24,22,14,11,8,12,6,8,64.86,Croissance,18.14
6025,34,18,69,17,23,6,2,2,2,73.1,Stable,5.08
6026,35,39,31,18,3,15,7,6,2,92.9,Incertitude,18.95
6027,89,29,57,17,42,12,0,0,6,70.33,Croissance,2.79
6028,60,1,86,7,16,4,13,10,0,76.95,Croissance,8.11
6029,63,37,25,3,16,15,2,4,8,80.96,Déclin,13.11
6030,88,18,89,14,25,17,14,2,4,92.22,Croissance,18.38
6031,97,42,36,17,34,3,8,3,8,86.82,Stable,24.47
6032,51,30,84,17,34,3,9,9,4,73.58,Stable,8.87
6033,7,42,59,7,1,9,1,7,1,67.31,Transformation,13.93
6034,37,20,23,1,14,2,8,10,4,77.59,Incertitude,8.77
6035,38,45,36,10,32,3,15,4,5,94.02,Croissance,25.01
6036,34,31,6,4,7,13,9,1,8,80.24,Stable,3.49
6037,58,36,2,11,19,6,14,9,1,98.15,Stable,21.2
6038,35,4,66,11,42,6,14,9,8,80.18,Incertitude,29.28
6039,58,16,88,3,49,1,5,5,7,96.08,Stable,1.18
6040,9,43,58,16,20,10,11,4,2,63.26,Stable,28.38
6041,21,23,10,3,1,7,0,6,5,61.28,Stable,13.66
6042,45,39,29,5,0,5,1,7,1,94.29,Incertitude,13.53
6043,56,22,83,14,16,3,11,9,5,73.27,Stable,18.96
6044,4,22,32,18,15,5,9,0,5,98.91,Croissance,6.65
6045,35,44,65,19,17,10,6,1,0,81.19,Croissance,22.17
6046,9,50,63,19,27,3,8,4,0,73.19,Stable,12.17
6047,68,41,51,4,3,18,4,8,6,83.99,Stable,3.97
6048,82,17,29,16,36,19,3,4,6,66.32,Stable,11.22
6049,84,7,50,13,48,11,3,6,5,78.11,Incertitude,4.84
6050,56,20,37,7,50,11,4,6,4,92.46,Croissance,26.27
6051,28,30,43,20,6,9,8,10,5,89.94,Déclin,8.51
6052,27,33,86,12,8,8,7,0,3,68.86,Déclin,19.29
6053,53,44,34,5,39,11,1,0,2,80.6,Croissance,29.83
6054,3,30,97,1,43,5,6,9,1,77.74,Transformation,5.49
6055,33,50,98,7,10,10,13,6,5,88.78,Incertitude,9.73
6056,99,44,33,13,17,13,15,2,7,76.46,Déclin,1.67
6057,59,30,55,13,19,12,11,1,3,84.94,Déclin,19.4
6058,61,14,12,19,39,9,0,7,8,70.34,Croissance,7.57
6059,25,17,80,7,45,9,9,1,1,78.82,Stable,27.62
6060,47,20,11,13,46,9,0,2,8,64.58,Stable,29.81
6061,94,13,50,8,46,15,9,7,6,70.11,Déclin,8.98
6062,97,14,31,6,41,7,8,10,1,63.42,Croissance,23.96
6063,92,35,99,20,15,2,15,5,4,99.61,Déclin,10.13
6064,18,27,83,2,32,6,15,1,4,97.1,Transformation,3.28
6065,97,22,45,6,4,4,4,3,4,99.28,Déclin,12.19
6066,80,23,84,4,2,15,3,10,8,95.7,Déclin,24.7
6067,10,1,13,16,47,1,7,10,6,65.23,Incertitude,7.79
6068,53,18,29,13,7,5,5,7,4,82.15,Déclin,28.07
6069,76,40,16,7,50,10,1,4,8,98.02,Stable,21.04
6070,64,14,82,18,50,11,11,8,2,79.1,Incertitude,27.32
6071,53,19,100,2,37,10,9,5,1,81.28,Croissance,0.57
6072,75,30,68,13,16,7,1,7,2,96.96,Croissance,14.01
6073,57,36,41,9,18,15,8,10,2,83.25,Incertitude,24.28
6074,3,35,28,9,7,20,1,3,5,62.79,Déclin,26.68
6075,94,49,63,18,19,2,14,7,8,69.15,Stable,6.22
6076,88,42,47,7,0,13,7,8,8,68.69,Stable,11.78
6077,39,37,53,8,6,18,8,2,7,75.41,Incertitude,11.09
6078,88,35,19,18,24,7,9,4,1,99.57,Transformation,9.05
6079,12,38,43,8,40,13,0,9,7,84.99,Croissance,19.98
6080,94,44,30,4,40,6,14,5,4,78.4,Transformation,22.12
6081,70,28,38,5,47,1,8,7,2,74.21,Incertitude,9.21
6082,3,16,3,14,34,1,4,6,8,67.57,Croissance,28.69
6083,20,31,85,4,47,3,4,7,6,95.14,Croissance,25.28
6084,57,14,14,15,1,9,10,0,7,90.33,Transformation,1.5
6085,76,22,55,20,7,5,9,5,6,73.43,Croissance,15.65
6086,90,47,63,2,30,3,0,8,8,91.68,Incertitude,8.03
6087,79,43,23,20,30,20,0,10,8,81.27,Transformation,12.94
6088,24,11,22,10,10,4,1,2,8,64.76,Stable,11.16
6089,12,26,95,8,8,13,2,3,6,79.47,Stable,5.34
6090,70,40,4,20,2,8,12,1,7,65.09,Croissance,12.43
6091,32,39,34,11,41,17,15,1,8,61.47,Croissance,5.22
6092,49,27,79,8,21,5,12,8,6,66.15,Incertitude,24.64
6093,90,44,80,11,12,19,6,1,7,61.38,Transformation,7.62
6094,37,29,60,1,31,14,5,6,7,77.67,Déclin,28.95
6095,79,20,22,10,20,18,1,10,3,77.81,Incertitude,5.41
6096,40,20,6,9,30,4,5,1,5,61.05,Déclin,13.26
6097,6,11,73,13,20,7,1,1,1,98.57,Croissance,21.14
6098,39,40,11,18,26,1,13,0,6,87.92,Déclin,5.46
6099,94,5,8,19,1,20,12,3,3,63.4,Croissance,26.45
6100,99,31,90,6,2,8,3,7,8,62.38,Croissance,24.54
6101,13,9,74,3,4,2,12,4,0,92.19,Stable,28.31
6102,91,5,81,2,45,6,2,6,2,68.7,Déclin,0.26
6103,19,42,5,11,24,11,13,8,4,81.37,Stable,18.63
6104,70,7,12,19,48,7,9,4,3,86.88,Transformation,1.81
6105,17,37,8,9,44,8,5,2,3,64.98,Stable,14.48
6106,49,9,56,7,23,8,2,10,6,75.14,Incertitude,7.38
6107,65,5,70,18,47,1,3,5,1,83.45,Croissance,17.22
6108,88,4,78,20,6,9,15,2,5,98.76,Croissance,26.48
6109,41,34,2,1,24,17,7,10,4,65.45,Déclin,17.87
6110,96,48,53,10,17,17,12,1,6,70.01,Stable,6.93
6111,9,12,6,6,8,2,9,4,1,64.09,Déclin,27.67
6112,73,28,95,12,24,4,13,9,6,83.3,Transformation,18.18
6113,67,28,100,8,33,10,0,7,6,93.33,Incertitude,15.42
6114,99,41,62,2,2,4,6,10,8,86.5,Transformation,17.21
6115,35,25,77,12,0,16,4,5,0,91.61,Stable,20.11
6116,13,28,87,13,30,1,15,5,2,68.13,Transformation,27.74
6117,84,13,24,18,6,18,1,6,3,77.98,Stable,5.82
6118,5,23,98,19,23,9,9,5,8,64.3,Croissance,12.68
6119,13,2,59,18,15,8,10,6,4,96.69,Déclin,2.86
6120,98,29,71,11,28,17,7,2,7,88.49,Incertitude,18.36
6121,62,3,65,8,35,4,3,10,7,85.79,Incertitude,7.11
6122,19,29,59,7,40,19,4,1,1,75.38,Déclin,22.58
6123,56,50,21,17,4,5,6,0,0,88.31,Incertitude,15.97
6124,98,18,14,13,12,6,15,6,2,88.7,Incertitude,5.38
6125,9,7,17,1,13,6,6,9,0,95.1,Transformation,2.0
6126,58,5,83,2,26,12,6,8,6,70.91,Déclin,4.98
6127,42,21,50,16,18,7,4,9,8,62.06,Transformation,3.2
6128,57,24,95,15,10,8,6,4,6,73.7,Stable,13.21
6129,17,34,99,12,25,10,1,4,6,70.73,Incertitude,23.23
6130,80,26,25,19,46,5,7,9,2,99.96,Incertitude,11.21
6131,19,8,6,5,43,14,4,7,8,72.66,Déclin,3.49
6132,63,35,68,5,39,11,9,8,0,76.76,Déclin,25.63
6133,92,10,14,10,32,15,6,6,1,91.82,Stable,5.25
6134,3,47,99,17,39,19,4,0,2,62.57,Transformation,3.78
6135,38,31,61,14,42,6,15,9,3,88.93,Stable,3.39
6136,45,45,36,9,33,12,8,0,0,64.47,Déclin,4.01
6137,8,50,32,13,18,9,11,6,5,79.74,Déclin,5.86
6138,34,2,82,11,5,15,8,8,8,69.7,Croissance,21.5
6139,82,1,90,9,19,5,14,9,0,62.01,Transformation,26.84
6140,71,32,76,7,8,14,11,1,7,76.76,Déclin,5.01
6141,21,31,64,4,20,18,7,9,6,64.57,Croissance,15.93
6142,43,44,23,10,19,12,12,1,4,89.18,Croissance,15.58
6143,46,5,22,12,28,4,13,10,2,88.96,Incertitude,6.49
6144,77,42,59,11,15,7,1,2,7,87.6,Déclin,13.01
6145,1,37,41,8,29,16,13,3,7,68.0,Incertitude,22.91
6146,43,46,46,20,28,8,11,2,5,60.64,Incertitude,20.78
6147,10,25,28,11,1,7,0,5,0,69.38,Stable,10.46
6148,54,29,6,15,18,9,7,7,3,62.51,Croissance,5.68
6149,4,37,33,4,2,2,14,9,4,79.26,Transformation,4.4
6150,55,48,78,15,44,16,1,4,4,68.94,Croissance,23.2
6151,62,7,97,19,38,16,5,9,2,67.36,Croissance,6.5
6152,12,39,44,5,0,16,13,1,4,63.47,Transformation,2.21
6153,59,38,85,11,23,10,9,4,0,89.43,Transformation,23.37
6154,59,13,92,19,22,15,12,8,1,94.59,Déclin,10.65
6155,17,13,99,11,30,8,13,10,0,75.52,Croissance,15.16
6156,65,38,99,17,8,10,12,8,5,64.46,Incertitude,13.68
6157,77,46,63,8,27,11,14,8,6,75.01,Croissance,17.63
6158,82,6,15,18,48,19,14,7,6,63.73,Transformation,28.35
6159,20,12,48,4,47,8,6,3,5,95.92,Déclin,1.11
6160,16,38,11,16,37,20,8,10,8,88.74,Stable,21.03
6161,71,33,47,5,46,2,15,0,7,99.45,Déclin,26.0
6162,88,13,22,2,37,20,1,0,3,87.87,Incertitude,27.99
6163,62,16,84,1,23,20,15,9,3,79.9,Déclin,24.59
6164,8,36,1,14,24,16,3,6,1,71.27,Transformation,4.38
6165,11,4,49,1,20,14,8,2,8,96.81,Déclin,2.08
6166,63,39,32,10,40,1,14,0,7,94.54,Déclin,0.53
6167,11,32,14,13,29,14,15,5,6,66.0,Déclin,14.33
6168,86,45,85,12,46,9,13,5,8,83.39,Stable,14.14
6169,95,5,67,14,45,20,8,3,8,60.19,Stable,26.35
6170,78,44,34,20,27,20,7,4,0,86.13,Transformation,25.9
6171,12,35,48,16,40,6,11,10,0,80.38,Transformation,21.43
6172,86,7,90,7,24,10,12,8,8,70.75,Croissance,20.54
6173,36,22,25,13,21,20,14,9,5,85.11,Transformation,28.28
6174,63,32,73,18,39,18,7,9,8,76.7,Stable,24.84
6175,47,13,96,17,8,17,9,6,2,84.52,Incertitude,27.38
6176,32,5,64,5,42,11,4,9,7,65.87,Déclin,13.14
6177,53,6,99,19,13,12,3,1,6,74.51,Croissance,10.21
6178,98,25,49,9,26,20,2,2,4,98.26,Déclin,17.92
6179,92,35,6,13,33,12,4,7,8,88.62,Stable,26.96
6180,48,23,70,7,37,5,5,8,6,67.37,Croissance,12.83
6181,35,15,76,12,47,5,12,5,4,70.15,Stable,0.84
6182,64,26,94,19,18,11,2,0,7,87.7,Transformation,11.11
6183,67,32,38,16,45,17,0,7,5,78.02,Incertitude,3.66
6184,100,3,50,11,22,17,14,4,2,98.46,Incertitude,13.32
6185,19,21,50,11,18,3,13,7,7,64.65,Croissance,28.79
6186,78,29,54,17,9,4,5,4,8,99.95,Croissance,27.11
6187,17,5,40,13,23,17,12,0,7,90.72,Incertitude,4.86
6188,83,47,4,10,32,2,6,10,2,95.12,Transformation,17.12
6189,71,10,3,20,5,16,11,3,2,62.46,Croissance,15.76
6190,63,19,45,3,34,16,6,0,7,64.56,Transformation,1.76
6191,62,16,19,5,38,3,2,3,4,79.81,Transformation,9.01
6192,6,24,94,1,37,17,9,6,6,77.01,Transformation,23.37
6193,97,33,50,8,50,9,11,6,6,77.41,Stable,17.62
6194,53,50,70,18,16,17,12,10,5,70.01,Stable,13.21
6195,93,4,69,13,42,12,6,3,2,92.56,Incertitude,26.08
6196,56,5,55,8,12,8,1,0,8,73.94,Transformation,25.87
6197,76,39,97,3,37,15,10,4,3,90.62,Transformation,24.74
6198,65,8,100,13,36,8,8,8,4,66.9,Croissance,13.03
6199,87,43,40,9,46,16,12,6,2,73.88,Incertitude,9.02
6200,23,38,9,12,35,4,11,6,4,73.31,Croissance,16.0
6201,68,23,2,4,31,13,9,7,5,95.86,Stable,22.96
6202,80,43,8,10,4,5,3,6,3,84.41,Croissance,26.6
6203,17,10,23,15,36,4,6,3,1,91.31,Incertitude,14.22
6204,81,38,45,6,9,15,15,5,3,83.43,Incertitude,3.27
6205,95,45,7,1,35,10,8,2,8,70.41,Stable,8.01
6206,18,48,57,10,46,15,11,8,0,94.97,Transformation,9.93
6207,28,15,68,15,23,13,5,8,2,62.14,Stable,4.67
6208,3,32,77,12,6,1,15,2,4,65.35,Incertitude,2.94
6209,37,21,2,7,19,20,6,0,8,68.98,Déclin,27.47
6210,46,46,91,20,13,19,10,6,3,92.91,Croissance,10.59
6211,54,50,66,18,8,16,5,0,6,61.99,Incertitude,21.92
6212,86,3,59,9,41,7,9,1,1,79.39,Incertitude,28.65
6213,52,32,13,8,33,18,13,1,8,76.81,Transformation,21.71
6214,18,24,44,19,23,5,0,10,3,79.9,Incertitude,17.19
6215,6,47,84,14,3,10,8,9,2,69.78,Incertitude,21.6
6216,94,37,87,20,14,6,1,6,4,84.61,Stable,18.96
6217,64,36,87,4,7,9,14,9,7,71.45,Stable,13.87
6218,33,33,7,18,40,15,4,1,8,65.98,Déclin,2.93
6219,1,40,5,10,20,13,14,4,4,90.46,Déclin,3.35
6220,95,4,41,11,12,12,12,1,8,84.24,Incertitude,2.46
6221,2,26,90,13,3,12,4,9,3,80.09,Croissance,29.32
6222,89,48,71,10,2,12,1,2,1,89.22,Déclin,19.69
6223,73,13,5,7,39,17,6,8,0,96.37,Croissance,29.51
6224,63,37,74,13,48,8,5,0,1,82.63,Transformation,24.46
6225,66,41,86,16,12,15,4,8,7,67.53,Croissance,0.1
6226,36,48,63,5,22,12,5,9,7,95.26,Croissance,0.25
6227,65,38,15,11,32,18,6,1,2,74.18,Croissance,22.1
6228,97,7,30,5,12,10,3,1,0,79.1,Stable,20.88
6229,73,4,34,16,21,20,5,4,5,85.76,Croissance,18.2
6230,28,3,27,7,24,14,3,0,8,99.28,Stable,9.96
6231,35,28,74,8,46,19,13,7,2,64.2,Stable,0.33
6232,7,17,74,12,13,11,13,10,5,77.72,Stable,3.85
6233,23,38,52,9,35,17,7,2,0,72.15,Incertitude,12.87
6234,18,46,36,12,18,6,1,4,6,74.48,Transformation,8.93
6235,23,30,45,15,47,15,12,3,0,98.63,Stable,17.43
6236,38,13,65,11,44,14,6,0,2,97.81,Déclin,20.03
6237,48,34,6,5,38,9,3,9,3,76.43,Stable,14.47
6238,19,49,80,19,50,17,15,5,1,66.62,Incertitude,22.27
6239,39,36,19,13,40,11,5,7,0,71.34,Croissance,10.64
6240,3,16,71,5,46,15,3,0,7,87.11,Transformation,6.43
6241,22,19,95,18,0,16,5,8,8,69.44,Stable,9.51
6242,49,30,34,14,19,1,1,5,7,87.19,Déclin,3.54
6243,99,34,56,20,39,16,6,8,2,90.95,Transformation,29.1
6244,12,38,9,7,41,17,2,0,0,65.84,Incertitude,27.87
6245,32,44,54,14,4,1,15,6,8,90.51,Déclin,15.75
6246,38,40,54,5,21,13,15,6,1,79.29,Déclin,9.19
6247,6,21,22,19,21,17,7,0,3,62.88,Incertitude,28.71
6248,81,50,96,4,34,9,15,4,4,74.41,Croissance,9.55
6249,85,15,44,3,24,11,10,2,6,68.69,Croissance,26.96
6250,19,45,83,14,10,2,7,4,4,89.99,Stable,24.84
6251,21,42,10,20,34,19,10,0,2,61.2,Déclin,27.37
6252,34,9,98,5,9,11,10,5,2,76.09,Incertitude,18.85
6253,100,35,18,18,6,15,11,7,2,89.29,Incertitude,21.99
6254,79,5,8,7,2,14,6,4,0,83.82,Transformation,29.54
6255,74,46,60,8,7,16,4,5,6,66.64,Croissance,24.46
6256,43,33,66,7,46,3,3,2,3,70.85,Déclin,17.65
6257,19,45,80,11,25,11,2,9,4,75.93,Incertitude,15.65
6258,42,49,14,19,45,1,13,7,8,86.15,Croissance,20.41
6259,79,8,39,18,4,8,10,5,6,78.02,Incertitude,11.8
6260,1,31,23,18,36,9,14,6,4,76.28,Stable,15.5
6261,23,16,62,3,12,19,15,5,3,82.57,Déclin,0.68
6262,42,20,12,4,42,15,13,9,0,89.65,Transformation,21.15
6263,80,2,84,20,16,15,5,7,1,71.81,Déclin,5.0
6264,14,1,15,13,22,13,3,6,2,72.22,Stable,29.5
6265,85,42,93,10,22,19,14,9,8,88.0,Incertitude,17.63
6266,26,14,11,11,36,20,6,0,6,92.43,Transformation,20.73
6267,31,27,77,19,13,3,8,8,3,76.15,Stable,26.77
6268,15,4,34,14,44,3,12,4,5,66.93,Incertitude,2.82
6269,75,18,92,3,36,13,14,4,0,80.89,Incertitude,12.98
6270,24,41,48,14,20,5,15,6,5,87.45,Incertitude,18.45
6271,81,31,61,4,22,4,14,1,2,97.78,Croissance,11.83
6272,74,48,72,18,26,19,9,0,0,91.9,Stable,6.27
6273,38,9,67,8,39,12,6,0,6,89.72,Stable,28.47
6274,83,43,4,12,50,15,6,0,6,74.82,Stable,17.22
6275,46,50,50,6,27,20,8,9,5,71.4,Croissance,18.43
6276,40,17,88,3,3,13,5,2,6,94.75,Croissance,0.88
6277,46,36,61,1,7,20,14,4,1,92.67,Incertitude,29.4
6278,27,31,77,20,47,16,0,2,1,62.26,Croissance,9.97
6279,89,39,21,10,26,7,15,2,6,99.87,Stable,10.79
6280,83,26,10,10,50,14,6,0,5,75.93,Stable,13.23
6281,68,26,45,2,5,2,10,3,3,78.93,Croissance,20.04
6282,71,29,93,6,46,7,8,4,8,93.95,Croissance,25.09
6283,98,25,56,8,31,3,1,6,0,98.51,Incertitude,12.03
6284,86,47,45,18,39,11,1,5,8,67.53,Incertitude,0.33
6285,75,31,34,8,5,8,8,0,0,62.24,Croissance,11.03
6286,53,9,56,4,38,9,8,9,7,78.24,Déclin,0.64
6287,32,20,53,15,18,3,7,5,7,69.28,Déclin,3.58
6288,86,5,72,4,35,15,13,8,4,61.0,Déclin,25.34
6289,33,13,53,20,10,8,5,4,1,76.72,Stable,27.24
6290,16,14,94,9,11,10,0,6,0,66.79,Déclin,1.39
6291,93,26,18,6,50,4,3,10,3,75.11,Incertitude,10.14
6292,70,28,43,1,32,3,4,6,8,72.69,Croissance,15.64
6293,35,10,18,20,2,13,7,4,0,82.36,Déclin,14.68
6294,71,35,58,4,4,6,0,9,7,89.01,Déclin,5.85
6295,20,37,78,13,29,17,3,8,3,74.05,Transformation,28.47
6296,74,49,64,7,40,16,8,1,4,94.81,Transformation,9.47
6297,51,13,42,7,3,18,3,9,7,94.07,Incertitude,5.29
6298,7,20,78,18,36,6,0,7,5,92.65,Croissance,28.67
6299,30,37,41,15,4,13,14,0,7,80.14,Déclin,3.97
6300,21,21,41,20,14,10,0,0,4,68.95,Incertitude,24.9
6301,7,18,84,2,3,3,3,2,1,60.45,Transformation,6.51
6302,43,32,44,1,25,12,8,3,6,81.69,Stable,16.31
6303,13,41,72,6,5,13,14,5,8,86.81,Croissance,7.46
6304,8,9,66,1,35,16,6,6,4,93.65,Transformation,23.15
6305,22,5,11,3,17,20,11,2,5,64.23,Croissance,21.62
6306,90,12,91,18,19,12,8,8,3,76.81,Stable,6.74
6307,81,18,67,20,48,2,7,8,3,85.08,Incertitude,13.69
6308,68,2,88,1,15,17,8,5,4,74.46,Transformation,1.8
6309,30,47,74,14,18,15,2,8,6,78.04,Incertitude,14.08
6310,26,30,27,18,14,20,13,0,3,66.67,Déclin,23.57
6311,67,40,17,15,44,17,5,7,0,77.91,Transformation,29.34
6312,76,3,21,14,7,19,2,10,8,61.56,Incertitude,3.96
6313,53,36,9,18,31,10,5,6,3,79.69,Déclin,2.96
6314,5,40,26,7,50,18,10,4,0,75.88,Transformation,29.18
6315,18,31,29,4,41,19,8,9,3,90.37,Déclin,6.07
6316,10,24,91,14,25,3,9,1,0,64.46,Transformation,4.42
6317,59,29,69,16,48,14,8,5,1,77.01,Déclin,8.06
6318,46,7,91,1,2,20,2,5,6,82.53,Incertitude,24.89
6319,81,35,75,18,30,19,8,5,3,81.5,Stable,27.88
6320,95,8,18,7,7,2,15,1,0,70.76,Croissance,20.69
6321,99,11,80,12,27,1,4,2,6,76.47,Déclin,4.61
6322,17,23,18,6,36,19,14,4,7,99.8,Croissance,22.22
6323,82,30,88,1,1,9,13,6,7,89.93,Transformation,14.38
6324,98,22,38,7,21,14,4,10,8,62.39,Croissance,6.59
6325,54,33,20,14,20,9,13,10,2,69.99,Déclin,10.11
6326,30,28,69,9,15,3,8,10,7,61.13,Incertitude,12.04
6327,72,10,99,17,45,13,6,1,6,97.17,Transformation,29.21
6328,82,33,85,9,8,4,2,7,2,76.66,Croissance,27.75
6329,18,28,65,7,21,20,3,1,0,64.93,Déclin,9.5
6330,4,36,100,17,26,18,10,5,8,91.83,Déclin,16.09
6331,16,32,69,6,8,1,0,8,2,62.88,Stable,2.02
6332,44,2,51,9,6,2,0,7,8,73.31,Déclin,24.66
6333,91,25,67,20,3,14,3,2,2,70.37,Stable,25.28
6334,70,13,81,17,15,5,14,2,3,88.87,Incertitude,26.88
6335,77,10,44,11,11,9,1,0,4,72.13,Stable,9.92
6336,37,29,41,4,27,10,7,4,7,65.24,Stable,6.51
6337,98,48,80,16,14,18,9,7,4,73.25,Incertitude,26.82
6338,91,25,18,8,42,3,12,3,4,80.09,Incertitude,23.07
6339,66,26,8,11,23,9,5,0,3,77.51,Transformation,13.3
6340,59,14,11,20,3,18,10,7,3,88.32,Stable,23.91
6341,73,25,18,20,16,16,5,1,2,76.63,Stable,0.21
6342,13,13,70,8,30,15,12,4,7,62.24,Transformation,9.93
6343,71,20,75,2,46,19,0,7,8,87.55,Stable,8.29
6344,64,48,51,4,3,18,9,10,4,84.41,Stable,21.44
6345,24,5,75,14,49,2,1,6,5,86.29,Croissance,24.87
6346,81,26,6,20,9,17,4,4,2,60.86,Stable,1.56
6347,5,20,73,14,6,13,3,5,5,90.07,Stable,7.72
6348,81,43,39,13,47,17,0,5,0,75.32,Stable,21.82
6349,81,45,85,15,46,18,6,7,2,77.91,Déclin,7.19
6350,80,25,4,12,22,4,10,0,5,77.52,Transformation,1.49
6351,40,45,81,8,12,7,1,2,8,96.78,Stable,17.49
6352,75,49,57,3,40,19,7,10,6,69.6,Stable,20.03
6353,29,28,1,5,15,17,3,3,5,91.48,Incertitude,20.72
6354,69,15,35,1,20,20,11,4,7,92.62,Incertitude,26.76
6355,18,49,54,4,19,3,11,1,6,98.16,Déclin,17.48
6356,1,29,86,11,16,20,10,9,4,89.19,Incertitude,12.52
6357,7,30,6,14,1,15,0,8,2,99.65,Stable,7.61
6358,54,35,29,7,38,8,10,1,1,75.98,Stable,20.73
6359,59,14,97,11,23,15,6,7,3,66.17,Incertitude,24.34
6360,48,34,3,20,10,4,10,7,1,60.94,Transformation,5.9
6361,2,39,83,20,11,19,9,5,0,98.82,Transformation,10.68
6362,31,20,50,2,14,4,11,8,6,82.15,Croissance,13.21
6363,28,11,62,6,3,15,5,2,0,99.82,Stable,25.85
6364,26,21,44,1,40,11,1,3,0,72.9,Croissance,0.12
6365,25,34,48,5,3,8,0,0,0,73.45,Incertitude,21.13
6366,25,12,5,6,4,10,13,5,5,77.06,Déclin,19.66
6367,67,4,41,15,31,7,0,7,0,93.12,Incertitude,29.51
6368,70,39,92,1,35,11,5,6,6,86.35,Stable,9.69
6369,94,46,73,18,49,2,4,9,6,83.21,Transformation,23.93
6370,60,46,48,3,30,6,1,7,8,98.33,Incertitude,8.45
6371,75,30,74,9,13,2,10,8,7,81.66,Déclin,25.86
6372,13,5,94,13,49,19,6,9,0,80.39,Incertitude,4.29
6373,59,47,94,6,34,4,0,7,7,83.71,Stable,4.37
6374,60,37,3,17,38,19,3,4,7,64.59,Déclin,7.11
6375,33,47,77,15,18,20,5,4,8,74.03,Stable,8.83
6376,38,29,30,13,22,8,9,0,0,80.75,Stable,20.05
6377,71,27,75,2,6,13,7,3,1,77.61,Stable,4.21
6378,15,30,62,12,6,7,5,10,8,62.12,Transformation,27.29
6379,2,26,63,14,44,12,2,10,1,86.35,Transformation,7.47
6380,96,4,91,16,18,7,14,3,2,68.78,Transformation,15.23
6381,4,47,49,8,18,3,0,9,8,76.53,Croissance,0.02
6382,80,39,4,15,27,6,0,5,8,83.13,Incertitude,22.11
6383,3,27,98,15,38,17,2,1,5,86.93,Croissance,15.3
6384,48,26,10,13,27,12,7,6,8,69.19,Transformation,12.21
6385,97,40,2,10,4,17,14,7,8,64.99,Incertitude,9.07
6386,70,47,19,9,28,5,1,3,1,71.36,Incertitude,3.1
6387,35,26,86,8,38,8,4,7,6,66.39,Incertitude,3.21
