Finance_id,Date_id,Budget_id,Fournisseur_id,Budget_consommé_vs_engagé,Délai_paiement_fournisseurs,Taux_fiabilité_prévisions
4769,16,9,32,67822.62,71,77.64
4770,46,14,33,6101.16,72,72.41
4771,16,2,43,68754.16,19,89.88
4772,27,22,24,66330.96,16,80.51
4773,78,9,8,65222.23,21,86.03
4774,8,13,31,65411.71,24,83.81
4775,77,10,30,5749.79,21,76.56
4776,48,7,34,40893.75,55,81.57
4777,100,20,38,62880.34,19,88.98
4778,94,20,26,39756.7,88,75.6
4779,46,6,22,58551.58,16,76.77
4780,31,18,21,90480.93,28,82.34
4781,19,25,13,29031.51,24,89.21
4782,59,2,12,88049.24,28,71.63
4783,15,22,36,81589.59,61,73.83
4784,55,11,46,81835.9,84,79.55
4785,15,2,36,40751.07,8,82.32
4786,7,2,37,82454.1,32,78.06
4787,18,17,7,7248.3,47,83.49
4788,82,4,37,86575.49,23,83.65
4789,26,26,10,45163.84,17,80.76
4790,63,10,44,19030.55,5,85.43
4791,72,17,35,69568.25,51,96.46
4792,25,29,33,46696.49,22,95.08
4793,13,6,30,48135.97,65,77.68
4794,45,4,3,75855.18,19,90.91
4795,55,3,29,33163.36,31,97.04
4796,19,11,12,94861.69,74,85.05
4797,93,23,1,75410.54,25,88.16
4798,50,5,35,68093.06,7,94.12
4799,55,12,30,92707.67,57,81.22
4800,36,1,5,14733.02,26,99.71
4801,97,18,40,9841.48,24,97.22
4802,13,20,42,33783.57,58,83.9
4803,92,5,15,65552.78,49,75.83
4804,85,7,36,18348.39,46,79.32
4805,39,10,33,89264.33,27,91.94
4806,4,8,20,58118.06,84,94.0
4807,75,7,12,51287.58,73,91.69
4808,75,6,49,33852.03,51,78.83
4809,75,9,16,44928.48,37,87.54
4810,50,7,29,66509.38,27,97.23
4811,73,13,23,94767.69,13,80.43
4812,44,14,31,28779.28,78,94.91
4813,89,15,39,71240.36,19,96.85
4814,35,15,17,86398.02,73,80.47
4815,30,7,6,88413.91,86,71.13
4816,45,3,38,89524.69,78,89.67
4817,88,11,10,12401.53,86,93.88
4818,4,14,4,68675.49,35,88.52
4819,65,28,1,31503.35,53,71.06
4820,3,27,22,74831.55,39,83.35
4821,1,23,46,40365.2,10,74.86
4822,69,22,25,47437.76,30,74.68
4823,92,4,24,77704.18,17,96.67
4824,54,8,30,15822.48,67,80.66
4825,91,19,16,83146.14,33,93.87
4826,84,3,17,94664.3,57,75.6
4827,27,5,5,59455.66,24,83.36
4828,88,11,6,45099.02,20,95.61
4829,69,8,25,50453.01,86,70.83
4830,69,5,10,90483.83,69,92.6
4831,64,23,19,36782.08,58,85.63
4832,49,25,25,35779.76,35,82.14
4833,47,8,15,75780.44,67,81.07
4834,53,22,17,38004.57,38,75.23
4835,89,6,27,36286.93,21,72.85
4836,45,9,29,76445.79,82,75.01
4837,15,11,46,77160.94,89,95.63
4838,27,16,37,42289.89,54,98.3
4839,57,26,40,44232.19,51,72.53
4840,87,17,33,56681.04,69,71.03
4841,29,8,37,36691.86,12,96.48
4842,33,24,40,61294.75,29,88.3
4843,73,7,40,22900.71,80,79.05
4844,94,8,9,80241.65,15,72.25
4845,21,25,1,22499.52,6,73.29
4846,61,9,48,25383.59,51,90.3
4847,65,7,33,57946.61,36,83.03
4848,94,3,31,9765.62,18,98.36
4849,16,21,22,41256.99,80,89.4
4850,17,14,11,28774.01,6,99.88
4851,58,24,42,33280.7,84,92.77
4852,2,17,37,95978.98,47,70.46
4853,14,3,12,10081.68,49,90.03
4854,71,8,48,76598.99,51,94.26
4855,39,1,36,10954.8,36,83.68
4856,2,1,7,89036.3,87,77.49
4857,98,1,32,51755.52,49,84.67
4858,82,26,47,11620.94,35,85.42
4859,82,12,34,43220.45,47,98.96
4860,21,9,21,42640.24,33,71.76
4861,23,16,25,23276.83,84,76.01
4862,98,27,14,38721.81,53,97.04
4863,82,8,2,66376.26,15,97.32
4864,22,12,33,42532.52,26,93.4
4865,57,27,43,59636.42,59,91.94
4866,89,3,18,37545.73,55,84.56
4867,56,13,49,67226.8,84,81.78
4868,83,23,40,27039.28,24,77.43
4869,47,11,47,47932.61,11,82.12
4870,88,11,33,61787.87,85,88.05
4871,83,14,37,74341.64,50,83.5
4872,40,16,5,17187.23,37,91.99
4873,34,16,34,35131.07,73,99.03
4874,15,20,31,93038.69,31,91.78
4875,39,25,27,42240.49,62,94.07
4876,61,18,19,17437.67,23,75.9
4877,42,8,35,14836.9,10,71.03
4878,78,3,34,34739.84,9,87.05
4879,50,12,26,18998.42,15,83.32
4880,3,28,2,28831.65,22,81.06
4881,16,7,15,89382.27,51,93.12
4882,18,22,4,15993.79,32,86.38
4883,33,29,9,16732.49,71,74.14
4884,7,15,10,32352.49,59,76.4
4885,83,1,23,14267.94,16,82.39
4886,21,27,24,96263.61,62,87.42
4887,65,1,32,46080.4,58,77.08
4888,57,17,32,72817.72,57,84.14
4889,23,13,44,64680.89,71,83.34
4890,78,28,47,83488.1,9,80.74
4891,57,18,35,36589.27,5,89.28
4892,28,15,16,32838.4,47,78.13
4893,87,3,23,84361.22,60,82.37
4894,88,11,26,17502.11,13,76.52
4895,44,14,15,50574.16,56,73.02
4896,22,28,45,37268.94,33,71.4
4897,97,24,50,41123.43,50,85.35
4898,34,11,21,40446.68,36,81.14
4899,49,28,21,30776.7,44,79.62
4900,81,3,10,11829.71,15,74.97
4901,6,27,5,40972.12,41,82.19
4902,39,10,15,69680.79,29,88.13
4903,36,13,17,25296.56,54,81.59
4904,13,12,13,55504.95,80,99.43
4905,83,23,46,41320.91,21,87.4
4906,14,4,49,88928.99,84,80.15
4907,92,10,25,32711.67,78,89.25
4908,38,19,26,63212.96,87,79.22
4909,34,17,23,67456.49,86,76.39
4910,4,11,18,24334.22,52,93.53
4911,78,8,42,70155.08,65,90.98
4912,28,4,28,58511.72,35,93.18
4913,5,3,31,24481.96,14,96.49
4914,32,13,50,74978.48,65,86.89
4915,18,5,3,96226.39,76,83.61
4916,26,29,8,64899.48,60,94.46
4917,8,30,28,52454.56,81,77.4
4918,73,3,33,21780.25,59,82.43
4919,99,29,27,29281.89,27,89.42
4920,7,4,40,18227.27,30,73.54
4921,54,30,42,5618.54,79,70.83
4922,9,9,29,62334.73,45,78.45
4923,77,11,11,11711.3,70,75.07
4924,27,16,48,65107.18,9,83.84
4925,72,4,6,13974.86,28,83.33
4926,74,5,5,9584.43,40,70.5
4927,45,23,2,70230.89,61,97.96
4928,55,16,34,47158.72,34,75.72
4929,55,2,49,14263.82,60,99.43
4930,94,27,40,16764.82,61,91.16
4931,62,30,23,55707.84,71,92.35
4932,82,6,50,89789.35,81,84.16
4933,29,14,41,25356.48,50,91.84
4934,23,25,45,63055.33,8,76.53
4935,46,29,49,42948.85,77,71.42
4936,1,26,26,22427.63,45,74.89
4937,4,8,2,18270.22,25,92.07
4938,98,22,24,85572.33,75,92.1
4939,7,11,8,83363.95,53,89.04
4940,42,12,34,5574.06,5,91.49
4941,77,5,10,67486.12,65,81.41
4942,45,29,42,16370.72,17,98.24
4943,39,14,45,83953.43,62,72.56
4944,72,15,19,49538.83,76,70.68
4945,96,28,10,59358.64,41,95.54
4946,31,9,37,5219.4,14,88.21
4947,6,16,48,95511.75,47,93.89
4948,79,30,44,74305.82,88,99.25
4949,67,18,12,40222.54,80,93.45
4950,47,15,3,89044.25,83,79.52
4951,90,9,48,30479.82,29,70.6
4952,36,21,21,37760.68,34,98.43
4953,16,8,11,25920.66,79,84.92
4954,3,16,11,11718.94,52,89.95
4955,49,21,46,69059.53,82,70.7
4956,78,20,34,34193.19,45,79.99
4957,16,15,17,31696.42,37,96.4
4958,49,1,44,17317.86,10,85.1
4959,88,26,29,85208.11,63,91.06
4960,70,25,11,83820.65,72,84.0
4961,5,14,4,8142.04,76,70.84
4962,79,17,13,94439.71,32,84.05
4963,81,12,4,6285.12,46,91.85
4964,26,22,16,13257.29,5,97.08
4965,26,29,35,73231.65,82,81.75
4966,34,22,2,75760.53,34,79.47
4967,61,15,1,12689.55,28,70.6
4968,82,27,46,73798.22,70,76.44
4969,76,10,30,99201.87,46,78.52
4970,96,6,44,21021.36,80,88.44
4971,49,4,47,98699.43,31,90.68
4972,48,23,41,6917.53,36,87.75
4973,33,28,48,7111.79,30,95.99
4974,38,4,21,53579.41,9,72.57
4975,22,3,15,73521.95,31,80.92
4976,75,21,27,72415.73,20,88.47
4977,37,13,46,17586.77,33,83.09
4978,58,26,39,67559.19,46,99.72
4979,65,7,24,16296.13,14,91.97
4980,57,20,10,86868.96,86,87.99
4981,15,29,23,49204.09,53,72.94
4982,19,11,19,89074.67,78,89.33
4983,26,4,25,64868.25,27,76.56
4984,38,21,27,99333.76,50,85.01
4985,99,2,47,9566.91,20,98.39
4986,61,13,3,92534.83,55,99.46
4987,75,13,23,96158.57,72,92.3
4988,19,8,35,24637.1,47,81.3
4989,95,21,29,29086.36,66,79.35
4990,62,19,34,90404.95,63,70.8
4991,72,24,42,6273.28,84,99.39
4992,67,5,6,25492.41,70,99.04
4993,55,16,10,95362.69,83,84.33
4994,42,30,38,26214.04,80,97.45
4995,25,29,24,29567.92,9,97.06
4996,70,28,7,8676.47,62,75.26
4997,37,11,5,59358.89,25,78.29
4998,38,19,38,70731.29,28,87.03
4999,36,7,40,85357.2,54,74.83
5000,95,5,4,51083.89,88,94.38
5001,68,19,3,15856.25,13,98.05
5002,61,6,25,96824.22,69,82.17
5003,24,12,39,45278.82,76,97.17
5004,42,29,31,71235.0,52,91.95
5005,8,30,19,33925.12,26,76.89
5006,86,23,10,84356.13,19,91.45
5007,71,19,40,64281.5,84,73.87
5008,27,16,49,67498.52,13,89.88
5009,61,26,7,85155.21,59,84.46
5010,83,30,9,29293.44,7,74.21
5011,25,2,30,78668.28,84,92.28
5012,28,6,43,63000.72,54,76.61
5013,96,4,9,78090.54,15,73.82
5014,56,22,10,38701.9,51,72.11
5015,72,9,6,83582.4,15,99.88
5016,18,1,48,50392.11,29,83.52
5017,45,23,39,47584.61,59,84.07
5018,48,29,7,82657.38,42,85.65
5019,31,30,25,79697.3,87,76.29
5020,94,16,24,18123.51,58,71.93
5021,70,16,21,16504.47,25,98.41
5022,31,19,6,87367.2,55,94.27
5023,32,19,22,21941.51,70,84.5
5024,34,18,7,95959.82,23,82.8
5025,53,6,36,81120.2,84,84.16
5026,9,10,35,45636.34,21,84.06
5027,25,10,19,85205.41,27,75.07
5028,75,7,7,70098.03,36,94.97
5029,48,30,31,46580.88,19,94.51
5030,68,12,9,83164.66,11,93.47
5031,15,18,30,58237.34,7,93.84
5032,9,19,34,75901.1,39,71.63
5033,56,24,49,42494.62,47,85.85
5034,44,22,8,68463.53,76,99.51
5035,80,18,43,47434.75,36,82.6
5036,28,19,34,11946.92,19,76.99
5037,50,5,36,50054.9,50,94.36
5038,94,1,50,79941.8,45,91.81
5039,15,15,24,13969.25,44,86.93
5040,48,22,16,96298.35,8,70.5
5041,57,9,36,64746.9,74,78.27
5042,64,6,14,63136.47,65,95.53
5043,95,20,13,84471.21,47,96.13
5044,94,19,48,10719.16,89,78.33
5045,61,25,10,22447.19,23,72.75
5046,53,3,33,5880.22,22,96.46
5047,10,25,27,55986.17,60,79.01
5048,50,8,23,64094.32,40,82.62
5049,27,5,3,98945.4,72,96.21
5050,73,6,15,72084.63,37,75.15
5051,39,3,43,20644.51,58,72.05
5052,32,11,20,92566.91,60,89.68
5053,14,14,44,91336.71,14,86.76
5054,98,11,16,31592.08,27,85.32
5055,94,29,48,64767.47,68,82.61
5056,20,12,48,33165.69,44,86.19
5057,60,18,23,90655.04,77,76.46
5058,40,17,11,56365.98,74,97.73
5059,31,7,44,18185.72,9,70.8
5060,20,3,40,35313.68,89,83.32
5061,89,8,24,93993.3,46,82.1
5062,72,26,47,75385.45,59,98.47
5063,6,16,24,7655.7,77,79.35
5064,68,13,6,64427.44,60,83.28
5065,43,29,10,69413.94,90,73.6
5066,25,28,9,19692.61,12,85.24
5067,90,3,3,86403.36,18,73.54
5068,25,23,16,61505.26,27,89.14
5069,16,17,15,69055.04,31,75.83
5070,69,21,43,70442.03,57,95.44
5071,48,28,29,92694.14,39,81.21
5072,15,20,31,79922.38,33,93.38
5073,21,5,49,50137.57,67,88.29
5074,75,6,19,51579.9,22,90.35
5075,8,16,5,45032.71,53,90.75
5076,6,10,36,97884.04,68,99.5
5077,13,28,12,84192.36,85,95.51
5078,72,28,47,38755.12,68,79.9
5079,43,21,31,62068.03,39,72.69
5080,55,30,47,24129.19,81,93.15
5081,40,4,28,29337.2,53,81.31
5082,50,22,30,49607.15,52,91.99
5083,42,19,5,86337.35,23,76.71
5084,33,3,37,76601.04,32,88.34
5085,24,7,31,75290.43,71,73.48
5086,71,29,8,71860.52,54,92.21
5087,61,5,28,42989.23,78,73.25
5088,88,17,2,32645.6,8,81.14
5089,19,13,4,63363.66,71,92.06
5090,61,1,39,65520.78,50,94.06
5091,53,27,35,42692.65,22,71.98
5092,56,5,20,59290.0,88,89.21
5093,28,6,14,16214.62,54,91.25
5094,96,11,17,10119.93,50,91.9
5095,100,9,50,96320.5,48,88.55
5096,46,19,32,9368.13,64,98.99
5097,59,3,10,55966.04,78,83.84
5098,85,12,28,94702.08,61,92.55
5099,99,9,40,61773.21,49,70.18
5100,66,9,10,46294.07,84,76.16
5101,89,4,25,40380.53,36,98.76
5102,73,29,43,10240.78,58,71.59
5103,87,14,33,8098.31,16,79.91
5104,66,9,37,81745.39,76,86.8
5105,89,23,11,74235.24,66,75.22
5106,93,24,48,15021.6,27,83.6
5107,14,5,13,58997.77,90,82.36
5108,67,20,26,80141.48,48,94.48
5109,81,3,17,80019.59,84,81.04
5110,3,14,40,18615.07,74,80.25
5111,24,25,46,88924.88,25,99.99
5112,75,10,31,9894.39,12,83.74
5113,70,24,44,57367.81,73,95.99
5114,92,20,1,38337.39,75,88.63
5115,87,6,32,80607.24,20,81.74
5116,31,7,1,76770.65,56,99.04
5117,53,29,44,31209.09,42,98.12
5118,26,20,1,9549.69,41,81.87
5119,10,22,4,57077.19,32,72.47
5120,27,18,39,92194.82,61,74.41
5121,26,7,24,23025.38,52,72.74
5122,16,8,50,46609.21,83,76.47
5123,48,22,26,60275.58,68,71.95
5124,75,7,18,74026.91,56,79.69
5125,16,6,46,12171.09,7,70.92
5126,39,13,4,5356.67,46,84.03
5127,12,21,5,79302.41,16,97.05
5128,99,14,34,34602.54,24,92.88
5129,75,8,21,99453.38,65,96.18
5130,5,5,44,76664.89,56,93.35
5131,9,12,45,5305.34,28,86.85
5132,89,4,18,34189.71,83,79.57
5133,31,17,41,40868.87,11,77.4
5134,6,12,25,95247.91,33,77.37
5135,96,5,28,93087.96,88,79.53
5136,51,8,1,68429.17,43,77.53
5137,65,30,39,60556.45,27,73.84
5138,88,6,44,66071.05,70,70.3
5139,1,19,4,12131.78,45,78.79
5140,87,28,37,61198.52,86,83.05
5141,30,12,28,95298.24,12,86.19
5142,68,6,40,70841.94,72,79.06
5143,29,6,18,78012.35,55,97.6
5144,86,11,37,83011.77,32,97.09
5145,33,6,47,98762.23,14,83.79
5146,89,12,25,14323.77,58,71.41
5147,21,2,35,92789.47,17,79.89
5148,6,30,40,93633.87,38,89.39
5149,20,22,42,43043.25,7,98.56
5150,97,11,50,32614.09,51,92.2
5151,94,15,25,96727.57,13,80.39
5152,58,19,11,85903.16,78,90.2
5153,86,23,37,95925.73,21,82.66
5154,66,16,3,65149.2,90,77.3
5155,29,29,20,96363.62,30,74.29
5156,100,1,21,74848.65,8,91.99
5157,16,9,38,6384.98,50,81.65
5158,96,3,44,57152.24,45,73.76
5159,6,3,50,33688.99,87,77.91
5160,22,15,45,36110.56,44,90.54
5161,52,11,1,75766.25,55,74.0
5162,20,24,16,90736.12,78,92.16
5163,38,11,18,24546.87,19,98.04
5164,46,30,38,91799.98,65,79.85
5165,36,16,48,71945.78,31,73.23
5166,67,21,37,43726.05,75,72.95
5167,31,12,13,80118.08,54,88.6
5168,91,12,34,16302.17,85,96.62
5169,57,6,4,60271.6,19,76.43
5170,60,16,19,38779.23,30,83.64
5171,100,13,1,61445.84,52,83.52
5172,100,15,42,16719.25,31,74.48
5173,48,12,39,57162.78,33,71.73
5174,53,2,36,31969.45,58,73.89
5175,49,6,7,6682.78,59,85.26
5176,52,16,9,23527.08,18,99.97
5177,85,4,39,62607.75,81,88.87
5178,67,11,12,63510.21,26,93.3
5179,100,27,19,5470.56,80,92.43
5180,33,12,37,53210.35,77,97.08
5181,72,4,48,44785.72,5,94.74
5182,20,9,33,50686.61,44,85.22
5183,53,22,42,84314.44,32,78.67
5184,4,20,49,39706.16,70,97.72
5185,56,17,38,35172.0,33,75.35
5186,92,25,36,36017.85,16,82.68
5187,2,28,39,77339.46,20,93.01
5188,62,27,33,39838.89,54,76.41
5189,68,26,40,95765.43,28,74.78
5190,32,13,2,50956.78,67,84.14
5191,87,25,38,79592.62,7,85.16
5192,68,28,23,66930.01,66,81.45
5193,81,14,2,55347.9,71,76.67
5194,14,19,33,94443.2,85,73.07
5195,85,30,46,71581.07,57,80.85
5196,34,8,41,17216.33,68,84.79
5197,57,1,15,80323.13,53,92.29
5198,42,22,26,79970.37,67,80.05
5199,83,22,36,6443.6,80,97.84
5200,47,20,24,47503.26,31,84.8
5201,88,26,6,14818.26,32,85.58
5202,86,30,1,82668.95,50,88.56
5203,77,30,24,78548.72,9,94.4
5204,64,22,43,43613.62,52,97.91
5205,24,4,19,28709.31,31,86.22
5206,45,28,21,51292.92,79,95.12
5207,24,1,23,60358.94,84,92.81
5208,62,29,4,52900.55,25,89.18
5209,48,5,3,73161.37,82,72.06
5210,18,17,1,60309.56,22,76.56
5211,54,26,20,35547.83,57,77.78
5212,78,28,29,62877.96,18,74.54
5213,13,18,26,9567.69,89,74.88
5214,1,17,45,71171.06,8,87.43
5215,62,10,46,25734.81,39,93.25
5216,63,12,43,15827.67,41,73.39
5217,74,4,14,17061.14,78,95.65
5218,67,1,14,52510.89,35,77.36
5219,84,2,37,86118.51,23,86.71
5220,56,17,45,85088.07,90,80.6
5221,18,17,27,76927.92,52,87.7
5222,74,21,15,24115.2,89,82.05
5223,12,21,38,76332.48,54,91.48
5224,4,29,45,70878.79,60,70.39
5225,3,13,29,12900.64,38,79.73
5226,38,21,36,87263.38,29,82.75
5227,65,21,18,65568.71,12,87.63
5228,86,9,50,92166.61,60,78.37
5229,63,11,50,94443.67,39,86.15
5230,52,14,8,54223.9,7,72.12
5231,87,7,49,42073.3,42,95.15
5232,13,12,36,31993.11,16,82.65
5233,51,23,30,52497.4,19,89.94
5234,89,21,2,68299.27,74,77.26
5235,50,14,18,47590.26,20,81.43
5236,90,19,20,83325.0,19,74.97
5237,43,22,31,99419.83,54,71.21
5238,22,16,44,58833.03,53,85.74
5239,90,29,26,8495.09,61,85.86
5240,65,3,1,5964.48,65,75.37
5241,92,16,18,30989.67,78,86.95
5242,66,5,35,10663.61,74,88.11
5243,19,18,39,75243.37,68,76.27
5244,33,3,50,71794.45,82,82.01
5245,62,10,17,81860.59,65,79.15
5246,83,5,41,35644.38,16,98.68
5247,81,5,34,77989.9,56,91.96
5248,6,8,4,78510.62,76,86.3
5249,81,30,36,11382.53,64,83.54
5250,66,17,34,37992.06,10,86.0
5251,17,26,6,46455.79,19,96.13
5252,92,18,43,70914.79,30,95.37
5253,5,26,20,20018.42,71,94.92
5254,26,8,18,83637.26,76,81.39
5255,18,2,38,54796.66,20,77.98
5256,46,10,40,7710.16,66,95.05
5257,3,15,44,94645.87,57,83.94
5258,69,26,45,93794.82,80,80.19
5259,73,28,41,57949.86,64,97.61
5260,24,16,12,32709.97,11,98.39
5261,72,4,35,34723.88,38,70.68
5262,100,25,41,18610.71,64,75.96
5263,99,26,21,56153.06,83,77.66
5264,76,1,44,54335.62,60,95.37
5265,52,5,3,5098.92,47,79.68
5266,99,9,48,69037.0,89,86.52
5267,29,20,1,94561.61,20,84.3
5268,11,23,10,64495.36,82,90.43
5269,97,26,4,32603.51,88,74.83
5270,67,20,20,98298.47,51,81.43
5271,66,28,43,58234.99,42,81.87
5272,83,17,47,9715.16,36,75.75
5273,11,18,9,89010.47,48,73.04
5274,62,8,31,41829.03,85,92.41
5275,2,27,17,46182.36,78,77.53
5276,7,23,40,19777.99,85,91.7
5277,10,24,35,52824.52,61,92.99
5278,52,27,41,80088.44,19,88.89
5279,10,14,2,95088.64,73,75.78
5280,61,18,33,54642.02,37,70.94
5281,30,27,19,96471.43,77,97.38
5282,49,24,21,62891.39,84,73.53
5283,92,12,19,6309.4,30,86.95
5284,22,2,16,30364.8,22,74.2
5285,78,29,9,43714.38,33,93.49
5286,45,9,3,86028.83,46,74.33
5287,27,20,37,80556.89,28,71.7
5288,30,16,13,42208.35,21,90.27
5289,37,1,29,7430.31,74,91.32
5290,21,14,24,88067.65,38,78.8
5291,64,2,10,88855.86,27,73.04
5292,45,2,35,33421.18,13,93.36
5293,8,18,41,87087.36,40,70.56
5294,88,3,45,10657.08,33,72.62
5295,19,7,19,25753.26,74,93.93
5296,97,13,47,19300.28,17,88.9
5297,29,15,18,11233.07,31,85.48
5298,37,15,14,48162.07,65,74.56
5299,79,29,23,43842.9,19,75.68
5300,62,28,24,83972.83,84,87.84
5301,66,16,48,98646.23,65,87.33
5302,73,16,45,10230.77,49,85.68
5303,87,21,47,87840.23,49,88.93
5304,32,7,40,7495.46,89,87.7
5305,94,10,27,89866.03,52,90.54
5306,25,18,12,52148.76,44,79.01
5307,98,25,46,20243.21,15,73.67
5308,18,26,18,82369.01,28,77.08
5309,9,14,37,95856.09,15,87.3
5310,21,3,11,26938.15,75,94.79
5311,20,1,46,57859.52,43,71.99
5312,43,29,17,27234.84,71,71.68
5313,71,28,12,53110.5,13,94.7
5314,84,5,41,98282.61,90,96.53
5315,88,18,17,64582.67,37,78.43
5316,82,30,22,23838.89,81,77.68
5317,53,4,49,93888.14,21,81.64
5318,87,14,8,50643.57,49,85.49
5319,48,27,32,75986.54,74,94.12
5320,37,24,48,65021.85,75,97.08
5321,84,3,23,53331.68,76,85.77
5322,9,7,17,45499.01,72,85.11
5323,8,9,13,26337.56,62,85.26
5324,85,19,23,81332.09,6,89.99
5325,23,7,22,76626.03,74,84.92
5326,18,3,8,67110.49,80,72.6
5327,13,14,22,49101.02,19,92.82
5328,43,16,18,93122.17,28,79.26
5329,20,20,16,57227.48,59,86.61
5330,61,9,16,59543.76,60,85.5
5331,10,19,10,42779.91,60,81.86
5332,30,19,22,57967.39,57,90.92
5333,39,27,16,20532.59,5,88.6
5334,73,19,20,29283.49,61,73.88
5335,18,14,20,68611.78,18,79.76
5336,33,8,31,64395.59,34,75.44
5337,93,14,50,92405.83,81,78.43
5338,33,7,13,84191.71,41,91.5
5339,13,14,20,47417.74,70,83.04
5340,65,13,23,50160.51,9,96.74
5341,52,18,41,79306.29,72,72.48
5342,78,14,47,37717.45,61,81.74
5343,38,21,46,90631.23,19,88.54
5344,59,23,48,80740.55,88,93.99
5345,36,2,24,83926.56,44,97.38
5346,69,29,47,5084.04,46,95.68
5347,58,5,29,37309.43,48,91.34
5348,85,22,34,46908.34,19,87.75
5349,72,19,13,40917.92,75,70.44
5350,69,24,18,52592.56,24,79.43
5351,58,10,35,31886.77,18,72.73
5352,83,5,1,19645.7,11,76.36
5353,6,7,11,57868.53,90,90.62
5354,87,23,9,7551.71,90,74.24
5355,25,29,24,34911.66,8,74.74
5356,12,15,45,91237.11,81,85.13
5357,66,26,24,12567.3,83,72.47
5358,72,11,22,96518.43,29,75.74
5359,52,6,46,80582.56,10,94.22
5360,80,4,21,24144.7,90,81.69
5361,50,6,43,69594.17,56,98.19
5362,48,7,29,32054.47,34,84.29
5363,89,25,42,93853.0,6,73.89
5364,89,12,28,49248.42,48,82.89
5365,86,23,49,67676.6,32,73.7
5366,57,6,31,80306.15,5,96.09
5367,26,10,44,54224.19,21,86.45
5368,18,16,38,19986.59,32,84.48
5369,21,27,23,78196.58,28,97.15
5370,65,13,17,40025.37,24,78.69
5371,44,21,11,95712.31,7,70.24
5372,36,18,17,27566.81,44,93.8
5373,60,22,7,33638.5,24,78.29
5374,37,13,47,96767.07,37,87.79
5375,71,26,47,93046.03,55,75.19
5376,60,18,44,8490.83,32,89.01
5377,77,27,5,99617.8,69,72.62
5378,56,24,10,18490.68,87,75.07
5379,83,24,40,24906.13,66,88.15
5380,63,12,39,85675.4,8,98.72
5381,83,15,29,90768.8,78,71.17
5382,40,1,13,11475.2,50,96.12
5383,23,6,47,83467.69,49,99.01
5384,59,26,21,39137.35,12,87.66
5385,86,27,15,47969.65,56,99.73
5386,88,4,7,22365.08,38,75.88
5387,100,17,45,55767.01,35,79.45
5388,54,5,45,63513.33,43,87.83
5389,90,13,13,38546.02,77,88.97
5390,41,4,32,29124.4,36,96.53
5391,6,11,4,8505.0,83,73.19
5392,73,4,30,16459.25,42,76.6
5393,14,7,16,30555.61,62,76.4
5394,40,24,38,40017.95,58,82.01
5395,29,20,33,43879.78,26,90.68
5396,19,14,25,7879.31,77,73.12
5397,73,30,8,57673.78,20,74.43
5398,44,4,16,28771.64,85,73.8
5399,88,8,29,47894.07,5,73.6
5400,24,22,13,12823.4,26,98.75
5401,41,2,17,37818.31,79,81.81
5402,24,26,48,95054.36,26,81.35
5403,65,27,12,20319.58,32,85.54
5404,79,22,44,29879.72,46,99.42
5405,54,17,14,82437.67,16,72.84
5406,2,13,9,31083.58,10,81.17
5407,30,8,41,38172.29,9,91.38
5408,65,26,15,55638.85,58,93.95
5409,97,14,40,69934.37,9,85.77
5410,63,29,34,76941.27,16,81.97
5411,50,6,13,16990.07,34,89.0
5412,62,11,2,47190.97,21,71.78
5413,13,15,15,59314.11,50,76.24
5414,32,23,6,96849.46,39,70.31
5415,43,12,16,60739.32,6,94.58
5416,55,21,22,74926.85,29,75.64
5417,24,6,19,93265.84,23,98.34
5418,93,11,27,73233.62,10,70.08
5419,72,7,32,17614.87,13,73.0
5420,6,26,44,62636.46,77,99.12
5421,3,29,25,97731.62,24,90.9
5422,26,12,28,24131.28,23,84.2
5423,64,16,29,15583.42,34,83.56
5424,8,25,9,30268.97,45,73.03
5425,22,14,8,7996.36,14,76.22
5426,75,7,10,11583.85,75,73.61
5427,51,16,45,60434.33,64,81.13
5428,16,15,22,72443.12,76,73.0
5429,80,27,48,6267.04,90,88.46
5430,48,20,37,83495.65,44,84.93
5431,40,10,19,75402.75,41,89.06
5432,87,7,13,44587.41,33,84.05
5433,22,12,2,76670.64,81,97.66
5434,94,17,8,35892.36,35,95.9
5435,24,4,12,14207.34,14,79.32
5436,50,20,37,12023.36,54,75.92
5437,95,29,6,38996.02,80,78.03
5438,13,14,30,25769.4,18,70.18
5439,12,7,10,66504.25,28,96.84
5440,22,14,9,15355.32,38,71.83
5441,91,7,13,90503.53,20,78.6
5442,50,6,49,29801.22,55,82.13
5443,88,15,26,80470.5,34,77.12
5444,29,4,48,18249.93,80,98.43
5445,22,15,25,67363.03,9,77.56
5446,58,28,7,37278.15,13,96.46
5447,38,27,39,18673.44,58,79.31
5448,19,11,40,89780.58,54,79.49
5449,46,23,25,21091.27,57,86.39
5450,74,29,15,39113.81,46,76.79
5451,18,3,29,63341.68,46,81.14
5452,89,30,24,42314.25,54,98.41
5453,67,28,3,73454.03,59,95.88
5454,75,24,13,73817.92,65,99.96
5455,46,22,19,70931.91,19,98.33
5456,82,20,36,65745.21,36,93.85
5457,97,1,44,49029.11,74,89.45
5458,24,23,27,8875.5,78,73.81
5459,37,19,34,96544.98,59,94.22
5460,1,29,5,35729.95,65,72.7
5461,1,26,2,56035.48,9,78.93
5462,56,26,9,15478.22,88,78.78
5463,34,23,31,34087.18,23,87.99
5464,68,9,45,99389.92,50,83.74
