Archivage_id,Date_id,Document_id,Media_id,Client_id,Produit_id,Nb_documents_archivés,Taux_digitalisation,Temps_moyen_acces_documents,Taux_indexation_correcte,Nb_consultations_archives,Nb_telechargement
5980,57,50,4,135,18,951,59.07,2.6,87.41,347,11
5981,54,69,7,137,49,388,99.02,16.66,81.62,58,66
5982,87,18,2,7,1,576,78.5,15.71,85.9,304,8
5983,58,8,4,171,36,368,71.04,14.7,98.75,329,2
5984,43,21,10,71,11,936,64.16,14.46,91.02,26,119
5985,43,39,7,42,38,207,61.01,15.94,87.67,16,142
5986,45,13,8,172,34,859,50.88,14.24,81.86,300,161
5987,100,52,2,130,41,602,57.88,10.37,88.89,366,23
5988,4,69,10,85,35,856,57.02,16.07,94.98,160,270
5989,18,29,2,112,22,365,75.45,7.72,87.78,148,174
5990,85,8,8,41,5,6,55.87,1.87,80.84,65,248
5991,19,76,4,84,24,469,75.41,17.33,84.27,311,54
5992,99,16,7,14,22,811,70.25,16.03,88.46,172,153
5993,60,58,11,97,23,56,55.72,1.0,83.39,287,165
5994,56,32,11,128,12,639,90.44,2.58,87.88,192,250
5995,100,57,6,22,38,541,55.83,17.21,99.72,209,287
5996,14,46,2,51,7,965,84.9,1.81,81.75,446,224
5997,78,68,2,124,6,338,82.07,13.11,83.75,14,234
5998,64,21,8,74,46,41,83.28,15.9,94.88,375,264
5999,53,12,10,125,32,959,65.28,9.56,89.66,489,172
6000,50,26,5,168,39,629,63.53,0.5,83.01,193,225
6001,34,16,11,129,31,362,64.79,11.47,83.12,468,204
6002,10,40,3,19,2,849,93.28,18.84,98.34,1,297
6003,79,62,5,59,44,482,72.77,3.55,88.54,57,19
6004,79,28,6,66,31,598,67.07,13.36,87.68,136,102
6005,20,15,9,113,38,604,77.6,6.55,87.36,396,62
6006,15,71,11,101,14,792,77.75,14.4,95.71,336,195
6007,92,48,9,117,2,103,52.22,2.93,85.11,386,267
6008,83,2,7,39,20,855,53.75,18.65,90.76,260,27
6009,78,34,7,58,14,332,57.02,15.55,83.02,185,214
6010,8,28,10,168,16,276,50.56,12.45,98.11,478,44
6011,81,78,3,1,14,587,95.87,18.0,83.68,346,194
6012,37,15,9,197,30,953,94.92,17.5,92.45,408,0
6013,24,24,11,189,12,911,92.02,18.09,82.54,44,133
6014,61,61,3,175,38,767,95.39,16.48,80.13,228,131
6015,35,18,7,93,8,555,64.86,10.89,83.64,453,16
6016,24,42,10,135,39,970,76.32,8.95,80.13,64,212
6017,81,57,5,11,5,743,60.93,13.82,99.32,267,16
6018,84,13,3,27,9,716,96.27,19.9,97.97,179,294
6019,96,51,6,156,9,474,53.35,10.96,92.24,296,12
6020,24,40,4,138,37,448,88.5,3.89,84.78,456,159
6021,18,38,11,57,40,127,56.5,14.52,81.56,183,248
6022,50,19,10,104,3,725,50.96,8.09,81.45,386,101
6023,85,25,6,116,32,511,65.69,6.7,87.66,233,160
6024,2,80,11,154,22,434,98.44,19.81,94.01,97,249
6025,16,62,4,61,31,503,99.11,15.59,98.44,402,16
6026,57,51,2,77,22,919,72.03,17.84,98.4,86,9
6027,100,4,3,192,50,745,71.48,15.72,83.64,394,131
6028,88,32,5,88,29,812,54.37,15.82,93.44,230,228
6029,7,22,8,5,2,968,92.29,10.48,88.44,191,80
6030,51,3,5,152,39,979,93.19,4.41,91.99,250,126
6031,97,37,11,77,43,846,58.02,4.25,94.54,68,36
6032,78,7,10,150,50,216,82.57,5.46,95.44,349,117
6033,45,43,8,123,3,655,54.93,18.74,94.99,60,61
6034,57,37,4,178,6,444,59.66,1.51,82.31,472,293
6035,72,32,4,84,34,291,72.35,4.74,92.86,216,272
6036,39,16,4,86,25,998,76.16,1.6,83.94,164,281
6037,93,18,3,19,49,389,89.1,2.7,82.91,169,232
6038,18,75,8,99,3,238,93.18,18.22,92.53,202,31
6039,6,19,2,38,48,575,94.15,5.53,84.16,227,23
6040,17,4,5,61,20,416,55.42,8.41,84.15,113,33
6041,61,16,6,71,19,170,62.95,3.31,85.73,416,42
6042,4,56,4,30,41,56,93.9,5.32,97.06,150,281
6043,39,59,9,163,38,909,54.69,16.63,94.47,362,176
6044,6,10,3,158,26,238,50.96,18.83,80.18,224,26
6045,85,39,8,85,3,138,85.97,19.57,94.08,117,162
6046,31,60,5,15,26,889,60.09,7.6,91.41,34,195
6047,72,31,2,166,15,252,51.09,13.34,98.03,447,154
6048,96,14,10,147,12,993,78.26,4.56,90.09,123,169
6049,89,61,6,65,22,159,54.09,15.68,92.55,304,257
6050,60,75,3,97,3,784,82.06,10.91,96.91,137,290
6051,27,77,5,127,48,689,57.22,12.82,98.5,340,159
6052,15,2,4,71,38,537,94.6,16.34,86.94,302,189
6053,29,79,2,67,6,724,79.85,2.12,92.29,92,211
6054,72,3,6,164,20,219,53.71,17.77,82.37,99,177
6055,7,70,9,39,13,110,56.69,10.76,84.6,268,42
6056,43,27,10,42,48,504,98.26,15.51,86.37,235,102
6057,81,26,10,189,30,530,63.2,8.56,90.73,195,229
6058,62,34,11,111,34,555,97.37,9.01,85.22,240,140
6059,42,31,7,133,15,882,71.46,2.99,84.6,122,219
6060,58,32,11,179,18,770,84.49,3.74,94.39,262,65
6061,10,44,8,65,4,203,76.6,11.32,89.49,125,289
6062,96,46,10,100,6,527,52.51,2.9,91.59,149,279
6063,35,67,8,140,32,481,91.49,6.16,82.96,366,134
6064,9,68,3,23,37,474,56.65,18.72,90.02,279,61
6065,32,7,5,21,28,759,57.58,5.87,88.95,218,66
6066,20,53,7,98,22,966,97.05,15.75,82.72,62,90
6067,56,22,11,10,32,132,75.4,4.2,82.54,465,178
6068,18,1,6,119,19,913,76.29,19.99,94.96,44,269
6069,1,62,3,45,21,149,75.59,7.95,80.54,228,249
6070,5,54,5,122,5,95,76.4,11.29,92.55,63,149
6071,66,58,8,5,50,129,63.04,15.86,97.22,487,91
6072,71,12,3,50,4,893,69.82,8.96,80.75,92,25
6073,64,46,7,57,2,928,50.68,6.47,91.84,40,56
6074,60,72,5,3,2,55,82.62,1.16,90.48,92,216
6075,35,22,2,139,49,365,90.87,18.47,90.04,348,210
6076,56,13,7,50,26,564,94.12,5.16,87.7,135,147
6077,15,50,8,200,37,502,75.68,15.81,96.49,496,177
6078,74,62,2,84,4,262,93.8,5.99,80.02,423,137
6079,97,46,7,37,12,185,81.04,2.26,92.85,84,43
6080,67,15,9,107,25,880,69.93,11.16,84.16,261,201
6081,89,11,9,65,11,558,60.01,3.24,94.31,32,50
6082,78,19,4,176,41,941,78.0,18.69,87.49,133,131
6083,21,32,9,94,15,849,93.7,9.54,87.57,185,137
6084,35,57,4,85,7,893,75.24,5.8,89.62,71,67
6085,46,24,3,22,15,359,91.49,4.48,98.67,178,193
6086,57,31,8,72,30,414,63.94,9.83,84.48,159,151
6087,72,77,10,46,44,10,84.39,6.53,84.11,270,74
6088,17,75,7,179,24,964,79.46,0.59,98.68,375,266
6089,51,56,10,182,3,442,90.63,8.58,83.79,422,160
6090,93,39,7,90,5,778,65.71,7.19,99.9,93,182
6091,46,31,10,62,44,578,54.09,11.18,87.95,118,270
6092,7,52,7,178,42,711,86.81,3.43,84.97,3,97
6093,72,59,9,96,41,710,75.37,16.12,84.86,466,192
6094,83,1,6,75,2,421,69.09,8.91,83.44,161,271
6095,16,5,4,131,18,757,87.38,6.83,91.63,379,285
6096,70,52,3,197,20,720,71.59,13.86,92.65,470,241
6097,89,60,10,58,14,642,54.34,0.53,82.76,424,243
6098,98,63,5,140,31,394,78.07,4.43,98.2,471,252
6099,38,43,9,56,26,625,98.93,16.6,92.19,341,29
6100,81,8,2,126,18,942,70.48,16.46,91.28,133,227
6101,31,74,4,161,35,622,72.65,7.85,99.09,26,154
6102,90,42,3,98,7,21,63.0,1.19,81.58,161,206
6103,72,33,11,162,30,709,57.05,1.02,94.01,48,297
6104,38,34,7,196,33,447,52.07,4.15,87.99,489,274
6105,20,49,5,42,38,34,73.6,19.39,84.96,289,72
6106,15,34,4,121,36,536,78.06,6.98,84.77,344,54
6107,77,80,9,85,50,937,59.92,13.6,84.75,399,246
6108,23,20,7,176,49,334,90.51,2.84,82.84,211,43
6109,94,24,3,45,11,725,94.36,1.27,99.69,25,99
6110,51,30,4,7,10,470,62.24,7.31,87.89,48,153
6111,93,27,3,35,18,143,61.99,8.37,85.76,422,241
6112,55,69,6,129,28,717,89.73,19.41,84.91,42,218
6113,7,18,7,90,46,517,59.99,9.09,95.95,320,158
6114,42,9,10,170,24,16,85.48,11.4,92.09,401,20
6115,58,64,5,42,10,886,97.03,15.38,84.07,488,149
6116,39,64,5,108,47,951,89.19,6.38,91.97,258,95
6117,17,30,3,148,18,567,62.83,13.06,87.67,24,91
6118,59,15,6,21,1,322,57.04,5.95,87.76,120,245
6119,72,58,11,25,2,514,70.57,16.03,95.09,335,253
6120,79,22,9,69,10,462,85.62,8.49,96.0,100,42
6121,73,63,5,89,20,527,54.41,17.35,88.52,468,239
6122,85,30,10,158,47,122,81.03,12.42,90.99,391,60
6123,44,9,2,36,30,516,88.8,17.01,93.46,421,270
6124,44,68,9,97,10,956,85.33,2.66,93.67,80,176
6125,80,49,10,191,32,496,91.93,15.62,87.95,327,150
6126,93,26,4,182,27,48,69.9,13.58,98.64,306,287
6127,56,9,2,177,7,427,77.87,0.89,82.05,309,229
6128,16,8,6,192,21,320,89.84,18.2,90.02,16,192
6129,95,28,8,189,19,294,85.1,10.64,88.02,122,207
6130,29,69,6,155,10,332,77.0,14.13,99.27,203,238
6131,78,36,5,171,34,175,91.74,9.54,85.53,391,115
6132,93,34,10,113,1,656,95.49,18.29,83.06,417,283
6133,18,57,7,141,48,824,63.95,1.66,84.03,204,287
6134,46,78,4,62,12,609,64.16,2.99,99.53,286,288
6135,61,71,8,153,39,423,54.37,0.56,81.87,188,223
6136,68,49,4,62,3,943,50.76,15.55,83.51,428,253
6137,98,66,7,184,33,255,96.03,0.59,90.64,332,18
6138,24,45,3,37,5,404,96.27,18.07,85.18,178,152
6139,47,69,3,33,27,461,98.24,14.21,97.64,7,48
6140,12,42,4,75,2,163,67.28,2.84,92.11,172,112
6141,31,27,4,112,26,948,79.96,12.13,81.85,45,93
6142,76,23,8,67,28,943,58.02,18.31,97.09,205,3
6143,63,21,7,63,25,952,79.35,6.49,89.76,94,134
6144,68,12,7,95,22,902,63.25,7.19,91.01,198,9
6145,18,31,2,100,15,189,82.06,3.7,99.03,413,135
6146,98,13,5,48,26,547,88.51,7.37,93.68,378,246
6147,24,66,4,143,44,841,88.31,2.79,87.45,415,258
6148,19,17,10,98,17,216,85.52,18.88,87.49,324,49
6149,29,62,9,199,36,722,78.71,19.98,84.72,495,247
6150,64,37,5,59,48,410,87.76,17.98,98.76,152,205
6151,68,73,7,102,4,388,56.82,19.4,82.68,356,62
6152,86,29,8,46,24,104,59.22,6.17,88.07,362,248
6153,87,38,11,7,8,368,66.37,16.17,83.17,432,233
6154,40,22,6,123,4,305,62.51,17.37,90.67,240,120
6155,48,55,9,44,18,761,92.51,10.99,99.1,190,33
6156,45,5,5,114,36,817,79.51,13.81,83.78,306,232
6157,43,47,10,21,27,981,61.01,15.27,99.32,253,293
6158,36,29,10,114,23,536,80.8,11.12,87.57,450,172
6159,30,11,7,47,17,624,82.86,1.87,95.37,192,274
6160,27,39,6,83,36,26,86.21,18.03,96.46,226,78
6161,83,35,6,199,24,935,79.33,1.15,85.79,77,236
6162,67,1,6,169,7,60,54.22,18.39,82.28,359,10
6163,16,52,10,126,27,943,68.39,15.47,85.51,69,160
6164,54,75,4,22,37,124,84.66,8.9,83.52,74,88
6165,47,58,4,89,48,557,79.94,16.43,98.23,293,153
6166,32,62,10,200,6,727,83.6,7.87,90.43,382,191
6167,60,11,11,11,13,746,85.46,13.04,99.98,452,139
6168,27,53,6,135,44,322,64.07,11.35,85.03,338,30
6169,30,44,3,43,22,948,84.65,5.32,95.97,276,292
6170,90,43,9,74,30,514,63.24,3.14,88.47,289,52
6171,27,15,3,21,5,928,98.13,5.76,86.97,226,135
6172,76,27,3,137,19,886,56.22,4.81,81.5,269,137
6173,97,18,10,8,11,924,54.22,9.44,88.66,417,29
6174,33,72,9,118,34,328,92.0,7.49,99.46,420,52
6175,27,56,5,97,3,479,67.93,8.64,97.44,193,135
6176,25,73,11,24,6,8,62.02,18.98,83.98,160,223
6177,97,6,6,68,20,151,91.24,6.72,93.16,452,122
6178,22,74,3,169,19,947,60.06,3.02,96.76,0,84
6179,80,1,10,7,19,656,88.59,9.77,91.49,244,233
6180,95,64,10,81,15,217,93.85,4.16,80.01,374,289
6181,84,3,5,3,39,228,82.11,3.52,99.48,170,67
6182,75,19,6,183,15,106,94.44,15.97,83.76,396,162
6183,58,79,5,194,4,133,61.78,15.37,89.25,459,163
6184,100,14,9,9,31,263,94.81,9.8,96.02,197,162
6185,73,71,2,113,7,701,77.5,2.6,91.11,472,123
6186,37,69,9,110,46,221,76.36,1.22,81.77,227,113
6187,65,74,9,79,19,901,76.79,3.5,92.39,336,176
6188,11,20,5,117,35,636,86.9,5.28,96.18,126,87
6189,48,17,2,14,29,645,77.4,8.72,89.48,327,112
6190,96,64,10,96,35,136,56.19,13.79,87.95,249,171
6191,35,31,11,167,35,375,54.92,4.55,82.63,32,225
6192,12,26,7,42,32,561,92.74,5.08,80.0,144,84
6193,28,5,6,155,9,99,65.51,5.09,82.7,160,150
6194,4,39,7,125,32,854,88.92,19.41,98.19,188,172
6195,81,26,5,162,46,536,67.04,19.07,94.5,489,210
6196,28,33,8,163,43,705,90.74,16.93,91.08,186,117
6197,78,43,6,192,32,968,68.57,9.18,89.96,327,183
6198,3,53,9,187,4,996,85.82,16.28,96.39,157,169
6199,89,8,9,178,31,608,95.85,14.1,99.44,28,166
6200,46,58,7,197,12,88,51.96,19.72,86.39,169,252
6201,68,5,8,65,23,861,62.26,4.93,92.77,211,197
6202,8,38,3,105,27,997,85.06,6.8,98.68,44,265
6203,6,13,2,94,6,778,60.73,2.47,98.68,84,172
6204,88,59,6,54,42,412,54.66,9.89,99.14,354,56
6205,92,17,4,109,50,77,57.87,5.63,85.82,452,10
6206,72,57,2,163,30,898,86.95,10.13,84.99,390,68
6207,47,10,9,110,18,39,97.54,11.82,99.3,36,2
6208,50,49,3,28,5,63,95.03,17.2,81.97,327,153
6209,9,25,9,149,43,662,51.85,6.87,99.35,451,282
6210,47,68,10,72,10,711,96.02,6.67,84.88,15,138
6211,14,78,11,153,10,190,93.33,4.97,84.51,289,24
6212,100,75,7,172,35,73,73.86,1.64,85.23,499,62
6213,16,61,7,93,16,957,59.61,8.48,99.96,376,265
6214,100,48,6,134,39,970,81.89,18.76,92.92,85,184
6215,23,79,11,76,28,748,95.84,12.86,95.93,336,12
6216,13,21,5,60,44,495,66.32,5.54,83.27,481,196
6217,5,30,2,28,8,898,94.75,15.89,80.13,144,91
6218,69,36,5,163,48,346,98.76,6.33,81.87,1,159
6219,82,42,11,118,6,814,68.49,12.93,90.91,241,219
6220,15,46,2,126,3,838,85.34,6.32,89.98,258,145
6221,63,80,8,80,24,19,61.51,10.17,89.37,361,286
6222,72,12,10,126,22,902,77.33,4.44,93.59,415,200
6223,20,46,9,80,28,818,63.74,7.87,95.47,356,179
6224,89,24,4,118,10,710,57.18,10.12,91.86,330,200
6225,32,62,5,191,28,302,99.77,11.71,92.69,198,295
6226,45,10,11,86,20,6,81.64,9.28,85.15,3,229
6227,94,18,5,122,5,491,51.89,6.83,97.57,104,21
6228,30,22,5,17,38,644,73.81,12.64,82.42,369,91
6229,18,43,9,105,39,512,82.03,12.15,80.47,204,198
6230,54,43,9,41,5,561,65.22,6.87,94.62,369,29
6231,58,71,4,188,38,552,71.77,18.69,92.0,217,25
6232,41,60,4,25,21,278,61.78,3.87,90.17,17,88
6233,72,45,10,40,31,470,83.47,18.98,82.68,60,214
6234,31,40,10,120,37,383,90.79,16.91,98.38,117,154
6235,51,40,5,200,33,10,91.87,11.4,91.07,354,2
6236,34,23,9,182,21,108,93.22,12.39,88.22,320,108
6237,19,54,5,178,22,759,61.0,7.21,80.25,468,28
6238,33,42,3,21,47,335,70.52,1.76,81.54,94,118
6239,67,78,3,178,33,236,90.57,3.07,86.36,185,246
6240,97,50,6,139,8,130,52.3,7.48,97.44,23,165
6241,74,32,11,179,1,121,54.13,14.5,95.01,325,151
6242,3,42,5,105,18,713,51.0,19.54,86.14,220,187
6243,20,25,7,193,10,120,53.53,4.56,90.98,76,151
6244,82,76,5,13,26,843,55.19,5.77,96.01,276,195
6245,99,36,9,94,31,365,51.48,14.31,87.49,412,172
6246,90,23,11,29,20,550,60.54,9.8,89.88,403,81
6247,78,53,5,10,1,524,73.48,19.1,82.76,239,39
6248,86,73,11,123,46,626,77.55,4.15,95.88,328,228
6249,17,13,4,149,32,827,63.81,1.7,80.09,489,123
6250,39,43,3,23,32,914,97.03,2.15,82.42,68,257
6251,56,26,10,52,9,484,54.15,11.07,85.8,116,292
6252,91,15,5,28,6,467,67.43,9.85,93.45,444,129
6253,51,68,10,106,4,781,84.18,17.95,95.47,64,57
6254,37,6,8,69,46,603,51.65,4.46,84.41,387,62
6255,32,32,8,107,49,794,92.56,13.19,87.02,217,98
6256,21,48,5,62,11,592,87.06,16.45,99.81,26,264
6257,100,30,11,54,36,461,87.53,9.25,80.68,209,197
6258,31,24,6,182,13,461,63.97,3.02,85.53,141,277
6259,33,68,9,23,31,850,57.95,5.51,90.25,413,67
6260,72,26,5,180,26,170,77.66,13.39,85.82,259,6
6261,41,77,6,49,19,942,54.83,11.34,92.8,202,176
6262,10,37,6,100,34,668,65.94,3.98,94.77,163,204
6263,62,46,7,194,4,123,90.7,10.91,85.89,177,6
6264,65,29,11,128,24,95,51.82,12.19,89.97,86,31
6265,4,10,9,139,21,137,96.55,12.2,90.53,347,90
6266,87,28,10,143,27,520,95.39,19.86,80.97,361,231
6267,86,23,8,90,15,594,76.27,19.12,80.01,277,188
6268,55,49,11,159,5,371,87.4,19.33,84.79,62,1
6269,19,63,9,115,42,709,51.51,5.51,85.55,232,282
6270,18,44,7,124,11,668,89.42,10.56,81.52,224,164
6271,29,17,10,94,25,605,66.71,7.36,89.86,440,278
6272,77,8,2,125,46,419,53.89,12.67,81.55,450,257
6273,24,3,7,98,20,815,78.4,11.55,93.99,372,207
6274,81,38,8,64,8,420,99.54,5.52,93.33,176,49
6275,50,51,4,68,36,332,83.84,4.78,81.92,382,72
6276,4,11,4,160,42,185,89.84,12.97,97.89,174,246
6277,17,70,7,169,47,51,73.77,3.9,93.73,317,185
6278,92,18,2,114,39,651,73.71,19.73,95.08,145,102
6279,6,26,5,123,35,65,57.03,14.26,93.85,108,173
6280,30,63,10,185,23,188,54.8,6.97,94.82,13,18
6281,65,66,7,156,4,230,87.55,7.96,84.57,435,262
6282,24,67,7,127,47,293,84.96,7.16,94.35,460,237
6283,54,29,6,171,17,985,87.35,12.11,96.91,170,117
6284,3,65,9,21,23,698,67.05,7.26,93.5,306,5
6285,43,2,11,71,8,434,82.9,12.85,93.58,349,139
6286,37,70,8,20,22,200,85.46,17.04,86.54,119,163
6287,80,79,11,92,6,182,73.41,9.47,81.69,412,260
6288,15,21,11,101,12,787,70.74,17.52,84.95,269,280
6289,98,65,5,160,4,297,96.59,8.8,87.04,243,183
6290,17,26,4,112,25,61,53.05,13.93,83.8,180,261
6291,96,67,11,110,38,890,67.73,6.06,92.37,213,208
6292,19,48,4,14,33,252,53.46,17.72,97.14,245,88
6293,27,61,4,125,38,691,80.33,11.28,90.74,101,252
6294,16,16,5,161,30,628,74.24,1.94,84.69,302,25
6295,85,14,10,63,12,676,73.02,18.98,90.12,291,223
6296,2,74,8,128,48,151,73.43,4.15,87.9,417,114
6297,33,18,6,57,20,1000,69.93,5.21,83.02,192,179
6298,26,31,8,96,24,130,54.48,13.34,84.88,415,125
6299,94,66,9,56,48,793,85.57,2.06,96.09,212,249
6300,49,11,4,82,25,674,68.96,8.35,87.75,399,263
6301,29,79,2,15,31,247,67.36,11.01,94.11,25,239
6302,83,36,2,97,17,648,76.47,13.86,92.23,132,47
6303,54,49,11,46,36,398,71.97,3.57,91.91,373,158
6304,42,48,8,55,23,687,86.75,18.17,91.17,441,218
6305,18,3,8,41,43,207,71.31,1.8,93.53,338,255
6306,19,15,8,169,36,268,85.72,15.9,80.64,67,24
6307,13,57,4,102,39,794,60.47,7.23,91.04,465,125
6308,31,72,7,105,4,96,95.76,7.47,89.17,108,271
6309,71,5,11,57,45,247,78.32,11.53,89.46,7,108
6310,94,1,9,144,16,121,79.95,15.45,93.54,367,258
6311,59,14,3,188,44,868,72.31,7.38,99.49,390,144
6312,88,80,3,55,47,138,82.93,11.36,90.72,378,58
6313,51,76,7,200,14,222,61.03,4.79,98.15,145,30
6314,25,71,3,46,8,663,92.29,2.89,97.79,238,171
6315,8,70,5,116,7,393,74.48,7.32,87.35,101,189
6316,88,58,9,9,34,505,91.17,2.73,92.77,339,292
6317,11,48,9,62,50,482,54.03,14.96,80.62,299,68
6318,16,63,8,180,34,191,90.23,14.72,98.94,211,25
6319,99,8,3,1,48,372,63.3,9.47,94.12,42,188
6320,3,21,9,60,47,677,57.67,6.39,90.68,241,85
6321,72,21,9,171,33,532,71.43,16.53,88.87,281,16
6322,4,17,6,49,9,957,94.52,17.3,81.17,323,109
6323,39,31,5,106,34,191,67.1,15.56,83.54,206,14
6324,19,57,3,173,42,289,82.72,1.14,80.78,330,283
6325,64,20,5,30,47,41,76.51,3.79,80.96,6,182
6326,20,63,9,95,21,563,64.91,14.15,93.95,312,152
6327,11,21,2,7,19,59,79.85,19.52,88.4,455,275
6328,59,80,11,73,28,105,71.12,9.69,96.96,63,107
6329,94,29,2,64,34,293,54.82,5.7,94.43,16,151
6330,2,52,4,11,2,137,64.72,4.46,88.49,80,43
6331,56,17,5,76,27,549,69.46,9.84,82.14,367,204
6332,87,18,9,141,5,434,88.88,14.37,86.84,87,51
6333,18,42,4,87,20,984,62.57,6.95,91.53,484,84
6334,23,77,5,64,41,470,81.29,8.79,95.91,6,192
6335,70,56,4,4,29,837,70.45,10.23,85.52,283,5
6336,57,76,5,153,20,694,76.92,12.66,90.86,197,207
6337,72,4,7,50,24,10,77.15,14.87,97.95,34,279
6338,95,9,10,2,3,366,65.66,5.52,93.73,318,158
6339,58,43,4,20,5,388,98.33,14.26,98.95,64,181
6340,34,20,4,116,41,256,55.99,16.12,89.41,276,199
6341,12,53,6,42,13,180,56.83,4.25,88.16,99,38
6342,45,70,10,199,4,341,84.27,14.4,84.22,162,238
6343,80,5,2,127,19,470,69.4,17.29,82.76,150,26
6344,68,7,10,195,22,969,78.58,19.69,83.46,165,71
6345,39,19,3,20,10,187,80.52,3.66,80.45,481,254
6346,35,77,6,22,17,466,87.02,7.27,95.84,143,207
6347,81,62,8,127,50,77,96.88,15.08,99.23,1,61
6348,4,28,4,27,29,404,64.91,15.48,84.94,382,268
6349,59,77,9,10,14,720,52.01,8.97,80.09,174,47
6350,59,45,6,185,17,261,72.0,15.95,90.35,37,251
6351,37,68,11,58,33,47,54.86,2.69,99.97,408,293
6352,46,46,6,1,27,255,95.49,19.8,96.68,77,198
6353,17,13,10,6,28,96,90.75,8.23,83.28,281,144
6354,37,14,6,123,49,412,52.5,18.19,81.01,455,299
6355,56,25,9,31,30,446,68.42,8.16,97.73,323,253
6356,53,48,11,70,14,128,87.14,14.16,85.89,174,89
6357,5,28,2,30,37,954,79.99,4.96,97.24,287,115
6358,67,26,3,1,41,94,52.94,10.72,88.89,344,125
6359,50,73,3,26,9,210,69.75,15.03,83.91,21,12
6360,63,8,5,68,15,662,99.01,7.72,98.14,490,246
6361,78,22,10,197,10,235,94.44,8.59,95.68,157,65
6362,89,72,4,162,15,381,83.76,12.83,90.98,63,272
6363,32,44,5,200,23,783,84.06,9.12,87.09,307,278
6364,3,26,4,174,36,825,67.93,11.96,96.14,234,263
6365,50,46,8,74,32,325,76.05,15.59,94.98,409,199
6366,48,4,9,35,30,314,90.39,11.08,81.43,230,235
6367,16,16,3,4,36,755,86.27,17.51,97.95,10,133
6368,75,62,11,108,27,819,68.71,7.89,85.57,70,66
6369,59,8,5,130,46,552,71.29,14.14,90.44,312,60
6370,92,59,3,11,6,832,56.9,2.53,80.16,50,11
6371,25,43,10,33,33,214,60.9,5.83,93.48,238,15
6372,50,79,6,4,36,630,52.13,10.83,92.61,272,3
6373,23,71,5,4,16,991,57.9,17.7,82.31,491,163
6374,13,35,4,124,36,391,69.52,13.32,93.61,204,242
6375,91,70,3,138,27,32,80.73,0.79,87.67,473,148
6376,19,10,6,110,5,995,89.67,2.22,82.3,53,117
6377,5,76,2,112,28,35,85.4,5.38,89.83,110,167
6378,5,62,7,95,35,202,73.76,19.23,96.23,375,84
6379,71,62,2,194,15,375,83.67,3.21,92.08,242,154
6380,60,28,4,118,22,993,57.75,18.31,87.36,468,231
6381,84,68,10,120,3,140,83.31,16.26,80.98,390,34
6382,62,43,10,76,14,28,90.06,8.42,85.8,435,237
6383,15,21,4,146,40,947,60.48,18.53,88.55,97,286
6384,40,65,2,187,39,721,55.67,9.77,96.15,147,290
6385,25,56,8,31,37,550,80.02,10.9,84.68,248,190
6386,15,1,3,178,47,525,70.65,14.93,97.38,151,175
6387,67,31,9,65,38,640,80.37,1.44,86.23,392,185
6388,70,13,8,185,2,284,67.85,18.21,97.13,367,264
6389,4,66,9,197,24,205,75.79,6.27,82.42,478,61
6390,45,50,7,57,22,406,50.34,13.84,86.5,2,8
6391,9,5,8,189,36,822,51.38,4.18,86.36,280,78
6392,53,3,10,111,19,472,52.11,17.85,80.42,215,286
6393,55,20,6,115,11,657,62.77,11.67,80.91,479,267
6394,55,1,5,89,31,408,79.06,15.78,88.4,104,47
6395,51,42,8,3,23,46,66.04,13.06,87.72,163,135
6396,68,27,2,29,24,763,81.52,3.31,96.41,394,222
6397,94,51,7,110,39,881,71.55,12.9,86.97,79,227
6398,8,29,11,79,19,101,70.82,16.56,98.91,111,267
6399,93,10,11,14,15,635,61.86,11.61,86.4,106,204
6400,44,32,9,179,11,70,54.61,9.18,95.87,145,246
6401,34,48,11,112,15,281,91.94,18.06,98.39,167,186
6402,59,38,6,127,9,961,59.49,0.76,84.8,117,173
6403,19,80,7,175,21,33,79.95,15.85,83.14,264,4
6404,26,64,8,120,24,231,60.23,2.62,90.1,322,55
6405,11,3,4,181,41,3,54.15,19.87,84.86,500,142
6406,75,34,8,161,26,527,89.19,11.51,99.13,323,269
6407,39,68,6,162,25,729,52.47,16.81,85.72,267,203
6408,93,52,11,88,38,642,71.8,7.02,87.33,489,110
6409,95,30,8,82,18,809,92.64,2.93,82.05,115,99
6410,70,20,4,199,2,422,84.64,18.29,97.98,47,264
6411,95,6,9,14,13,528,79.78,4.15,86.08,323,88
6412,56,32,3,35,50,840,69.66,5.03,99.99,264,200
6413,59,57,2,107,13,936,74.45,16.7,88.57,31,65
6414,16,9,5,164,29,634,76.05,5.89,98.41,270,153
6415,1,2,10,185,29,784,57.99,16.68,81.45,171,33
6416,50,32,3,18,4,862,79.75,11.94,93.17,322,141
6417,11,11,2,81,23,889,52.61,13.34,94.69,116,126
6418,51,64,11,138,44,913,77.36,8.78,86.93,43,102
6419,46,20,5,132,29,886,80.35,14.87,91.1,152,278
6420,75,48,5,163,33,47,99.74,12.9,95.76,301,10
6421,41,31,5,115,24,486,71.76,14.7,89.75,368,59
6422,50,43,5,159,48,403,66.16,6.42,80.35,488,75
6423,29,42,3,174,8,550,57.25,13.0,95.21,261,276
6424,82,60,11,108,46,692,55.9,14.39,83.29,79,296
6425,58,11,11,6,13,439,86.33,1.61,87.9,167,138
6426,31,53,5,69,42,753,99.0,5.22,91.62,251,35
6427,36,3,9,36,23,813,92.6,18.56,89.38,378,194
