Audience_id,Date_id,Canal_id,Plateforme_id,campagne_id,Nb_visiteurs_uniques,Nb_pages_vues,Taux_rebond,Nb_abonnes_reseaux_sociaux,Taux_interaction_RS,Nb_abandons_lecture,Duree_session
5372,99,5,1,7,893,19415,82.58,3076,2.98,55,7.15
5373,99,5,2,9,3013,13466,44.45,3437,8.03,29,3.71
5374,39,2,4,4,180,11837,74.14,2617,2.46,320,6.8
5375,7,5,5,5,5925,10470,64.4,343,5.73,437,2.57
5376,27,2,4,9,8340,10031,74.16,1601,5.72,199,6.86
5377,9,1,1,2,8181,16683,36.17,3479,7.09,53,7.17
5378,67,4,3,10,7463,13832,36.93,1331,5.91,189,5.32
5379,19,1,5,9,4260,7883,63.85,4875,2.43,418,8.71
5380,2,1,4,8,7731,18299,45.19,3211,4.31,304,1.83
5381,7,2,2,1,6105,13781,87.42,4972,9.83,170,9.28
5382,86,3,5,2,2337,19899,15.59,779,4.95,197,5.83
5383,27,1,5,3,8903,4115,51.18,11,6.42,49,2.98
5384,11,4,2,8,4215,15826,36.18,601,6.32,314,1.28
5385,100,1,1,4,3503,4634,85.63,1750,4.71,11,3.8
5386,52,4,4,6,9857,2368,19.9,973,5.09,440,4.16
5387,85,3,5,5,2232,17514,62.67,1303,7.63,225,9.31
5388,19,1,3,2,1858,3864,61.23,2372,7.47,474,4.67
5389,9,5,5,9,3776,4062,70.67,561,6.0,290,1.44
5390,97,3,2,8,231,16251,43.06,2796,3.53,208,7.01
5391,34,5,5,7,347,2645,60.66,1027,2.45,91,3.54
5392,77,2,5,6,3734,256,26.86,2035,9.24,475,5.01
5393,54,2,5,9,8936,4382,47.99,492,7.73,163,6.25
5394,69,5,5,9,7575,4233,83.31,1036,0.25,26,8.48
5395,70,5,4,2,3112,3576,13.04,2616,4.3,78,6.8
5396,75,1,2,2,1763,10603,11.15,4599,1.45,384,1.44
5397,94,5,3,4,2609,14601,22.03,4824,2.53,166,4.01
5398,84,1,3,9,2693,14355,41.69,2043,0.65,483,6.09
5399,40,5,3,5,7644,11855,64.1,50,0.69,239,2.84
5400,49,1,2,5,766,17680,15.94,130,6.6,394,7.25
5401,55,2,5,6,7758,6458,21.03,4028,6.54,118,8.48
5402,27,3,1,6,1934,16403,23.57,853,9.37,75,8.46
5403,57,4,1,9,3899,14936,33.24,3313,5.13,346,2.2
5404,33,3,4,5,3340,3062,76.17,4884,7.31,374,1.86
5405,81,3,4,5,1317,18021,85.85,3318,0.31,301,7.53
5406,79,4,4,6,9122,16564,26.52,4325,4.48,57,7.84
5407,48,1,2,9,9270,4008,72.45,211,3.82,399,0.63
5408,25,2,2,5,9608,7032,30.97,4231,0.04,8,5.93
5409,93,5,2,8,2065,9852,24.96,1654,7.17,432,0.9
5410,92,2,1,4,1127,6435,13.75,1083,6.84,132,1.1
5411,53,5,5,9,8385,4632,85.08,1813,9.5,119,2.91
5412,1,5,5,6,1103,2459,38.45,2174,4.14,372,9.79
5413,32,2,1,6,8831,231,64.61,2642,4.64,372,1.72
5414,38,2,2,9,6413,17428,41.54,2790,0.91,438,5.83
5415,93,1,4,8,621,10375,82.99,4597,6.25,348,5.28
5416,50,3,4,6,1387,9062,69.85,1913,9.59,496,8.44
5417,87,4,2,2,8117,18390,79.78,1288,3.33,119,9.85
5418,66,2,5,4,6344,13160,30.64,1256,1.85,115,8.86
5419,65,1,2,4,8091,8730,83.62,4748,6.35,194,3.92
5420,99,4,4,2,806,3807,84.77,939,5.45,426,9.01
5421,83,2,3,7,7318,1422,64.82,3717,4.81,34,2.63
5422,3,5,1,6,848,16886,58.91,1280,9.42,123,5.71
5423,46,5,3,8,5648,11941,87.98,4811,0.75,250,7.96
5424,36,4,3,3,4919,13832,51.43,1627,4.51,278,8.89
5425,65,5,2,7,3927,774,38.31,1122,4.23,377,8.73
5426,59,1,2,6,5582,11495,76.09,491,3.86,262,6.0
5427,5,4,3,8,7008,11206,61.05,4449,3.38,347,0.74
5428,89,4,1,1,5904,11680,52.47,931,5.58,10,5.56
5429,37,2,2,1,5787,10845,50.6,1536,3.09,289,1.29
5430,67,4,4,10,8958,3559,68.07,1077,2.94,366,3.14
5431,77,1,3,6,396,12378,86.41,1331,1.68,490,3.3
5432,83,4,2,1,204,6049,59.14,577,8.38,236,2.6
5433,93,2,2,8,886,8560,51.67,2743,3.93,207,7.36
5434,24,4,5,8,1541,4176,42.6,3602,3.43,452,3.89
5435,37,1,2,1,1536,19730,70.84,2701,2.71,6,8.08
5436,25,3,5,5,6541,11475,50.19,738,9.85,327,4.93
5437,74,1,3,4,1054,18211,75.32,4785,9.71,98,9.58
5438,55,1,2,3,1678,10556,11.02,3961,9.49,371,3.4
5439,75,4,4,6,3898,6760,15.75,4659,9.94,185,0.68
5440,60,5,3,9,388,3508,58.03,3444,8.05,195,5.14
5441,24,1,1,6,1298,12551,77.2,1719,3.11,141,9.49
5442,31,5,3,8,4880,4322,80.2,3884,1.96,90,1.48
5443,48,5,1,6,5265,17656,81.11,2600,0.84,423,9.97
5444,5,5,4,6,6312,8938,80.83,456,2.61,65,7.22
5445,24,2,3,8,6554,11865,85.0,4593,9.8,398,7.53
5446,29,3,1,4,5288,17343,11.65,2608,6.19,131,0.81
5447,26,4,2,3,3398,2727,43.91,4286,5.01,44,6.14
5448,10,5,2,5,5215,17958,49.39,4521,5.31,139,6.59
5449,22,3,3,3,6524,7434,31.19,372,3.25,84,3.93
5450,15,1,5,6,3414,18673,55.06,1532,3.66,426,8.62
5451,84,1,5,5,714,2961,16.38,2451,8.17,200,8.4
5452,32,5,5,1,2939,7036,80.47,2794,2.48,376,5.61
5453,75,3,5,4,6724,3065,87.41,4297,9.09,98,3.01
5454,13,2,1,10,6075,6069,32.58,1160,7.45,255,3.01
5455,95,2,3,10,3919,17934,57.15,265,6.59,363,4.68
5456,50,2,3,5,4583,14189,51.9,1076,7.36,288,9.41
5457,12,3,2,3,3043,12145,14.24,1126,2.72,409,6.18
5458,8,2,3,3,9797,14764,53.07,1771,3.91,486,5.64
5459,27,1,3,3,483,18016,33.17,1270,7.36,311,8.55
5460,29,5,1,1,5571,2739,57.8,3686,9.63,148,1.44
5461,45,2,1,9,890,12370,84.02,3580,6.24,199,6.22
5462,54,3,4,2,4850,13230,67.64,3829,4.54,146,8.49
5463,45,1,1,1,5868,3380,84.89,4487,6.57,270,1.42
5464,80,3,1,3,120,5063,19.52,2346,5.2,164,3.09
5465,45,2,2,7,4749,15088,31.72,457,4.27,36,1.96
5466,23,4,2,3,6484,14340,43.34,4531,6.88,64,8.93
5467,11,4,2,6,306,18098,89.22,2891,5.9,282,7.08
5468,44,1,5,7,747,8887,59.43,2984,3.11,483,6.71
5469,7,4,3,3,4224,16287,25.85,3671,4.58,495,9.05
5470,80,4,2,3,7258,10904,58.14,4100,1.24,166,0.56
5471,33,3,1,1,4747,19257,81.11,846,2.89,125,7.36
5472,92,1,2,10,4283,1621,78.26,4723,5.92,110,8.22
5473,37,2,2,3,4407,2397,42.33,430,9.18,286,8.1
5474,39,3,2,2,7358,9884,26.68,1120,2.22,167,9.42
5475,64,1,3,1,8381,19741,82.49,3964,2.98,214,2.51
5476,11,3,5,9,9967,1482,46.21,1918,9.6,227,4.37
5477,94,2,4,10,6893,8278,24.53,240,1.4,294,8.6
5478,26,2,1,3,8003,342,69.32,1839,5.12,366,7.19
5479,77,3,1,6,3645,855,61.52,4726,0.94,91,4.06
5480,13,5,3,9,7369,1555,50.72,1121,0.09,435,9.59
5481,87,4,5,4,7037,1803,10.36,4371,5.23,484,5.79
5482,14,5,5,4,1285,5051,24.36,30,7.0,268,9.84
5483,81,5,5,10,8924,10640,53.27,3943,0.26,320,4.62
5484,45,3,1,6,5618,5252,52.26,2317,0.96,0,7.02
5485,5,2,2,2,8888,706,86.97,4529,8.12,360,6.43
5486,89,1,2,6,7053,14092,32.67,2661,8.45,122,3.42
5487,19,2,1,7,101,6735,83.2,3781,0.65,472,5.37
5488,16,2,3,5,6073,1694,33.67,3195,0.23,320,3.42
5489,68,3,4,9,6553,19593,78.72,1282,9.84,121,0.57
5490,79,1,1,7,1951,11131,20.83,649,5.23,282,1.86
5491,43,4,1,1,4206,10785,55.81,2034,6.66,364,4.14
5492,19,4,5,3,9512,10078,25.63,877,3.26,331,8.33
5493,66,4,1,2,9024,3725,14.2,842,4.7,171,3.71
5494,44,5,4,5,4177,16059,62.18,1745,8.34,265,8.94
5495,14,1,5,4,7079,13919,53.55,308,7.05,489,1.25
5496,90,4,5,5,5535,7230,68.77,1201,9.02,358,9.59
5497,24,4,1,9,9037,16218,17.57,335,8.89,445,2.16
5498,51,1,2,6,7162,8732,46.69,3259,7.83,44,5.74
5499,60,3,4,6,9333,15056,11.44,3842,5.73,261,5.59
5500,51,5,2,9,8281,19688,49.0,2726,7.23,420,3.6
5501,22,1,1,5,6985,7298,48.88,927,3.34,33,7.48
5502,4,4,5,9,5526,8723,47.49,1165,4.1,342,3.2
5503,25,5,2,7,7666,8541,38.66,371,8.79,98,8.83
5504,65,5,1,5,10000,11621,55.29,4366,4.85,28,2.55
5505,100,1,2,4,9152,11776,18.74,3745,7.51,218,3.74
5506,91,1,1,8,7521,19186,80.68,642,5.94,304,9.63
5507,72,2,4,3,2082,15152,79.36,920,0.78,233,7.01
5508,55,1,1,7,474,18286,50.59,2186,1.49,302,0.79
5509,14,4,3,4,5456,8662,18.78,2522,8.89,324,9.74
5510,41,4,1,1,5026,8296,23.41,2602,7.12,142,9.89
5511,10,4,2,10,8522,2174,25.99,1691,7.73,66,4.95
5512,98,3,2,7,3416,9767,72.2,2271,9.27,257,7.69
5513,82,1,1,3,8701,9904,28.48,2987,0.91,166,3.85
5514,59,3,4,2,2991,13993,83.46,4154,5.34,19,8.42
5515,42,2,1,6,4962,15599,27.98,2272,3.76,137,6.68
5516,48,3,1,10,5528,3440,75.48,2536,9.04,403,6.4
5517,89,4,4,3,7452,17292,68.6,3239,4.98,169,2.84
5518,20,1,4,3,2294,8108,44.64,18,2.89,106,9.39
5519,5,1,2,6,5944,7724,71.7,89,1.52,302,2.93
5520,90,5,3,8,8875,2954,64.57,1306,7.43,376,8.32
5521,81,4,4,9,3759,17159,61.49,58,4.65,436,0.6
5522,14,4,2,2,4385,18681,47.55,1536,0.19,58,9.97
5523,70,3,3,7,7882,10636,81.19,2038,7.34,238,3.5
5524,90,5,2,4,7565,18847,26.95,1423,5.46,369,6.55
5525,6,5,1,10,3388,788,18.87,1781,4.46,213,3.23
5526,6,1,2,3,2256,14713,25.57,1477,1.72,115,8.51
5527,25,2,2,7,3889,817,15.66,3498,0.79,94,5.99
5528,44,2,1,4,6701,12474,53.93,4191,9.9,270,2.69
5529,62,2,3,7,6753,7699,10.76,3160,0.86,117,9.7
5530,35,2,5,1,8981,3146,69.53,1804,4.79,45,0.51
5531,88,5,4,7,8160,9303,77.88,3889,7.63,367,2.67
5532,77,4,5,7,484,15781,78.52,4117,9.48,150,3.63
5533,91,3,3,7,2012,12108,12.41,1651,0.04,202,4.93
5534,9,2,4,1,6001,9419,49.65,2234,5.54,187,7.29
5535,93,5,2,1,7988,14911,73.85,4452,3.12,301,8.37
5536,11,3,3,9,3725,8219,17.57,1091,7.21,369,7.34
5537,39,3,5,7,9006,12306,43.08,954,0.68,55,7.47
5538,74,1,1,2,9951,15438,61.62,2337,3.03,28,8.69
5539,9,3,5,6,4053,865,47.9,3092,9.5,314,7.55
5540,41,5,1,3,1686,6976,34.41,3810,8.2,306,6.73
5541,81,5,2,10,9502,6993,56.75,3933,3.87,314,2.65
5542,89,2,4,6,5691,2449,35.2,4741,2.42,92,2.89
5543,32,3,2,7,6615,3942,30.1,3559,3.04,85,1.56
5544,43,4,2,2,7359,16277,51.33,3259,1.47,68,7.6
5545,98,2,1,7,6210,15136,65.58,1674,4.03,469,9.53
5546,36,4,5,10,9730,3675,73.19,430,7.13,210,5.41
5547,18,5,1,7,3004,6814,62.08,3075,2.45,296,9.29
5548,22,5,4,9,364,11159,50.21,1156,6.66,263,0.77
5549,11,2,5,3,855,14260,65.45,4395,2.48,130,2.0
5550,62,3,5,6,3751,9066,89.94,963,0.29,100,1.61
5551,93,2,4,7,381,8873,35.39,3802,9.32,457,1.08
5552,84,1,2,9,5449,13609,67.61,4582,8.58,496,2.27
5553,18,1,5,2,7543,14877,70.43,3363,9.68,101,5.55
5554,21,4,2,10,1170,17629,89.55,1971,0.5,418,0.5
5555,36,5,2,8,434,15522,60.0,390,8.91,291,9.5
5556,96,3,5,4,7907,740,56.96,3931,3.82,258,7.15
5557,54,1,3,9,9745,2322,87.12,4608,4.41,239,3.71
5558,33,2,4,6,3270,3534,39.64,793,2.24,108,9.29
5559,41,2,2,5,4522,18146,26.98,959,8.89,491,9.9
5560,80,3,1,1,5780,10283,66.84,69,6.31,331,0.85
5561,74,2,5,7,5693,16618,63.55,4297,5.81,494,8.52
5562,9,1,5,4,9589,3943,86.49,4509,6.35,230,1.34
5563,42,4,1,3,8021,19769,66.09,542,0.26,445,7.51
5564,97,1,4,9,1566,5351,59.47,4647,3.04,83,2.73
5565,34,2,2,7,2052,11604,39.56,851,4.63,146,8.74
5566,74,4,1,1,1698,3947,83.97,2871,8.46,175,7.44
5567,17,1,4,9,830,9058,65.65,3716,0.39,378,6.2
5568,40,5,3,1,534,3007,52.1,2987,8.58,297,8.89
5569,46,1,3,10,9075,14338,85.85,582,1.25,500,9.02
5570,68,1,5,8,5093,2593,68.65,2687,8.56,279,1.15
5571,59,5,2,1,2262,3765,65.06,421,2.24,225,0.89
5572,8,1,5,3,6234,10950,30.63,58,6.19,33,7.95
5573,78,1,2,5,5802,6270,59.36,1404,7.91,8,8.97
5574,97,3,3,5,1468,10026,27.39,1450,4.45,167,1.85
5575,96,5,2,7,6558,454,79.59,846,9.58,146,5.71
5576,32,1,4,9,2763,15284,29.25,291,2.82,471,1.81
5577,32,4,5,7,8061,19057,29.79,2622,6.25,219,9.22
5578,5,5,4,2,1522,13719,76.92,3409,5.52,437,7.19
5579,83,3,5,1,7807,7626,49.91,1659,8.55,498,3.12
5580,32,1,4,10,1966,529,26.18,2064,0.59,467,8.65
5581,70,5,3,2,2863,18370,22.81,1920,6.06,187,1.04
5582,55,3,5,3,4252,6539,25.12,1820,8.25,218,8.51
5583,84,2,2,8,7519,6129,89.05,3791,5.49,65,1.38
5584,61,1,4,7,7753,18955,23.62,2086,0.36,108,2.52
5585,56,4,4,2,3051,19271,60.86,2485,8.15,463,8.97
5586,41,4,3,9,8041,13593,46.44,3321,4.12,44,4.82
5587,66,3,5,7,2271,6940,44.91,2481,4.71,22,2.18
5588,18,3,5,2,8375,241,13.88,4412,1.37,438,5.06
5589,7,1,2,3,1685,19009,59.76,4569,8.33,446,3.87
5590,92,2,1,6,5814,10941,86.28,158,3.26,264,5.34
5591,63,4,5,3,6021,10177,50.73,1166,2.21,42,2.54
5592,93,2,3,6,7810,17119,28.77,3693,0.66,113,2.12
5593,56,2,4,2,9829,16577,16.24,918,7.08,379,8.32
5594,81,1,3,7,3077,8999,64.67,2001,2.63,328,2.42
5595,76,2,4,8,9305,8212,89.59,1409,7.14,14,3.75
5596,78,2,2,5,2986,14237,19.48,4817,1.28,258,5.39
5597,59,4,2,9,1991,18133,57.01,1930,2.87,70,6.97
5598,91,5,2,4,8190,1079,25.69,4475,7.02,100,9.76
5599,47,5,1,9,5678,17194,66.46,3512,1.67,75,4.49
5600,28,2,4,4,6906,6890,69.18,3114,1.87,138,2.48
5601,90,4,3,2,6163,8386,54.0,2652,6.65,458,1.97
5602,2,4,5,2,627,13775,15.53,4196,3.09,192,5.38
5603,67,5,2,9,3779,15512,20.19,4128,7.01,206,1.95
5604,22,3,1,9,3996,19758,35.93,2245,7.39,157,9.61
5605,100,1,3,7,6330,1354,76.92,4117,7.16,211,8.43
5606,29,5,1,9,8198,1936,33.24,4461,9.09,323,8.19
5607,69,3,4,5,9051,10404,23.39,4325,6.98,221,4.28
5608,90,4,1,8,3925,16103,46.1,3283,0.45,413,8.08
5609,54,2,5,8,166,18874,81.02,4804,3.75,70,1.47
5610,26,4,5,3,8769,12636,48.86,4134,2.62,49,1.04
5611,32,5,3,10,6038,3163,28.12,1459,1.66,220,5.46
5612,66,1,4,8,155,6075,84.42,2225,9.8,167,6.39
5613,35,1,3,10,708,15828,73.36,1905,1.8,192,1.48
5614,50,1,5,9,9842,4924,63.88,158,0.15,278,4.43
5615,47,2,5,1,2976,10477,30.82,2463,2.27,198,3.92
5616,16,5,3,2,8202,16435,83.98,3346,7.04,84,6.26
5617,26,4,1,9,7309,3032,59.14,4761,9.35,487,4.35
5618,52,3,2,3,7523,16019,26.82,3727,0.83,392,2.85
5619,96,1,2,9,8932,16058,32.61,1583,7.76,499,7.1
5620,81,1,1,4,2852,13804,34.52,4032,2.49,98,9.7
5621,61,4,2,3,8020,18900,84.78,2801,9.02,201,8.58
5622,95,5,2,3,6288,932,19.54,2048,9.88,51,9.25
5623,59,1,2,3,9809,5105,77.92,1309,1.08,199,9.92
5624,46,1,2,2,9548,14227,60.51,370,6.25,312,9.58
5625,61,5,1,2,3798,13306,30.99,2449,4.76,340,6.15
5626,50,5,4,8,2872,11477,22.51,534,1.46,449,1.93
5627,19,4,3,6,6541,19555,78.16,3441,5.73,181,2.64
5628,38,5,2,8,7539,13452,34.28,531,3.72,390,3.75
5629,72,4,4,10,365,18382,21.75,3300,3.49,207,2.45
5630,14,3,3,10,1762,3967,33.43,1929,2.52,262,3.72
5631,52,5,5,10,6709,11723,51.6,3067,5.88,391,8.54
5632,96,3,4,5,1397,8527,53.34,905,6.6,464,9.31
5633,2,4,1,10,9023,17270,24.78,1516,0.85,262,1.34
5634,98,3,2,8,8023,3322,86.9,4035,6.81,338,4.03
5635,39,3,5,2,4937,3953,35.49,998,0.03,5,6.45
5636,7,5,3,8,6493,6836,11.7,233,0.84,228,9.01
5637,60,3,4,7,2798,6905,79.78,766,7.35,25,8.21
5638,21,5,1,1,7037,11521,45.93,3523,2.85,79,5.08
5639,82,5,1,4,9612,11750,74.44,802,5.92,68,7.04
5640,88,5,1,10,1048,5168,47.16,79,2.4,278,4.48
5641,65,4,1,3,9919,14068,52.7,2327,3.78,482,7.75
5642,84,3,3,8,5777,4385,44.28,434,3.77,35,1.02
5643,8,3,3,1,8625,6080,69.82,3359,8.03,160,6.64
5644,49,5,2,9,7415,9319,87.45,55,5.87,478,7.69
5645,93,1,3,4,9801,10733,43.37,933,7.72,474,5.26
5646,38,4,2,8,2404,10855,82.43,2963,6.21,479,9.75
5647,91,4,5,7,5445,4376,45.31,4186,9.74,376,8.89
5648,28,4,3,8,9781,3643,73.69,561,8.23,312,6.45
5649,66,5,1,6,4559,7883,45.17,758,3.33,446,7.7
5650,88,5,3,1,9578,10632,55.18,1570,4.13,489,3.31
5651,6,1,2,4,3098,15703,60.06,1216,1.46,244,6.31
5652,68,1,1,10,7753,14079,84.08,4650,3.23,480,6.8
5653,27,2,2,7,5635,10403,49.48,4858,1.62,163,3.82
5654,67,3,5,4,9604,16792,10.54,4336,5.67,90,4.4
5655,69,3,2,2,3047,5150,44.68,4693,8.26,372,7.8
5656,50,5,3,5,8112,3925,65.87,3133,7.35,31,2.93
5657,41,1,5,2,6484,18364,45.0,4084,2.81,282,1.01
5658,88,1,5,10,8928,2125,47.17,3077,0.15,282,7.97
5659,36,3,4,3,1506,10502,70.3,2913,4.88,486,2.58
5660,89,2,5,6,9683,9459,41.57,2587,0.25,93,9.22
5661,97,3,5,2,8948,13531,84.78,3477,5.85,297,7.5
5662,69,5,1,10,2883,2333,41.18,1428,5.77,459,2.95
5663,42,2,4,8,1605,2400,28.66,3867,3.65,233,2.37
5664,79,2,5,9,5601,8976,15.93,1445,4.42,496,8.47
5665,31,2,1,7,9643,10876,71.87,3101,7.29,340,8.59
5666,76,1,2,3,5327,14597,60.58,4613,8.22,40,2.77
5667,27,3,4,2,8267,1806,69.88,2548,4.68,233,9.03
5668,9,3,2,9,3987,2026,84.6,4642,3.63,46,5.21
5669,54,3,5,7,8808,16198,34.1,174,5.48,351,2.77
5670,85,4,3,4,5318,9142,36.22,2113,8.14,71,2.03
5671,56,4,5,1,314,9557,40.85,41,2.37,275,4.64
5672,40,3,2,4,9867,11161,17.42,3115,8.83,281,5.44
5673,95,2,5,4,8013,1055,15.27,2707,9.24,482,6.92
5674,31,1,3,1,2577,18333,25.9,1014,6.09,433,3.0
5675,78,5,3,7,8553,7721,68.89,3681,5.62,187,1.2
5676,49,5,1,7,1236,10541,44.85,2530,5.45,419,1.27
5677,45,1,2,5,4982,15624,77.55,4045,9.01,429,2.38
5678,60,4,4,1,7128,4080,26.4,3533,9.46,349,2.43
5679,86,5,4,2,5791,5734,54.77,1386,2.16,100,8.99
5680,79,3,5,7,3639,15432,55.03,3207,7.8,462,0.52
5681,72,3,4,1,4590,166,72.93,2229,5.03,403,4.35
5682,16,4,3,3,711,2199,58.72,2555,7.98,261,6.48
5683,23,4,3,8,148,14323,24.16,4464,7.17,373,1.83
5684,6,5,4,1,647,10002,35.05,3552,3.27,405,7.61
5685,22,4,1,5,9577,13966,56.14,1620,1.54,392,8.1
5686,48,2,4,1,3672,16099,17.61,3996,2.92,88,5.24
5687,63,1,2,7,6823,8941,16.43,3169,1.22,491,8.66
5688,46,2,3,1,7175,7424,88.79,553,2.24,307,2.73
5689,7,3,1,10,4229,13714,44.1,1924,2.59,32,9.05
5690,45,5,4,1,9933,19250,56.05,346,5.56,122,6.36
5691,73,1,1,10,8483,15434,30.85,3536,6.89,325,7.75
5692,25,5,3,5,709,17126,77.99,3002,2.68,35,8.04
5693,83,4,5,8,7500,11313,46.1,749,5.7,71,4.08
5694,94,1,1,4,4397,2769,54.2,3007,3.52,231,9.05
5695,88,1,1,6,7265,11812,15.09,1094,3.91,491,1.49
5696,99,5,5,5,5721,12477,47.71,2613,4.68,249,9.59
5697,11,2,5,3,6173,19684,51.97,3524,3.68,0,3.59
5698,84,1,2,2,5223,15632,10.14,3695,0.33,290,6.97
5699,73,2,2,9,3600,9181,31.58,1943,5.89,235,8.2
5700,35,4,4,10,1301,2734,79.89,3228,8.55,21,9.65
5701,61,3,1,3,8173,11515,68.6,1516,7.97,365,1.0
5702,82,1,5,5,7594,10729,88.24,4956,9.84,443,8.6
5703,3,1,4,7,4050,16347,11.33,4865,7.17,7,6.65
5704,2,5,3,3,2887,5962,42.18,1146,5.24,266,6.57
5705,14,3,2,7,6057,12718,22.95,585,5.41,130,8.32
5706,1,4,3,6,2409,14998,42.83,1108,9.69,42,8.21
5707,57,3,1,9,3811,8546,84.66,4632,7.13,206,2.51
5708,91,1,3,8,8147,9035,13.48,2045,2.04,267,8.58
5709,13,5,3,5,1136,12372,63.91,2718,2.81,15,7.41
5710,20,3,2,4,2872,15834,24.13,3738,2.48,459,2.42
5711,84,3,4,10,8431,9180,73.33,251,1.69,88,9.6
5712,43,4,3,10,1619,467,71.37,4141,1.93,462,2.06
5713,60,3,4,9,6150,8029,68.2,4882,5.74,245,4.95
5714,99,4,1,4,9180,6779,39.8,1210,8.6,293,1.99
5715,39,5,4,2,2240,10149,62.43,2137,5.29,76,3.56
5716,42,3,4,8,4256,1965,87.86,1124,8.1,87,2.71
5717,44,4,5,8,8900,3236,53.36,3752,2.66,343,7.52
5718,4,1,3,8,9101,10902,11.99,2885,5.46,4,8.37
5719,66,4,5,9,8759,17206,18.26,3008,6.98,321,3.5
5720,14,4,2,5,485,8383,31.63,2921,2.3,157,1.87
5721,64,4,3,6,1085,4198,40.95,1322,0.69,26,4.67
5722,1,1,2,6,9423,866,22.89,2181,9.26,26,8.3
5723,16,1,3,2,3493,12890,46.78,1147,9.27,38,2.02
5724,89,3,3,5,7348,10819,59.38,2310,7.64,36,7.44
5725,86,1,2,3,420,6037,56.96,2241,8.89,495,8.86
5726,58,1,2,8,824,9857,66.82,3824,9.12,148,1.69
5727,76,5,5,10,3133,7483,58.13,2905,0.69,191,4.06
5728,73,4,2,2,4581,12488,20.95,958,9.55,219,5.94
5729,11,2,4,3,878,14745,70.0,4557,8.59,390,7.12
5730,26,2,1,10,6096,9187,83.33,1438,8.18,459,2.43
5731,15,1,4,3,9931,19994,16.76,2865,9.39,483,9.02
5732,30,3,2,8,518,2487,31.82,4432,8.89,26,6.15
5733,15,3,3,4,6998,4801,26.03,2428,1.87,275,7.14
5734,28,1,2,5,1840,2554,78.43,2851,6.61,94,6.82
5735,52,1,1,4,6379,7954,74.74,3120,0.27,128,6.66
5736,95,4,4,6,928,3592,54.69,248,8.28,305,6.11
5737,2,1,4,4,537,12862,16.91,2891,6.47,211,8.55
5738,81,1,5,6,6973,8529,83.69,1063,4.94,175,8.05
5739,40,1,3,7,8147,12477,45.26,3840,7.92,344,8.2
5740,53,2,2,9,5832,8795,39.23,3212,1.52,428,3.36
5741,67,2,5,4,3273,9162,39.11,4351,5.16,363,8.12
5742,72,4,3,6,3783,5461,21.56,1501,0.55,93,3.93
5743,29,2,3,5,7439,16885,70.75,4062,2.65,97,2.6
5744,72,3,5,9,9709,9530,39.04,4186,8.41,489,5.09
5745,100,2,4,8,1201,2109,34.19,3357,1.98,112,1.8
5746,25,2,2,7,3075,17981,32.02,4949,2.06,215,2.8
5747,95,5,5,4,1160,3214,48.06,762,3.38,215,8.23
5748,97,5,2,8,7565,15267,87.5,3186,8.02,196,1.13
5749,6,5,2,7,1140,2679,73.12,1452,6.96,425,7.84
5750,81,4,5,6,1347,18644,83.62,2244,6.08,397,1.91
5751,8,4,1,10,4188,9717,86.73,2431,7.03,354,1.67
5752,64,5,1,3,728,7369,86.68,1028,9.23,485,4.0
5753,21,5,3,1,6294,5212,24.89,4604,0.01,495,2.2
5754,16,5,2,8,5619,8912,86.5,319,3.37,94,7.02
5755,37,5,1,9,6748,1326,62.84,505,4.73,206,3.29
5756,57,4,4,1,6295,11728,25.71,1510,4.17,140,2.13
5757,23,4,2,1,1566,3427,66.5,1261,4.78,105,4.7
5758,26,3,3,3,490,13433,22.17,1159,7.15,148,4.82
5759,100,3,2,4,2694,7738,71.9,2060,6.01,419,5.49
5760,10,5,2,2,5530,9060,52.5,2304,1.41,82,1.14
5761,47,2,3,1,7840,16058,42.61,2306,1.49,394,3.03
5762,21,1,2,8,5370,17016,36.79,257,9.86,2,6.97
5763,1,4,3,8,1148,17158,24.68,533,8.76,278,8.11
5764,95,1,1,9,6134,1608,80.51,143,9.51,199,3.78
5765,35,5,1,7,8333,7567,36.56,1874,5.8,321,5.04
5766,25,5,2,5,871,6046,32.76,2902,4.78,357,1.43
5767,91,4,5,9,8012,6873,86.51,1483,8.37,318,8.3
5768,8,2,3,9,9524,19695,55.59,2989,7.82,315,7.62
5769,49,2,3,10,9091,18510,81.57,2778,7.92,471,9.58
5770,59,2,4,9,9826,3610,76.08,3036,5.83,185,8.76
5771,2,1,1,7,2120,14416,40.66,2223,2.17,498,8.66
5772,2,4,2,3,2784,14243,82.12,326,4.05,472,9.42
5773,60,3,5,9,4110,2187,39.24,1796,5.33,140,0.74
5774,8,5,3,5,8449,14258,15.51,2216,9.6,101,8.89
5775,30,1,4,1,7313,13364,20.47,1177,9.15,219,7.5
5776,52,5,3,2,7928,15209,48.54,1901,9.02,181,5.01
5777,66,1,5,4,1930,4246,71.36,266,5.83,35,6.03
5778,2,1,2,3,8283,15715,11.46,602,4.99,86,6.39
5779,56,1,2,3,4662,7838,46.96,3310,0.58,76,4.39
5780,31,3,2,10,6871,3095,20.1,4182,0.95,275,8.23
5781,55,4,1,9,2102,2577,80.44,2759,2.8,90,2.8
5782,46,2,1,6,7019,636,88.63,3487,9.07,21,8.24
5783,77,1,3,5,2983,11363,33.52,1483,3.35,429,9.41
