Gouvernance_id,Date_id,Direction_id,Employe_id,Systeme_id,Projet_id,Nb_projets_strategiques,Taux_utilisation_BI,Balanced_scorecard,Dashboards_exploités
5099,27,4,223,40,19,2,73.43,59,37
5100,76,3,115,15,50,7,97.85,87,26
5101,14,2,248,20,99,4,69.16,23,18
5102,17,3,119,44,72,4,60.86,73,5
5103,13,8,171,32,14,7,78.57,86,2
5104,89,7,94,47,5,1,72.4,75,42
5105,78,5,176,37,97,7,80.3,42,30
5106,39,10,70,50,14,6,88.91,1,43
5107,71,9,180,37,3,0,80.28,99,0
5108,80,1,267,42,100,6,87.69,39,6
5109,36,10,123,38,67,4,53.05,42,3
5110,3,4,272,14,96,4,57.61,48,16
5111,5,2,216,19,13,5,68.31,50,38
5112,96,2,148,38,81,9,83.27,90,10
5113,90,8,219,25,61,8,64.46,22,7
5114,20,3,231,17,26,4,98.77,3,43
5115,42,9,256,42,15,0,82.09,23,49
5116,64,4,30,10,30,5,55.5,41,17
5117,24,10,253,31,92,2,62.64,70,8
5118,99,5,1,27,82,2,93.94,45,26
5119,67,6,189,40,57,4,68.26,44,20
5120,8,2,181,46,61,8,63.95,32,29
5121,72,5,39,11,77,9,51.85,36,7
5122,89,2,200,18,27,6,69.27,0,42
5123,20,6,83,22,69,2,81.75,76,7
5124,8,1,122,28,31,3,50.01,26,28
5125,9,3,160,14,51,9,76.8,40,3
5126,4,3,108,38,13,5,91.79,56,49
5127,10,9,43,44,69,5,60.57,98,34
5128,79,6,29,37,31,7,91.35,46,3
5129,100,8,128,42,94,9,51.96,46,14
5130,89,4,1,45,51,0,74.51,41,27
5131,98,4,130,31,72,1,95.39,4,27
5132,59,9,229,40,87,6,56.06,30,39
5133,23,9,255,21,73,5,60.91,72,13
5134,100,3,36,32,58,5,56.21,59,29
5135,82,4,100,49,64,2,56.67,44,21
5136,75,4,62,10,60,5,66.6,93,6
5137,79,7,230,23,45,0,51.84,62,37
5138,20,7,28,50,52,0,57.99,38,25
5139,76,9,36,31,47,7,57.97,43,48
5140,10,5,159,29,5,10,59.1,9,29
5141,71,10,147,1,43,3,80.75,60,9
5142,100,4,108,36,77,2,68.91,45,3
5143,23,2,206,8,6,5,92.76,99,30
5144,23,10,82,23,85,8,51.25,30,12
5145,39,2,63,49,15,3,58.6,35,7
5146,37,2,160,39,73,7,60.2,31,45
5147,16,1,211,8,85,3,56.5,42,45
5148,83,5,142,47,67,1,87.31,11,27
5149,53,2,45,14,19,7,75.89,23,16
5150,62,7,223,45,94,5,93.92,46,21
5151,21,2,270,29,77,6,72.69,78,44
5152,20,5,196,48,18,0,61.62,54,20
5153,66,6,240,27,85,7,71.65,33,17
5154,90,4,157,15,30,4,52.56,56,30
5155,38,5,220,33,3,4,71.3,44,45
5156,55,9,271,19,76,9,60.38,35,20
5157,6,10,200,46,100,9,62.6,66,50
5158,1,6,282,12,30,5,83.0,71,3
5159,14,4,194,6,84,9,72.57,87,4
5160,51,2,8,34,91,6,51.37,75,50
5161,41,3,185,23,22,5,55.57,37,3
5162,77,7,77,37,86,2,54.7,59,44
5163,28,6,260,7,5,10,50.21,25,4
5164,75,3,225,24,37,7,90.47,9,11
5165,97,2,298,10,79,3,76.04,76,14
5166,71,6,41,17,51,7,74.52,83,1
5167,92,9,258,6,91,6,80.93,27,36
5168,17,2,81,11,41,4,87.55,36,5
5169,81,3,72,24,74,0,61.36,70,10
5170,46,2,215,3,34,0,97.66,6,7
5171,60,9,69,16,90,5,70.21,47,10
5172,18,10,76,1,81,9,68.32,4,38
5173,89,8,194,23,10,9,94.73,56,8
5174,76,1,49,4,34,7,78.96,65,20
5175,46,5,139,43,57,9,60.79,42,5
5176,72,10,71,35,74,3,83.79,19,13
5177,62,8,181,28,20,5,50.7,20,12
5178,53,1,24,25,7,9,61.31,76,15
5179,67,7,245,32,71,5,69.66,36,50
5180,4,1,23,35,18,2,82.52,46,41
5181,87,6,262,34,19,5,91.61,72,38
5182,38,9,90,37,85,9,50.08,12,8
5183,29,1,173,4,82,7,67.59,82,0
5184,58,1,53,4,63,5,68.48,10,34
5185,98,6,17,50,47,7,89.28,81,21
5186,31,2,77,22,95,8,51.32,44,31
5187,91,4,49,30,43,7,95.37,33,40
5188,72,8,137,35,43,8,95.2,34,19
5189,84,7,272,43,38,10,70.94,22,27
5190,47,4,82,45,29,3,82.84,72,36
5191,32,10,148,6,93,7,98.07,99,20
5192,99,3,111,29,1,4,60.2,50,4
5193,40,10,136,28,72,1,64.98,94,13
5194,2,7,262,24,16,4,58.03,8,28
5195,31,2,198,37,10,0,86.8,97,29
5196,51,5,166,2,59,1,82.86,80,29
5197,57,10,200,29,94,3,77.58,65,15
5198,17,7,29,43,56,0,54.77,70,27
5199,38,1,71,35,36,1,83.7,15,43
5200,78,10,200,29,37,3,55.11,94,50
5201,47,1,84,25,38,6,91.67,9,22
5202,34,2,297,7,98,9,56.52,33,20
5203,40,4,160,5,57,0,59.97,93,36
5204,26,10,101,38,23,10,93.04,20,34
5205,56,8,1,46,74,5,83.28,95,25
5206,75,2,33,8,67,8,53.29,43,41
5207,100,5,66,18,76,1,70.86,87,9
5208,92,2,261,4,100,4,89.77,20,46
5209,53,9,134,29,25,3,59.22,53,38
5210,96,2,188,1,14,5,56.85,6,25
5211,52,6,171,30,43,10,79.13,75,24
5212,38,2,239,24,79,4,81.47,8,35
5213,80,6,127,10,34,5,55.97,26,19
5214,66,4,210,19,82,6,67.92,52,1
5215,90,3,192,4,3,6,75.47,49,7
5216,37,7,279,46,57,6,74.95,55,24
5217,15,4,204,23,6,10,83.65,30,29
5218,50,5,148,21,80,7,70.01,19,6
5219,62,3,190,16,88,2,56.31,75,33
5220,16,9,165,49,93,2,64.42,42,15
5221,96,6,171,1,63,1,78.9,3,2
5222,94,9,27,13,78,3,90.07,70,7
5223,20,2,216,46,52,2,97.7,53,17
5224,87,3,171,27,19,4,74.47,92,18
5225,66,5,161,5,50,6,54.62,69,3
5226,6,4,175,20,23,1,68.76,13,31
5227,92,1,269,20,9,4,92.35,48,41
5228,12,4,46,33,51,5,83.01,52,10
5229,5,8,126,33,30,1,93.36,67,10
5230,60,9,163,28,78,9,77.62,66,3
5231,53,5,290,42,7,6,58.85,7,14
5232,53,6,109,38,16,5,98.41,13,13
5233,8,7,223,40,83,4,98.32,87,20
5234,28,2,132,39,90,7,53.78,2,11
5235,72,10,289,18,12,3,83.34,63,21
5236,42,8,27,21,85,10,51.15,2,20
5237,57,9,244,13,42,1,76.01,29,37
5238,60,8,69,21,22,3,65.76,76,21
5239,68,8,66,31,52,3,82.18,36,40
5240,70,9,212,11,49,9,98.44,73,7
5241,67,4,133,30,85,9,84.46,22,1
5242,6,3,1,46,65,10,79.48,33,31
5243,73,8,101,44,58,4,64.87,52,26
5244,8,6,250,28,22,5,58.29,78,3
5245,68,5,118,37,10,9,66.71,69,0
5246,18,8,258,37,87,4,67.51,82,2
5247,1,9,233,50,37,1,69.29,89,32
5248,63,9,286,18,40,4,65.6,61,1
5249,71,9,41,25,62,4,50.92,20,49
5250,87,1,174,16,13,2,90.91,31,32
5251,29,3,19,48,71,1,57.37,49,15
5252,88,8,39,8,10,10,64.67,87,42
5253,21,2,145,34,69,9,69.22,85,47
5254,75,4,48,23,51,0,70.87,74,20
5255,70,5,214,27,11,4,90.93,54,49
5256,87,10,168,5,96,4,92.58,95,5
5257,84,7,228,39,93,10,99.87,28,37
5258,19,8,121,33,31,1,95.71,88,35
5259,56,7,130,26,74,5,88.54,79,31
5260,87,1,103,13,82,9,72.36,14,11
5261,86,8,281,2,24,3,94.24,35,19
5262,71,1,156,6,65,9,98.01,50,27
5263,38,7,267,24,74,5,85.98,9,12
5264,56,9,126,14,100,10,98.21,43,46
5265,58,4,101,9,47,9,78.49,96,2
5266,9,10,109,26,95,2,64.32,62,23
5267,36,7,128,15,31,1,75.92,38,41
5268,1,3,129,34,55,1,84.36,59,24
5269,53,4,59,25,56,0,56.37,62,40
5270,32,10,161,37,60,5,62.14,54,25
5271,42,1,19,23,24,0,51.81,74,26
5272,17,1,27,3,72,4,96.03,15,13
5273,55,7,92,49,66,5,69.49,44,30
5274,16,8,266,32,71,4,66.75,96,42
5275,36,3,197,42,20,1,98.77,86,25
5276,9,5,190,36,69,4,57.51,60,29
5277,72,6,222,7,30,8,52.97,98,36
5278,61,4,253,34,20,1,78.27,11,32
5279,81,3,289,21,76,6,57.7,69,16
5280,4,5,8,2,46,9,63.17,13,1
5281,1,8,34,41,53,3,92.65,80,21
5282,4,8,284,10,4,7,59.96,75,41
5283,68,4,267,25,48,8,77.33,2,7
5284,14,10,78,8,100,10,66.7,48,34
5285,43,6,167,40,64,5,63.44,52,23
5286,54,9,270,9,67,4,69.96,60,30
5287,23,3,283,11,70,8,56.72,80,38
5288,68,1,168,24,1,5,79.01,79,32
5289,90,8,182,22,12,2,89.24,0,33
5290,31,8,181,46,17,2,50.88,27,25
5291,7,4,53,20,24,6,88.74,7,42
5292,73,3,185,17,22,7,93.02,13,3
5293,24,1,67,15,11,8,83.37,36,5
5294,39,2,260,32,15,7,76.42,47,4
5295,11,3,205,13,28,6,75.16,76,1
5296,65,5,85,34,37,2,52.06,58,37
5297,72,9,48,19,97,9,94.09,87,49
5298,50,7,23,8,73,2,64.32,20,28
5299,16,2,69,38,24,10,82.44,83,5
5300,85,9,270,35,76,1,91.58,21,20
5301,12,6,126,4,68,2,79.42,84,32
5302,11,1,58,31,78,8,97.74,91,37
5303,82,5,47,45,60,1,87.57,0,27
5304,57,3,280,8,88,8,72.35,87,31
5305,12,6,159,41,97,2,85.42,100,25
5306,66,4,255,39,21,8,80.91,8,20
5307,52,3,15,9,32,8,64.26,75,49
5308,80,9,100,40,96,3,69.29,70,40
5309,31,1,48,17,52,0,89.4,31,19
5310,48,8,81,45,5,0,56.65,37,11
5311,25,4,286,47,75,0,99.3,96,33
5312,39,9,246,7,76,5,79.75,12,12
5313,39,5,248,45,80,4,53.9,90,39
5314,70,7,237,21,47,7,58.73,23,7
5315,71,10,72,35,61,9,50.31,6,31
5316,67,3,112,26,55,9,78.71,0,4
5317,24,6,277,14,70,0,59.61,52,24
5318,24,2,265,40,56,4,61.18,35,39
5319,25,2,194,18,6,10,92.98,69,27
5320,4,8,224,11,92,10,92.74,7,35
5321,53,2,235,31,24,4,70.99,53,8
5322,88,4,23,23,18,8,53.34,57,37
5323,11,10,203,5,11,4,52.71,36,4
5324,91,2,74,17,4,8,88.39,71,22
5325,56,4,130,18,40,8,50.58,67,1
5326,94,1,217,41,56,9,60.61,24,49
5327,22,2,255,41,84,2,95.34,9,34
5328,82,9,293,43,84,0,94.32,28,43
5329,45,10,134,5,54,10,66.38,72,11
5330,53,8,232,24,95,6,51.57,11,0
5331,86,8,22,40,10,7,64.33,34,28
5332,71,5,165,41,97,2,69.18,53,24
5333,10,7,34,8,97,1,63.09,64,24
5334,79,10,57,6,36,1,81.31,83,14
5335,62,8,285,23,78,9,94.78,7,46
5336,48,7,280,8,54,2,65.07,14,25
5337,74,7,260,43,93,6,80.14,47,38
5338,84,10,39,22,55,2,86.25,58,22
5339,68,8,291,40,58,6,93.9,45,36
5340,50,6,208,3,25,7,94.69,68,4
5341,53,1,248,48,16,8,83.82,29,24
5342,17,2,192,1,42,8,86.23,96,44
5343,8,10,191,31,56,10,59.66,37,7
5344,77,1,197,42,86,1,69.99,66,40
5345,73,8,242,17,34,10,61.02,71,32
5346,5,2,40,24,39,7,59.87,64,47
5347,94,7,170,44,67,5,65.74,100,48
5348,90,10,97,4,3,7,90.94,71,44
5349,47,7,196,30,48,0,69.03,75,11
5350,7,7,146,27,14,10,50.88,9,33
5351,83,5,117,12,7,7,53.38,97,26
5352,67,2,156,47,53,6,84.12,18,48
5353,35,7,8,28,34,5,95.4,32,4
5354,38,3,26,48,13,0,58.45,2,25
5355,50,3,72,40,77,10,91.33,30,0
5356,77,7,252,17,88,3,91.79,51,25
5357,36,2,170,25,90,5,52.13,92,48
5358,52,6,1,9,18,0,51.98,28,25
5359,2,10,120,28,89,7,90.73,60,28
5360,48,8,208,34,93,0,72.09,56,6
5361,21,3,182,25,16,9,92.4,21,0
5362,93,10,152,29,81,2,99.72,54,36
5363,64,2,292,21,85,3,77.61,80,46
5364,23,5,40,42,1,10,64.92,18,40
5365,23,6,242,45,13,2,73.82,3,49
5366,68,3,263,9,79,8,96.75,33,11
5367,21,5,90,29,52,1,97.5,28,39
5368,81,10,170,41,63,10,65.08,70,10
5369,50,4,199,10,5,1,61.37,1,20
5370,46,8,145,37,12,0,61.67,77,9
5371,83,6,7,11,50,3,82.17,42,17
5372,52,9,43,21,4,1,68.0,73,35
5373,68,8,116,36,10,2,89.4,4,1
5374,37,2,263,21,3,6,82.12,78,26
5375,12,9,291,1,41,7,94.12,45,22
5376,33,4,60,9,56,10,94.82,75,32
5377,97,3,223,14,8,6,72.19,89,39
5378,16,8,110,44,29,4,88.69,69,6
5379,54,10,212,8,88,4,57.81,51,17
5380,21,3,15,10,33,0,73.91,83,18
5381,5,7,212,21,57,9,92.64,41,31
5382,33,5,273,2,16,1,59.31,4,40
5383,7,5,44,26,68,0,95.01,3,9
5384,3,7,284,17,18,2,94.51,69,25
5385,73,3,233,42,73,1,87.54,80,6
5386,17,1,243,12,1,1,67.44,3,27
5387,41,8,86,5,2,9,85.52,29,2
5388,75,4,257,38,21,7,61.22,24,17
5389,90,9,117,35,20,8,56.85,23,3
5390,63,6,71,8,57,6,93.41,13,42
5391,81,1,30,24,90,6,98.1,50,7
5392,50,1,104,3,19,3,59.94,14,23
5393,38,6,33,50,39,4,84.48,24,0
5394,60,1,265,47,76,4,90.01,44,29
5395,55,9,87,44,86,0,65.7,38,42
5396,12,9,95,28,21,2,71.01,74,27
5397,10,1,132,37,62,9,91.4,62,40
5398,15,7,10,2,97,6,73.04,71,48
5399,42,7,43,33,63,10,51.62,28,1
5400,5,5,46,6,73,1,83.33,13,13
5401,84,6,66,27,76,5,74.75,26,15
5402,43,7,248,41,24,7,85.55,54,23
5403,58,2,73,25,62,5,99.04,11,39
5404,89,10,65,39,49,1,63.63,30,7
5405,7,5,72,16,50,7,95.52,1,15
5406,14,7,94,7,66,4,51.88,70,41
5407,81,9,297,43,71,4,85.11,94,8
5408,21,9,288,39,48,10,81.35,85,19
5409,49,5,178,17,85,9,81.73,7,42
5410,8,6,137,16,31,8,50.8,76,9
5411,81,9,114,37,81,6,91.92,22,18
5412,25,8,230,10,51,9,75.79,34,45
5413,16,2,96,7,19,2,86.32,59,22
5414,31,5,206,11,84,10,83.77,8,37
5415,94,8,101,27,95,7,57.16,73,9
5416,62,4,108,4,5,10,51.67,86,28
5417,29,8,132,7,23,4,61.93,59,38
5418,26,7,232,22,61,10,72.71,43,37
5419,94,1,211,1,9,7,54.96,59,31
5420,26,2,159,46,27,8,55.03,53,16
5421,63,8,40,48,82,10,51.05,92,36
5422,58,7,242,24,39,3,54.2,18,4
5423,79,5,135,44,30,3,60.03,63,5
5424,91,6,249,13,69,8,75.02,21,6
5425,8,7,7,38,5,4,84.44,12,8
5426,10,6,66,27,69,6,62.71,7,35
5427,3,5,144,39,26,8,57.47,8,21
5428,61,8,297,50,100,5,72.1,24,27
5429,16,9,151,18,89,5,93.31,56,36
5430,26,3,91,3,90,3,61.23,32,47
5431,49,4,122,31,76,5,88.5,100,3
5432,73,1,223,45,9,0,96.89,58,2
5433,97,3,86,37,31,6,56.25,86,31
5434,36,3,250,2,3,9,89.8,16,35
5435,77,8,258,46,44,8,82.15,4,8
5436,46,1,106,44,51,2,73.31,87,19
5437,25,1,102,14,51,0,56.69,60,49
5438,45,7,181,16,52,2,72.29,52,10
5439,8,5,14,12,17,9,59.26,19,44
5440,18,3,247,28,14,0,84.05,34,17
5441,15,8,232,37,47,1,95.85,56,10
5442,74,2,37,22,95,0,77.14,7,25
5443,54,5,292,26,81,1,52.81,8,27
5444,89,7,218,18,4,9,81.37,66,25
5445,73,9,89,30,8,8,72.86,1,0
5446,77,8,53,17,30,0,65.5,46,7
5447,6,7,108,25,64,0,70.16,16,22
5448,19,2,220,20,14,2,52.7,35,4
5449,27,2,161,29,100,7,62.59,74,8
5450,50,10,169,38,2,2,97.49,38,22
5451,86,10,78,11,35,4,88.53,5,39
5452,72,4,297,36,54,10,76.85,87,49
5453,16,8,5,6,6,5,96.44,30,7
5454,50,2,40,7,11,8,63.53,67,26
5455,95,3,127,47,82,10,73.69,66,28
5456,27,7,273,16,92,4,91.01,6,34
5457,9,10,194,24,85,0,55.88,89,2
5458,88,3,68,25,91,1,66.4,4,49
5459,17,5,212,16,4,7,67.76,12,34
5460,50,3,171,12,92,5,86.72,51,30
5461,28,5,285,24,78,4,63.56,66,14
5462,60,1,164,9,89,7,55.33,28,26
5463,18,2,206,8,76,0,59.44,97,20
5464,38,3,137,49,7,9,78.1,67,43
5465,74,5,200,6,81,5,76.72,60,20
5466,94,4,89,17,37,10,61.79,0,40
5467,59,8,58,14,28,0,97.28,56,39
5468,74,4,8,28,99,0,59.61,82,31
5469,38,10,155,33,20,0,74.55,28,16
5470,55,2,251,10,27,2,89.92,55,50
5471,38,7,132,34,80,10,67.34,64,33
5472,49,4,247,4,6,9,54.48,48,41
5473,95,1,237,5,10,1,68.13,58,37
5474,85,6,47,17,26,10,71.43,84,0
5475,80,1,109,18,91,5,56.02,59,2
5476,15,1,275,24,28,10,97.12,52,12
5477,47,8,89,19,12,10,68.0,8,22
5478,27,8,216,41,42,2,91.46,18,50
5479,26,10,266,31,40,6,98.67,88,10
5480,95,4,288,47,48,8,98.32,86,38
5481,41,3,213,35,68,10,70.83,12,34
5482,71,6,269,41,10,1,76.73,76,36
5483,76,5,70,35,76,1,51.6,84,30
5484,68,4,220,17,12,10,95.58,17,48
5485,5,6,32,18,7,7,68.57,91,40
5486,47,6,296,1,79,1,55.77,25,44
5487,35,1,211,23,63,6,63.01,29,50
5488,87,6,76,43,34,4,51.1,41,12
5489,55,10,111,8,82,10,67.57,27,32
5490,97,4,206,24,23,4,67.38,87,27
5491,28,6,44,7,78,10,68.38,95,40
5492,90,5,276,49,80,8,52.44,37,20
5493,22,6,9,48,11,7,51.01,89,16
5494,44,1,155,31,57,2,62.63,66,45
5495,24,3,154,47,20,4,71.81,2,14
5496,1,8,102,27,93,7,52.51,27,34
5497,1,2,218,14,84,6,56.79,87,19
5498,67,2,232,15,50,7,61.59,33,33
5499,6,1,272,12,76,10,70.8,86,34
5500,17,10,232,6,41,7,72.5,98,46
5501,4,1,26,38,57,2,76.99,9,5
5502,93,9,219,11,86,3,64.31,94,47
5503,84,3,196,22,35,0,78.73,58,9
5504,92,1,94,20,95,3,72.17,9,42
5505,88,5,56,15,68,8,85.29,68,20
5506,70,7,87,16,22,4,90.59,93,41
5507,44,5,94,19,27,8,66.07,61,35
5508,72,2,152,37,80,1,95.69,12,10
5509,87,9,254,19,38,10,76.42,59,17
5510,51,8,182,31,27,5,84.79,38,5
5511,53,5,233,6,76,1,63.03,89,47
5512,1,9,261,49,80,0,82.55,69,26
5513,41,1,34,23,20,2,81.94,37,46
5514,27,1,196,10,53,5,89.37,28,5
5515,77,4,155,30,46,10,81.27,87,6
5516,1,2,143,1,34,1,93.56,80,18
5517,57,5,294,50,29,9,80.3,80,18
5518,15,6,111,19,24,1,98.54,55,38
5519,42,1,16,39,17,5,78.63,51,18
5520,91,5,1,29,3,10,50.68,22,9
5521,94,6,270,45,17,10,68.02,14,31
5522,24,5,295,40,63,2,57.94,53,16
5523,64,4,89,50,47,1,73.44,47,40
5524,96,9,119,45,61,6,70.76,30,26
5525,85,7,295,32,21,3,89.41,36,34
5526,100,9,193,46,53,0,58.43,4,23
5527,40,4,222,1,67,10,61.71,43,30
5528,79,9,203,18,52,10,99.53,67,42
5529,42,6,33,5,45,10,94.37,42,10
5530,66,2,296,16,75,6,85.42,79,38
5531,32,3,169,50,83,4,66.4,66,31
5532,98,3,129,9,72,9,55.8,75,49
5533,97,3,17,18,45,9,96.34,60,3
5534,65,2,70,45,2,1,86.77,95,47
5535,60,4,78,29,29,4,64.98,77,23
5536,43,2,98,44,13,10,69.64,68,7
5537,88,2,159,28,32,8,80.36,70,17
5538,46,2,54,21,55,6,84.16,0,7
5539,64,9,138,19,70,2,87.15,83,8
5540,40,8,227,34,24,6,78.55,26,3
5541,67,3,28,30,41,0,94.65,66,21
5542,42,6,170,39,52,9,70.29,92,31
5543,42,6,81,38,22,1,99.33,71,4
5544,14,7,142,40,91,0,56.69,40,24
5545,2,4,281,33,53,2,56.38,46,4
5546,21,5,196,11,35,10,58.85,62,7
5547,11,10,258,12,54,7,52.73,12,39
5548,14,4,90,1,80,6,75.75,70,14
5549,7,5,124,18,53,2,52.72,53,17
5550,43,10,232,50,8,8,78.75,75,49
5551,1,6,228,9,54,2,96.53,22,0
5552,62,2,244,34,53,5,52.37,1,10
5553,90,9,240,26,75,9,88.65,20,21
5554,40,5,77,5,92,0,82.36,38,1
5555,92,5,188,45,53,10,94.97,67,22
5556,66,9,263,13,85,10,66.45,1,4
5557,39,2,182,32,92,9,75.7,34,19
5558,30,3,136,21,3,6,60.48,13,1
5559,67,1,266,25,12,8,51.59,60,45
5560,29,9,134,22,30,5,81.39,51,25
5561,5,3,130,1,81,4,90.62,47,24
5562,14,6,119,27,86,8,57.43,26,29
5563,21,8,198,42,42,4,92.23,3,41
5564,11,2,104,11,58,8,87.42,0,25
5565,94,9,146,21,42,6,75.35,50,7
5566,47,3,264,3,23,3,70.63,19,7
5567,70,2,123,26,56,5,71.26,3,5
5568,34,9,296,50,73,2,81.74,78,41
5569,10,2,277,6,59,10,96.58,68,43
5570,29,4,251,13,25,7,82.47,37,18
5571,42,6,298,8,35,4,81.25,40,45
5572,46,2,259,50,74,2,64.32,93,14
5573,73,8,47,10,62,8,50.98,18,15
5574,64,9,227,22,53,4,59.49,52,33
5575,27,3,86,21,32,4,95.02,56,25
5576,65,2,181,28,85,6,99.18,12,19
5577,59,10,134,17,31,2,66.0,90,12
5578,38,5,84,9,17,3,99.79,47,3
5579,97,2,205,17,29,5,82.66,19,16
5580,47,4,94,18,56,4,70.42,38,1
5581,10,9,27,24,3,3,68.51,84,29
5582,94,1,201,26,71,4,90.83,16,8
5583,21,3,133,46,29,0,78.76,75,25
5584,13,9,180,7,92,8,90.52,37,42
5585,43,10,54,17,43,6,91.69,29,21
5586,1,7,33,7,76,8,74.2,89,39
5587,39,7,160,32,13,7,92.59,44,24
5588,16,1,207,31,97,7,98.31,90,27
5589,82,8,259,28,20,5,66.26,89,29
5590,4,6,4,35,26,8,91.2,21,37
5591,68,5,245,46,60,5,52.78,80,41
5592,91,5,227,48,62,3,65.87,38,21
5593,40,10,151,16,74,6,52.97,11,37
5594,24,5,85,21,85,6,71.76,23,48
5595,14,7,258,46,34,2,85.5,65,15
5596,33,10,259,49,42,4,65.78,83,22
5597,14,1,124,38,25,4,97.23,98,40
5598,79,1,240,39,94,9,73.33,56,6
5599,54,4,145,42,77,8,62.06,18,35
5600,91,8,274,44,79,2,95.59,45,18
5601,84,3,246,28,90,3,55.64,35,7
5602,62,4,113,29,62,10,83.38,70,1
5603,87,3,258,25,45,5,82.49,12,43
5604,19,3,20,29,50,3,95.45,43,24
5605,25,1,287,46,43,8,62.4,88,21
5606,37,8,63,12,95,7,63.11,100,47
5607,47,9,256,40,13,9,68.96,48,45
5608,10,9,44,29,56,8,51.44,42,14
5609,61,1,31,46,29,1,57.78,14,18
5610,11,5,120,49,41,7,98.41,81,33
5611,42,3,166,22,39,7,90.66,69,32
5612,52,4,95,30,51,2,97.61,70,33
5613,18,1,298,45,34,6,99.79,4,28
5614,98,5,260,6,34,0,73.65,100,48
5615,6,4,68,25,74,9,59.57,65,35
5616,44,9,137,20,39,8,89.68,95,44
5617,23,5,76,4,95,5,89.87,41,23
5618,20,2,58,31,94,10,73.86,64,22
5619,91,7,157,28,39,9,73.58,70,47
5620,42,5,146,10,14,1,65.29,83,1
5621,29,4,24,44,86,9,70.4,45,39
5622,61,3,128,31,76,8,86.63,82,24
5623,86,1,9,17,54,8,82.3,47,48
5624,12,9,237,39,53,8,62.12,56,31
5625,27,8,48,11,30,9,86.59,38,31
5626,77,7,292,31,71,4,84.45,87,40
5627,3,10,169,38,94,0,68.28,53,27
5628,28,3,90,9,34,5,85.96,85,2
5629,32,9,163,18,47,1,52.55,54,2
5630,49,2,215,31,39,5,80.08,22,37
5631,13,9,180,41,53,9,60.61,30,35
5632,99,3,121,29,28,2,56.22,48,18
5633,41,8,107,10,28,6,83.86,59,11
5634,84,10,215,34,34,10,74.6,21,22
5635,19,5,279,13,78,3,98.24,74,29
5636,26,10,101,7,4,10,52.64,25,31
5637,92,9,292,34,30,2,88.26,64,43
5638,47,6,193,1,33,6,93.87,25,34
5639,67,4,115,31,4,8,51.35,23,37
5640,94,2,184,8,64,1,64.86,35,0
5641,26,9,191,19,7,0,71.36,55,18
5642,10,4,164,22,42,5,97.6,3,17
5643,12,9,234,1,89,9,60.69,99,44
5644,15,8,76,14,8,4,91.54,78,30
5645,13,1,194,29,6,6,92.14,3,8
5646,32,6,201,45,88,5,87.42,53,40
5647,61,7,21,43,25,0,87.55,57,5
5648,14,4,218,43,69,3,77.1,6,36
5649,86,6,81,19,78,6,68.16,76,3
5650,61,2,297,24,52,2,86.54,51,32
5651,44,9,186,48,53,5,70.91,20,16
5652,30,6,218,11,73,8,58.37,91,24
5653,25,1,166,13,5,9,61.81,90,11
5654,15,6,16,50,92,9,90.3,54,29
5655,16,7,155,45,2,2,52.69,23,48
5656,58,6,217,18,22,10,94.38,15,28
5657,40,5,154,37,51,9,97.19,95,16
5658,78,2,161,37,80,7,80.85,56,10
5659,22,6,226,41,48,3,69.78,94,4
5660,17,8,73,46,26,3,61.91,25,11
5661,73,3,230,34,65,0,91.85,16,28
5662,56,3,270,29,35,2,98.32,31,18
5663,73,2,239,42,31,6,52.83,71,37
5664,83,2,200,24,7,1,76.88,37,14
5665,60,6,196,23,84,0,62.7,56,7
5666,73,1,147,23,61,0,97.6,3,2
5667,39,10,270,23,81,9,63.34,16,1
5668,21,10,125,7,55,10,62.5,41,48
5669,54,6,182,42,55,0,66.89,53,21
5670,8,1,217,42,81,7,50.31,8,20
5671,69,9,203,41,16,2,65.25,23,2
5672,69,1,253,27,56,5,89.69,66,36
5673,57,2,43,4,23,9,79.84,86,38
5674,76,1,236,44,73,10,98.91,64,36
5675,73,8,85,37,54,6,58.12,39,23
5676,83,6,185,49,75,7,94.72,37,34
5677,49,1,53,32,41,0,68.47,92,35
5678,99,2,184,17,63,6,51.26,49,33
5679,74,3,170,45,6,2,59.38,67,34
5680,43,2,194,5,96,2,57.16,48,35
5681,29,6,201,14,52,10,57.83,85,20
5682,25,10,114,22,40,1,78.22,56,38
5683,88,8,203,10,86,5,65.06,38,39
5684,6,9,235,37,51,10,62.81,35,38
5685,43,7,5,31,36,0,78.11,45,14
5686,68,4,70,18,50,7,62.25,23,32
5687,55,10,253,30,97,6,68.4,99,22
5688,39,3,30,1,28,4,82.42,12,47
5689,26,1,260,19,51,2,78.45,27,23
5690,77,8,79,31,26,6,88.46,21,50
5691,18,2,113,33,39,7,61.52,22,25
5692,30,1,99,4,9,1,99.67,54,21
5693,32,8,138,36,17,2,86.45,76,25
5694,45,9,243,30,69,1,61.64,41,49
5695,89,4,67,35,3,10,75.65,75,15
5696,43,7,8,32,66,8,83.88,88,25
5697,3,4,103,9,83,8,97.48,27,34
5698,48,8,80,34,81,6,95.49,69,44
5699,4,4,8,3,33,2,84.46,60,6
5700,15,8,55,20,54,6,97.26,20,12
5701,73,9,264,45,42,2,52.75,41,24
5702,12,6,180,16,99,0,58.3,24,15
5703,53,6,274,29,64,9,58.16,59,34
