Capital_id,Date_id,Employe_id,Service_id,Formation_id,Contrat_id,Effectif_total,Taux_turnover,Nb_recrutements,Taux_satisfaction_agent,Taux_absenteisme,Nb_formation
4419,96,106,5,1,5,459,12.35,17,97.63,8.82,10
4420,24,66,1,45,5,118,9.51,13,61.78,14.08,8
4421,84,62,4,15,3,129,15.71,8,82.24,12.07,5
4422,66,216,5,10,3,161,17.45,19,76.77,4.48,0
4423,31,160,3,42,3,246,3.27,17,87.05,10.24,10
4424,88,70,3,11,1,198,17.28,8,95.67,8.37,3
4425,32,137,3,32,5,404,1.2,16,72.8,3.33,2
4426,56,171,3,16,1,347,3.96,18,92.91,7.94,6
4427,74,269,4,25,2,170,12.37,9,64.75,11.17,2
4428,19,132,3,6,5,412,10.15,13,67.79,2.99,0
4429,63,200,3,21,2,466,19.8,10,84.37,10.16,6
4430,88,229,1,36,2,128,18.02,9,67.39,14.06,9
4431,81,279,3,30,1,325,14.22,15,95.89,2.21,10
4432,7,221,5,2,2,429,5.03,10,92.87,13.18,3
4433,64,235,4,28,4,445,14.79,8,72.9,3.97,0
4434,52,49,1,42,4,169,14.14,20,76.16,14.87,1
4435,15,1,3,38,5,169,12.92,2,73.64,9.2,10
4436,82,104,4,31,1,315,18.21,14,89.79,3.15,4
4437,81,40,4,22,5,67,8.89,9,95.81,9.39,4
4438,83,116,4,6,1,333,7.11,11,74.65,4.04,9
4439,49,288,5,1,2,337,17.46,13,75.83,9.36,1
4440,61,190,3,25,4,474,14.67,7,76.32,2.55,1
4441,64,287,1,26,5,403,6.73,0,85.89,0.53,4
4442,97,92,1,23,3,422,10.57,16,93.94,0.79,0
4443,91,300,1,2,4,335,16.28,17,81.84,10.8,3
4444,99,122,5,27,3,351,6.74,3,70.48,1.84,6
4445,40,133,2,41,3,449,19.55,15,79.51,6.42,2
4446,6,209,1,26,5,415,17.27,10,86.42,13.29,9
4447,95,37,3,40,2,101,17.03,14,68.86,1.6,10
4448,58,166,1,18,4,247,11.08,16,71.77,1.92,10
4449,35,264,1,19,2,167,19.12,1,77.59,3.62,5
4450,43,127,4,29,3,459,13.03,20,95.63,7.91,3
4451,59,70,4,14,1,69,19.96,8,81.75,3.73,7
4452,100,162,5,24,4,482,13.44,14,60.83,1.93,6
4453,91,87,5,7,2,130,8.07,1,70.05,13.72,10
4454,20,169,2,36,3,411,5.55,6,64.67,6.05,6
4455,86,100,2,50,4,281,5.04,9,79.85,14.2,7
4456,1,113,1,15,4,82,8.42,19,66.08,7.14,6
4457,38,236,2,19,1,94,6.32,5,63.98,3.54,4
4458,82,108,2,15,2,478,11.61,17,83.73,8.2,5
4459,35,149,4,46,1,242,11.67,18,71.6,10.81,4
4460,91,229,1,6,2,452,15.99,7,91.35,4.79,9
4461,41,214,4,10,2,62,6.36,7,62.94,5.23,9
4462,23,133,5,20,4,143,3.37,18,90.44,8.75,8
4463,83,91,1,39,5,288,11.62,11,61.61,3.59,6
4464,12,240,4,32,3,94,4.33,6,84.22,8.51,0
4465,37,93,4,34,4,260,7.93,4,70.0,3.85,0
4466,47,136,5,28,4,184,7.28,11,85.1,5.74,2
4467,71,289,3,4,1,271,1.55,0,73.26,9.81,8
4468,88,87,5,32,2,362,18.02,1,64.64,12.66,0
4469,65,116,4,21,2,68,10.67,3,98.41,4.9,3
4470,11,252,2,21,2,304,8.9,4,99.14,9.66,5
4471,68,88,3,20,2,211,0.36,19,94.43,0.88,9
4472,59,204,4,31,4,271,15.15,16,81.24,13.53,3
4473,81,202,2,19,3,489,6.21,8,68.05,11.9,10
4474,48,79,1,42,5,334,8.78,9,75.44,10.11,10
4475,70,105,5,46,2,329,14.46,3,96.8,6.22,8
4476,9,230,4,4,3,435,16.81,13,96.13,14.0,0
4477,32,197,1,15,5,391,16.38,11,80.74,2.89,6
4478,48,5,1,50,5,262,18.47,20,71.52,2.79,4
4479,48,141,1,1,4,308,2.18,14,91.57,6.24,3
4480,20,55,4,4,2,217,16.84,12,61.24,9.52,8
4481,53,28,4,4,4,262,16.78,12,79.59,9.34,6
4482,70,132,5,35,2,160,7.14,3,89.07,5.35,2
4483,93,78,4,11,2,155,15.41,16,87.11,11.28,8
4484,82,152,3,20,5,188,18.45,8,88.36,7.92,1
4485,47,152,3,26,1,133,3.57,7,67.03,13.0,5
4486,92,200,1,42,5,246,19.43,20,87.88,3.14,3
4487,28,267,1,42,3,342,8.17,6,76.84,9.84,10
4488,43,132,3,3,2,115,8.54,19,86.26,3.31,8
4489,97,35,3,5,4,170,4.48,0,70.67,2.96,8
4490,72,108,1,43,2,53,11.35,20,81.46,3.76,3
4491,47,108,1,9,5,76,0.91,4,81.76,4.11,10
4492,49,285,2,28,3,439,19.59,6,82.38,3.96,7
4493,64,251,4,29,4,429,4.16,17,63.52,14.02,2
4494,5,251,1,18,2,396,11.98,11,93.21,1.57,9
4495,19,167,1,29,4,378,11.47,18,68.0,10.83,10
4496,4,120,5,19,2,353,12.15,14,83.29,11.76,4
4497,51,190,3,23,5,150,10.9,0,67.89,8.51,7
4498,44,23,3,44,2,336,3.25,11,76.33,9.06,9
4499,26,184,2,6,4,127,15.88,10,78.61,1.8,7
4500,5,48,2,19,4,173,8.97,2,68.16,3.56,8
4501,83,125,2,33,1,399,6.02,10,96.59,10.13,10
4502,48,40,2,20,4,222,19.94,0,60.93,6.17,5
4503,14,71,2,45,4,365,15.65,7,61.56,5.97,1
4504,94,263,2,21,1,393,0.08,8,70.63,12.78,0
4505,38,162,4,47,4,109,16.36,3,97.61,0.12,3
4506,91,261,1,46,4,397,0.94,16,61.36,7.72,8
4507,52,129,4,1,4,311,17.58,20,67.26,8.56,4
4508,63,82,5,45,1,323,18.23,17,85.61,5.85,5
4509,90,131,2,25,4,178,2.02,17,61.7,11.41,8
4510,23,11,2,29,1,356,2.43,10,70.01,6.27,6
4511,94,261,1,18,3,436,2.42,10,92.81,7.13,1
4512,9,30,5,36,1,166,8.25,4,68.62,5.92,10
4513,14,62,2,2,3,218,10.76,2,90.6,0.33,10
4514,88,174,3,47,2,223,1.75,12,82.91,12.9,2
4515,16,125,2,40,5,229,1.88,10,66.47,4.67,3
4516,61,213,2,42,3,208,17.56,15,94.01,1.2,2
4517,76,287,3,2,5,176,6.45,7,97.66,1.88,1
4518,55,201,1,40,2,412,15.04,16,92.67,12.24,8
4519,56,9,3,9,4,400,6.63,1,63.88,0.33,2
4520,68,166,2,4,2,293,1.71,17,73.23,5.51,4
4521,55,216,3,8,2,51,13.83,3,75.7,11.34,5
4522,37,259,2,44,1,107,7.41,11,99.67,5.09,1
4523,43,205,4,23,5,179,1.59,3,88.23,4.74,9
4524,91,138,2,48,3,103,12.06,18,60.35,14.4,3
4525,39,133,1,10,5,303,18.65,3,96.58,12.61,7
4526,56,237,3,37,5,129,6.36,17,69.22,10.62,8
4527,54,251,4,42,2,415,5.08,4,76.39,9.93,9
4528,30,233,1,31,4,377,12.06,18,88.02,10.21,1
4529,85,101,1,31,2,212,14.99,18,97.94,13.45,7
4530,83,197,3,23,5,410,5.24,14,66.98,5.29,7
4531,70,242,3,26,3,462,3.17,17,97.04,1.26,2
4532,97,63,4,13,5,163,13.56,15,97.35,2.52,10
4533,34,244,2,34,3,353,4.33,3,90.18,1.84,10
4534,37,135,1,36,4,231,3.02,5,64.74,7.63,8
4535,92,250,1,1,1,79,15.62,0,98.33,14.68,3
4536,91,76,4,21,2,278,13.97,13,70.55,4.76,5
4537,72,27,5,9,2,293,9.25,2,96.97,13.42,1
4538,32,71,4,32,3,405,0.59,19,90.67,5.09,7
4539,85,112,3,12,2,450,16.77,17,94.34,1.73,7
4540,64,221,5,24,1,258,8.96,20,95.11,4.22,9
4541,14,209,4,25,1,136,3.9,5,72.0,11.77,3
4542,7,87,5,10,1,80,1.46,6,82.09,0.72,5
4543,59,59,5,26,4,345,8.67,13,60.62,2.15,9
4544,39,177,4,40,4,440,18.78,1,82.09,11.56,2
4545,19,218,5,19,1,276,19.15,15,80.26,14.8,7
4546,76,79,4,16,4,101,2.15,5,72.45,8.53,6
4547,9,278,4,8,1,255,17.53,6,77.1,14.51,1
4548,13,15,1,13,1,353,12.64,16,88.04,9.1,4
4549,93,214,4,41,1,472,14.55,3,69.98,4.31,0
4550,67,116,3,49,1,306,0.85,19,97.54,7.25,5
4551,43,57,5,8,2,74,18.07,18,81.93,3.91,2
4552,70,137,3,44,4,339,12.24,20,64.21,4.95,9
4553,18,261,5,43,3,300,17.35,18,77.59,7.62,2
4554,22,269,2,40,3,286,9.4,2,62.82,3.79,8
4555,29,67,1,16,2,377,8.93,8,79.76,11.8,4
4556,30,60,2,17,3,436,10.02,12,80.51,4.13,4
4557,15,220,4,31,2,99,15.52,11,64.29,14.39,0
4558,12,76,4,39,1,129,14.6,9,65.53,10.68,0
4559,16,300,2,40,2,367,11.22,12,98.34,6.59,10
4560,73,154,1,1,1,459,8.2,20,95.38,7.04,2
4561,60,143,4,41,1,458,3.51,7,79.48,5.14,0
4562,66,221,1,2,3,460,11.99,16,81.62,11.43,5
4563,69,94,3,12,2,335,15.2,11,86.65,14.39,10
4564,4,41,1,46,5,134,2.07,5,99.75,2.95,8
4565,82,217,3,30,2,463,1.35,19,97.83,0.57,5
4566,15,99,1,6,4,183,17.22,12,70.37,5.05,3
4567,58,274,2,17,2,259,5.37,8,64.24,8.14,4
4568,9,97,5,8,3,198,9.56,15,89.32,8.14,3
4569,41,17,2,16,2,438,1.72,20,80.59,12.2,9
4570,50,295,2,7,3,476,15.04,6,85.75,5.05,3
4571,51,253,5,6,1,324,17.98,15,98.07,1.41,10
4572,89,105,4,8,4,74,12.54,15,83.88,12.84,10
4573,63,40,4,23,2,282,1.0,7,63.59,2.33,2
4574,68,227,1,40,1,146,8.36,14,75.39,13.4,5
4575,64,124,1,42,2,398,18.02,13,79.44,10.95,9
4576,68,121,5,35,4,165,10.16,19,67.85,8.5,4
4577,22,41,1,42,5,218,4.77,17,65.0,10.85,6
4578,92,213,2,50,1,276,11.81,14,96.42,6.74,6
4579,28,73,4,13,3,159,0.53,4,62.84,9.22,4
4580,58,183,3,2,5,141,11.8,11,61.47,13.5,7
4581,26,34,2,1,3,286,11.89,0,89.69,5.21,3
4582,75,191,3,6,1,217,1.39,1,68.38,2.06,2
4583,80,6,5,28,4,211,8.53,10,84.46,13.56,10
4584,70,132,4,23,2,71,12.48,3,62.82,12.87,3
4585,41,48,2,30,5,416,10.29,4,95.64,3.27,1
4586,59,260,3,27,2,206,11.37,11,84.22,2.83,1
4587,79,43,2,33,4,239,4.81,13,63.85,1.45,8
4588,48,225,2,30,5,346,5.64,10,96.2,9.53,1
4589,64,58,4,29,1,381,16.65,4,89.56,1.94,3
4590,94,280,4,32,3,162,7.74,16,96.53,3.56,6
4591,34,186,2,49,3,232,10.71,20,76.01,2.09,10
4592,44,27,5,45,4,398,14.64,10,91.9,11.1,7
4593,22,195,4,38,3,369,15.98,9,83.75,12.51,6
4594,11,293,4,48,1,237,13.67,17,88.2,9.02,5
4595,88,189,1,8,5,476,5.27,2,81.32,10.26,8
4596,45,276,5,46,3,309,0.52,8,86.43,14.27,4
4597,54,250,2,37,5,499,15.51,18,93.31,10.07,3
4598,18,24,5,39,1,325,14.5,3,97.23,12.93,5
4599,51,258,4,14,1,311,16.61,18,97.5,10.06,4
4600,7,214,1,9,2,223,17.63,3,63.02,1.92,4
4601,56,272,5,47,3,344,3.03,9,73.7,8.52,0
4602,93,293,1,49,1,351,7.04,13,72.39,9.26,0
4603,1,198,5,9,1,256,1.43,14,71.81,7.02,0
4604,24,270,1,28,3,390,7.71,17,75.14,3.13,7
4605,30,258,3,46,2,71,6.25,19,85.19,14.8,2
4606,100,129,1,5,1,233,6.33,6,84.61,8.03,3
4607,63,91,4,19,1,416,18.14,12,75.39,4.64,8
4608,97,276,1,34,5,176,5.65,6,68.94,5.49,0
4609,79,83,2,33,3,135,18.66,0,97.66,11.33,9
4610,4,257,1,33,4,267,7.98,14,60.44,9.34,10
4611,96,296,3,10,1,322,13.63,5,99.76,14.22,10
4612,53,45,4,39,5,296,13.67,16,70.5,10.91,10
4613,3,233,2,31,1,160,0.47,2,84.46,12.78,2
4614,60,165,3,14,2,177,10.31,4,84.21,12.11,9
4615,37,109,1,33,5,294,11.59,6,98.88,13.12,9
4616,47,138,4,12,2,460,12.7,6,77.8,1.63,3
4617,86,135,3,24,2,83,13.38,3,83.24,10.63,4
4618,64,95,1,17,4,89,3.86,18,95.34,2.89,4
4619,37,168,1,9,1,71,6.52,19,77.34,6.38,8
4620,64,95,1,34,3,262,7.98,19,85.1,12.0,10
4621,74,104,4,16,2,448,1.75,18,98.7,8.07,2
4622,99,255,3,41,3,443,7.55,19,78.72,7.87,8
4623,93,291,4,32,5,330,15.37,4,74.87,13.17,1
4624,15,251,4,25,3,233,11.27,1,67.63,3.8,10
4625,83,227,3,37,5,109,12.69,11,81.74,9.19,2
4626,86,38,5,4,3,96,3.54,2,83.1,10.41,6
4627,65,74,3,23,5,392,14.18,1,71.87,11.68,4
4628,95,176,5,34,5,255,12.68,13,67.1,14.93,7
4629,86,69,2,22,3,288,3.83,1,68.6,0.22,7
4630,83,220,5,25,2,283,12.81,16,65.67,14.94,6
4631,98,39,2,17,3,477,10.45,15,67.29,12.84,0
4632,17,78,1,23,3,420,5.4,6,95.92,13.0,9
4633,85,27,3,48,2,322,6.21,1,60.62,5.85,5
4634,32,115,4,21,3,460,7.27,16,94.54,3.93,8
4635,92,155,1,7,2,67,15.25,4,99.27,6.46,4
4636,86,142,3,44,2,252,5.93,19,94.36,4.04,1
4637,98,5,3,24,3,373,2.34,19,66.43,14.49,8
4638,59,180,2,43,2,388,3.22,6,63.35,11.48,10
4639,90,163,4,15,1,323,14.72,11,88.58,9.67,5
4640,82,110,3,18,4,67,14.55,12,69.74,12.62,6
4641,13,143,5,27,2,90,0.07,2,72.86,7.71,7
4642,31,187,1,2,5,273,10.54,1,90.76,11.03,4
4643,8,58,1,39,2,484,14.15,17,96.29,3.97,2
4644,9,158,5,48,4,312,15.16,20,80.16,9.54,7
4645,26,84,5,14,5,301,3.77,19,92.99,11.47,7
4646,36,53,5,17,3,233,12.29,10,76.95,3.93,4
4647,63,166,5,3,3,475,13.44,17,82.67,14.09,9
4648,44,24,4,18,4,486,13.99,1,69.75,2.9,3
4649,5,141,2,44,4,110,17.48,5,97.34,7.98,6
4650,8,219,5,19,1,495,12.52,5,83.4,2.38,2
4651,50,174,2,16,5,284,12.93,17,93.24,3.44,8
4652,37,148,5,44,2,172,14.79,9,92.62,1.33,8
4653,3,91,1,38,2,94,18.54,5,68.69,6.21,4
4654,67,75,1,3,2,312,13.52,11,61.7,7.34,2
4655,82,263,2,17,5,218,7.86,8,62.67,8.72,9
4656,28,72,3,40,2,469,19.42,5,60.2,13.77,7
4657,93,82,2,4,5,199,4.82,12,89.1,9.68,1
4658,2,149,2,11,1,78,1.53,8,91.48,10.1,1
4659,79,238,2,11,2,346,11.35,4,65.93,13.94,3
4660,76,223,1,34,5,256,10.85,13,79.36,10.1,10
4661,73,104,5,40,1,435,15.23,0,80.08,8.93,8
4662,64,144,1,28,2,319,14.3,15,91.14,0.47,2
4663,16,2,4,37,1,326,1.93,15,98.18,7.68,4
4664,51,204,2,21,2,189,18.25,11,80.41,11.15,6
4665,74,198,3,13,1,331,2.08,0,88.29,12.09,5
4666,15,24,3,20,2,457,18.2,14,76.52,0.38,8
4667,6,246,2,24,5,188,8.33,16,92.71,13.22,6
4668,5,39,2,22,1,164,1.56,16,91.44,7.56,6
4669,82,188,1,5,5,101,12.53,16,70.3,9.44,8
4670,29,277,1,11,2,167,7.33,13,93.88,5.09,0
4671,71,28,2,17,4,73,10.71,3,74.7,6.58,7
4672,47,162,2,10,2,136,6.07,7,96.41,13.45,5
4673,49,49,1,47,1,155,14.18,19,85.23,1.85,6
4674,68,249,3,6,3,173,12.84,4,62.39,8.92,10
4675,25,251,5,41,4,382,17.24,4,65.73,3.5,1
4676,52,49,1,29,2,421,18.51,9,80.69,8.86,7
4677,77,252,3,2,4,333,10.37,17,62.53,10.51,9
4678,52,257,1,33,3,130,2.5,7,70.0,13.88,4
4679,58,123,3,37,5,494,7.89,18,92.07,4.17,5
4680,11,244,3,12,1,488,17.47,14,81.28,11.69,5
4681,88,27,4,19,5,470,8.5,2,98.05,13.79,10
4682,95,197,5,1,5,157,15.94,13,88.91,6.17,2
4683,70,284,2,29,4,164,10.72,12,85.02,3.66,3
4684,31,66,5,27,1,79,19.65,14,90.92,9.07,9
4685,58,164,4,29,5,403,17.25,6,87.57,11.16,1
4686,8,182,2,4,1,287,4.04,17,95.01,13.25,4
4687,40,233,1,42,5,425,14.12,5,93.16,14.38,2
4688,78,274,5,28,3,166,13.62,19,88.85,3.11,3
4689,19,226,5,45,3,295,15.32,9,80.55,5.78,2
4690,97,125,3,17,2,373,15.89,10,76.17,14.44,0
4691,27,123,1,8,5,133,9.97,12,97.18,8.33,7
4692,22,10,4,26,4,454,12.27,0,74.04,0.8,9
4693,94,299,5,19,4,262,0.38,1,73.8,3.09,9
4694,91,197,5,36,5,242,6.93,11,65.53,8.38,8
4695,11,55,3,22,5,127,12.35,15,75.13,12.94,7
4696,35,182,2,10,4,436,0.89,10,73.6,3.43,5
4697,86,130,3,5,4,195,19.84,8,91.81,2.3,4
4698,16,111,5,31,3,185,1.75,8,62.66,7.27,0
4699,62,89,1,13,2,222,19.54,1,63.75,6.68,1
4700,39,73,1,27,3,476,7.15,0,70.99,6.38,6
4701,30,81,5,40,1,298,18.56,20,95.73,13.5,1
4702,84,260,3,12,4,53,12.34,12,65.07,3.26,8
4703,16,297,1,16,5,311,9.64,2,66.94,6.5,7
4704,24,117,2,32,2,490,14.95,18,71.06,6.36,8
4705,98,165,2,45,3,229,0.41,17,62.09,9.25,10
4706,26,285,5,50,5,332,6.65,15,99.29,1.47,3
4707,3,252,2,25,4,204,13.8,17,89.74,8.55,10
4708,67,125,3,3,4,126,11.12,15,68.06,11.41,9
4709,93,139,5,42,2,430,8.11,2,71.77,4.31,10
4710,45,33,2,11,2,197,8.88,8,75.63,2.83,7
4711,27,104,1,41,2,145,5.27,1,95.13,8.94,0
4712,33,259,5,45,5,458,17.22,16,60.91,4.88,1
4713,79,78,4,46,5,208,13.14,8,97.42,2.87,6
4714,39,174,3,38,1,88,9.71,6,70.27,3.4,1
4715,39,133,5,11,1,354,4.37,1,78.09,2.78,7
4716,34,32,1,45,3,293,1.92,3,93.05,2.68,2
4717,30,39,2,7,1,462,16.9,5,74.18,7.36,8
4718,77,295,3,33,5,220,15.9,20,99.43,13.29,1
4719,4,193,5,15,3,397,1.01,10,81.18,14.51,0
4720,97,156,1,49,1,285,5.15,13,65.44,13.38,4
4721,28,196,5,14,1,440,18.82,1,82.98,7.19,5
4722,21,226,4,24,3,497,19.01,14,60.91,6.16,0
4723,65,237,3,48,1,298,14.1,3,73.93,14.94,8
4724,27,146,4,26,1,79,6.27,17,78.2,8.41,5
4725,41,166,4,26,2,72,12.84,0,73.98,10.73,2
4726,67,208,5,9,2,450,7.84,17,71.73,4.79,10
4727,32,271,3,17,1,264,18.94,9,73.08,6.83,10
4728,47,105,3,1,1,204,11.44,2,64.14,1.9,0
4729,74,7,4,22,3,177,11.68,3,68.84,1.94,10
4730,63,13,1,3,2,436,5.25,20,94.47,3.99,10
4731,95,143,3,11,5,246,13.47,14,71.75,11.16,9
4732,52,136,2,37,2,231,19.42,13,84.08,14.38,5
4733,84,180,2,39,1,180,9.11,19,94.18,10.71,5
4734,71,230,1,32,1,208,14.24,5,82.69,1.51,9
4735,52,86,3,39,1,241,19.32,12,99.67,6.02,7
4736,18,267,3,24,4,302,0.83,8,99.02,0.14,3
4737,83,32,4,15,3,298,15.78,20,91.69,12.21,3
4738,19,33,3,34,4,132,2.39,6,79.79,1.9,6
4739,77,1,4,23,3,382,10.02,15,82.01,4.65,1
4740,57,234,2,47,1,303,3.5,16,91.45,12.97,9
4741,67,168,5,12,3,96,1.73,2,63.09,2.55,2
4742,1,250,5,33,2,87,6.26,17,98.66,3.44,6
4743,27,285,3,2,3,69,2.85,16,89.95,13.46,6
4744,30,24,1,35,1,407,12.9,3,94.77,12.67,9
4745,67,96,2,39,3,338,0.71,15,98.7,9.04,2
4746,83,53,2,32,2,91,11.53,20,98.03,11.26,8
4747,86,68,3,3,4,404,11.05,4,99.66,11.17,6
4748,4,281,2,27,3,492,0.48,17,67.98,11.63,10
4749,41,181,3,29,3,68,8.88,14,95.39,6.54,2
4750,42,47,3,35,3,247,15.07,1,63.18,14.71,0
4751,77,77,3,6,2,117,7.22,1,64.73,9.03,1
4752,26,164,5,45,5,363,12.15,13,79.04,6.31,2
4753,31,201,4,50,1,71,8.86,18,81.88,7.16,7
4754,21,234,5,36,3,220,1.78,20,88.06,5.76,0
4755,26,128,5,6,1,431,2.42,20,73.92,7.42,1
4756,52,132,5,20,1,153,18.87,13,74.99,8.0,9
4757,85,54,5,11,4,179,14.91,2,99.47,11.47,5
4758,18,225,2,17,4,340,0.8,10,80.85,8.89,4
4759,16,258,5,11,5,285,13.11,16,93.64,3.3,2
4760,49,254,5,19,4,181,2.2,7,83.73,8.99,7
4761,68,279,5,35,3,316,17.66,17,89.52,2.54,9
4762,57,297,1,25,5,200,6.08,10,84.14,2.05,1
4763,39,37,4,30,3,153,14.14,5,86.69,10.79,4
4764,100,202,2,48,5,113,3.66,1,80.02,2.64,6
4765,10,137,4,8,2,335,3.92,6,83.65,0.49,3
4766,73,46,5,11,3,339,3.38,11,91.21,14.56,3
4767,69,4,4,3,3,205,6.45,8,94.06,2.53,1
4768,34,28,4,4,1,406,7.22,7,92.32,9.15,9
4769,8,26,2,36,1,367,11.92,10,94.03,14.88,3
4770,35,2,3,3,2,319,0.97,8,90.58,11.35,0
4771,57,124,4,30,4,218,9.07,16,68.18,11.64,7
4772,3,298,3,33,4,154,12.95,8,99.03,12.23,8
4773,63,20,5,36,3,243,3.11,10,75.87,11.26,4
4774,81,289,3,18,4,499,11.25,8,62.86,7.57,6
4775,59,108,3,7,2,141,14.81,10,82.6,6.47,7
4776,77,2,5,37,2,182,2.87,18,64.11,8.2,8
4777,18,165,1,50,1,187,16.02,8,93.32,3.34,5
4778,34,113,3,16,3,297,16.82,20,88.1,12.7,7
4779,27,172,1,33,5,131,17.87,10,88.04,5.88,5
4780,73,20,3,4,2,258,10.33,9,79.84,5.33,5
4781,27,47,4,19,1,366,8.42,17,60.81,6.9,1
4782,53,16,2,20,4,88,13.91,9,70.94,2.08,10
4783,50,238,5,28,3,272,17.72,18,79.62,6.04,5
4784,39,103,2,47,1,386,5.8,13,63.88,8.77,9
4785,6,150,1,29,2,362,15.75,9,96.17,13.74,10
4786,84,5,5,19,5,196,12.4,20,98.17,13.58,6
4787,19,91,4,42,2,92,2.71,5,66.94,11.31,6
4788,88,188,1,19,4,50,17.8,16,66.41,10.01,5
4789,57,102,4,25,1,255,14.19,6,77.2,10.95,4
4790,85,14,1,1,1,258,1.93,19,62.5,3.56,6
4791,2,108,4,20,5,451,4.2,3,78.95,7.64,2
4792,28,145,3,9,1,468,3.87,20,89.75,9.57,5
4793,88,200,4,13,1,130,7.82,3,62.95,3.78,0
4794,95,10,3,27,1,487,4.69,4,69.89,8.71,4
4795,86,275,2,3,1,495,6.93,14,95.88,7.42,4
4796,21,220,3,15,5,249,7.9,10,99.94,0.48,8
4797,51,43,2,32,3,109,9.56,18,91.71,3.03,6
4798,38,165,4,24,3,392,17.46,11,81.54,9.13,1
4799,63,288,4,5,5,488,10.05,19,91.27,8.81,9
4800,95,186,5,32,4,345,14.97,20,65.33,13.13,10
4801,90,169,5,37,2,454,16.61,15,88.51,0.76,8
4802,55,103,1,49,4,306,6.9,0,86.82,3.8,5
4803,22,128,1,9,2,250,10.58,5,96.43,8.45,7
4804,19,111,1,36,3,91,18.01,7,61.73,1.74,10
4805,35,217,2,1,5,454,1.59,8,67.07,9.79,3
4806,87,262,2,15,2,175,10.05,6,85.82,12.48,9
4807,39,83,4,40,1,302,8.96,14,91.25,11.08,8
4808,19,50,4,44,4,78,8.76,9,97.7,6.05,5
4809,37,243,1,18,2,406,18.28,10,60.6,7.0,10
4810,51,178,2,30,5,177,3.0,16,90.86,2.43,8
4811,35,61,3,4,4,93,18.59,15,61.14,9.84,0
4812,32,276,3,36,2,480,19.8,11,78.68,12.44,10
4813,12,94,1,1,5,486,16.45,1,92.89,3.46,9
4814,44,159,2,19,3,362,1.38,14,85.53,2.26,3
4815,64,101,5,36,5,368,4.66,13,65.91,2.48,8
4816,75,79,2,10,1,438,15.52,13,99.68,5.31,7
4817,65,166,3,45,3,318,18.13,3,66.03,10.33,8
4818,10,240,3,12,4,111,19.41,13,82.08,0.46,8
4819,63,68,2,4,5,394,5.42,19,75.28,9.37,9
4820,7,165,2,18,3,157,16.36,6,64.61,11.01,3
4821,63,68,1,32,4,476,5.11,20,93.38,5.82,7
4822,80,159,4,14,3,79,14.63,10,84.49,4.64,0
4823,72,263,1,40,1,426,17.41,4,82.12,6.12,5
4824,19,102,1,13,5,125,3.86,13,99.31,9.1,3
4825,65,119,1,12,5,229,10.83,5,68.46,0.65,3
4826,36,131,4,16,5,342,10.9,20,61.55,7.47,1
4827,52,243,1,28,4,244,18.66,7,75.62,13.1,7
4828,98,196,3,30,3,66,7.35,3,77.11,13.07,1
4829,15,256,4,4,3,440,16.44,20,84.22,1.59,9
4830,90,80,2,37,2,163,0.03,11,70.77,6.65,4
4831,76,159,4,24,4,382,1.87,19,68.05,0.57,0
4832,54,276,2,21,1,350,19.06,13,78.25,0.89,0
4833,18,247,5,30,1,151,4.2,14,66.0,2.31,3
4834,55,3,3,17,1,365,9.23,9,76.24,5.05,2
4835,5,78,4,15,2,73,1.55,20,96.7,6.2,4
4836,55,280,1,39,2,287,12.62,4,99.59,4.49,8
4837,74,105,5,1,3,450,8.78,14,94.54,0.52,9
4838,94,255,4,8,3,236,5.02,7,77.54,11.89,6
4839,4,250,4,2,1,314,13.21,6,64.12,11.75,0
4840,45,297,5,46,2,134,8.85,5,72.98,13.48,10
4841,93,251,2,25,2,487,3.84,12,69.6,8.79,3
4842,44,123,4,3,5,377,11.31,4,82.23,0.73,4
4843,23,24,4,15,1,401,15.43,0,64.19,10.91,7
4844,59,271,1,20,3,447,5.64,4,79.12,7.04,0
4845,80,88,2,19,1,200,4.81,12,90.24,13.44,10
4846,31,87,1,11,3,349,8.04,8,82.02,14.78,8
4847,100,13,5,34,2,167,3.55,9,83.19,0.12,0
4848,97,57,5,8,5,428,18.84,9,86.65,4.79,10
4849,96,254,4,9,1,127,2.8,10,61.46,13.95,6
4850,76,5,2,33,4,398,8.18,1,86.18,12.6,0
4851,61,219,5,49,5,93,5.76,6,89.65,12.42,2
4852,2,266,3,26,1,276,1.9,9,94.08,4.0,5
4853,80,179,4,14,5,144,8.26,10,75.21,6.88,1
4854,27,296,3,11,5,401,7.46,11,90.82,11.7,7
4855,26,48,1,22,2,464,15.45,14,84.53,10.01,4
4856,92,276,1,30,5,68,9.55,10,97.47,2.49,7
4857,59,159,2,46,5,289,10.53,9,99.2,4.81,6
4858,51,267,5,38,4,156,7.22,17,96.63,2.62,1
4859,5,79,5,1,2,270,4.61,20,69.9,8.9,8
4860,41,189,5,13,4,442,5.12,6,75.98,12.99,7
4861,59,177,2,27,2,121,9.83,1,82.49,5.42,7
4862,74,274,2,5,5,197,19.55,5,88.11,1.61,10
4863,55,197,1,19,5,103,10.34,18,75.87,10.7,9
4864,9,184,5,46,5,139,18.93,14,65.58,7.06,1
4865,60,80,5,48,5,333,8.44,19,83.15,1.54,0
4866,26,201,3,37,1,105,3.48,19,86.6,11.94,5
