Infra_id,Date_id,Systeme_id,Employe_id,Taux_disponibilité_système,Nb_incidents_résolus,Temps_moyen_résolution,Taux_conformité_normes,Taux_reponse_plateforme
5276,7,25,242,90.62,12,15.14,96.66,75.62
5277,76,8,53,83.88,38,36.27,81.45,89.01
5278,81,37,61,99.33,0,21.14,85.7,97.75
5279,100,44,263,88.14,34,7.28,89.04,71.19
5280,47,20,262,95.59,49,15.91,81.07,89.73
5281,59,41,244,84.63,17,23.3,75.24,72.88
5282,47,25,5,91.94,29,0.53,79.83,94.89
5283,43,38,228,94.3,35,33.5,93.4,80.64
5284,22,23,50,92.12,25,39.2,73.28,73.81
5285,28,29,145,94.25,18,29.06,85.03,94.1
5286,96,38,264,91.31,26,47.84,81.48,80.68
5287,12,18,278,88.16,41,21.79,72.65,74.53
5288,45,34,198,81.41,6,19.99,96.42,83.41
5289,30,50,111,94.05,41,43.38,77.68,90.77
5290,65,23,298,87.96,10,25.41,86.36,80.69
5291,28,47,277,89.86,19,25.9,91.56,96.98
5292,17,33,295,92.98,42,23.22,91.83,88.29
5293,64,1,139,95.59,12,46.1,84.91,96.61
5294,37,15,113,96.23,41,12.5,95.57,73.19
5295,8,36,136,80.86,15,32.49,91.45,80.63
5296,12,45,238,82.96,45,30.06,94.08,89.32
5297,33,31,89,90.49,36,15.23,88.55,71.62
5298,20,39,274,97.46,36,35.66,99.14,78.27
5299,97,14,64,90.52,23,21.25,82.83,92.7
5300,27,4,120,91.73,35,13.43,80.61,78.87
5301,56,44,17,85.04,40,38.37,80.8,96.21
5302,68,22,182,89.76,40,7.93,92.29,78.53
5303,97,26,288,93.73,24,21.91,93.78,92.58
5304,99,48,125,81.52,43,21.29,84.59,71.46
5305,63,35,196,89.81,2,11.95,72.54,90.19
5306,89,47,196,98.52,49,11.53,99.58,92.37
5307,23,20,149,90.08,35,7.39,89.66,97.69
5308,44,23,80,92.42,43,47.38,78.25,91.5
5309,56,7,213,91.05,42,23.79,93.77,79.23
5310,43,49,102,82.28,20,46.56,93.68,76.57
5311,90,43,231,95.27,14,46.8,94.49,96.33
5312,67,8,63,81.18,13,16.4,89.27,89.56
5313,42,23,256,89.32,11,45.05,99.56,88.06
5314,2,3,285,82.46,26,8.04,82.65,93.14
5315,27,31,39,86.03,18,18.59,87.12,88.79
5316,14,27,9,94.36,39,32.45,81.09,93.57
5317,63,5,88,84.42,44,45.97,91.65,73.88
5318,22,17,119,93.65,31,16.22,78.14,80.2
5319,4,45,121,95.48,36,27.03,88.42,91.64
5320,68,37,62,86.39,49,39.45,80.69,96.3
5321,15,9,216,89.4,9,46.98,81.44,95.85
5322,47,21,57,90.5,16,11.98,83.25,75.22
5323,64,2,289,92.81,1,28.61,91.65,77.95
5324,53,9,246,86.64,13,40.18,73.69,93.85
5325,14,50,204,81.98,36,27.7,98.56,76.82
5326,92,19,60,80.88,22,19.17,96.38,72.62
5327,40,15,55,91.12,14,17.21,90.2,93.71
5328,18,50,220,82.92,28,6.78,79.59,75.01
5329,72,3,129,89.86,36,33.08,72.83,86.09
5330,8,18,218,85.36,49,4.2,94.52,77.31
5331,88,9,261,99.76,14,43.43,71.79,84.66
5332,99,43,158,87.25,30,45.15,87.85,98.81
5333,28,38,244,94.37,40,47.78,95.93,81.83
5334,59,15,259,94.48,30,29.89,76.02,74.63
5335,23,31,82,91.81,36,37.64,76.52,91.31
5336,61,33,168,99.29,11,35.88,73.11,99.5
5337,29,48,83,82.99,20,18.21,85.7,80.38
5338,27,13,41,97.68,31,44.13,76.17,77.12
5339,82,20,90,87.03,10,34.94,96.32,71.2
5340,59,16,160,92.76,48,7.07,96.39,98.07
5341,99,47,232,93.18,34,37.86,78.6,92.72
5342,77,36,140,95.84,0,12.08,77.5,93.25
5343,80,32,296,83.08,14,30.89,99.04,85.2
5344,72,44,244,98.35,9,15.65,99.76,90.85
5345,51,8,237,89.57,50,45.12,99.76,84.8
5346,97,25,269,91.75,19,35.93,95.77,75.63
5347,76,7,101,97.23,15,26.66,93.29,71.4
5348,25,7,15,99.64,45,17.89,80.11,84.48
5349,83,28,191,82.0,19,2.07,93.83,76.44
5350,83,41,279,99.82,10,1.46,95.81,72.12
5351,35,17,268,93.29,26,46.44,98.28,99.96
5352,88,49,271,98.14,38,23.56,91.32,82.37
5353,82,13,41,96.14,42,24.69,75.03,82.42
5354,57,28,71,85.86,50,19.78,71.06,79.65
5355,91,4,179,85.66,50,39.42,92.9,75.54
5356,27,27,216,94.43,28,30.43,75.47,90.92
5357,8,31,160,94.81,4,5.57,83.66,77.69
5358,75,17,74,93.34,26,1.36,88.39,88.57
5359,33,43,92,85.95,35,38.29,88.52,91.52
5360,71,9,295,86.11,35,31.44,72.28,78.16
5361,80,4,170,92.92,12,6.71,98.13,75.46
5362,89,47,273,80.76,15,1.97,79.51,87.94
5363,52,20,116,81.97,22,23.67,95.23,88.02
5364,24,20,121,97.16,37,16.28,78.51,87.57
5365,30,4,57,82.99,8,33.59,88.68,94.81
5366,65,35,78,83.32,23,43.68,84.23,88.38
5367,46,38,51,86.89,31,3.21,72.44,84.98
5368,32,40,92,96.19,8,30.42,72.88,87.19
5369,19,21,90,85.31,47,19.44,72.31,92.51
5370,26,42,64,90.75,17,34.03,72.81,81.97
5371,90,35,284,80.23,17,10.07,88.7,82.27
5372,60,15,59,95.28,9,15.72,76.26,78.32
5373,21,24,76,89.56,33,40.45,89.87,92.22
5374,35,39,112,95.6,32,44.91,97.19,80.65
5375,70,47,273,81.29,3,25.5,73.34,76.05
5376,60,23,174,86.5,36,37.46,82.09,78.43
5377,88,41,254,99.87,14,11.52,90.8,72.84
5378,58,33,37,88.09,20,39.82,76.88,70.74
5379,41,7,131,90.68,38,4.4,72.92,87.4
5380,38,48,92,89.35,18,27.1,98.25,94.95
5381,3,10,35,94.46,24,43.59,78.85,91.33
5382,53,29,233,89.61,13,33.84,94.88,97.02
5383,50,6,234,90.47,6,39.55,88.98,96.3
5384,44,50,69,92.65,40,13.7,97.42,76.5
5385,23,17,122,85.95,24,17.27,97.71,81.78
5386,62,35,138,86.65,47,21.41,72.78,75.96
5387,58,44,126,97.71,45,15.5,97.8,95.04
5388,83,26,104,92.03,4,31.17,89.31,89.95
5389,50,17,196,90.6,35,34.61,84.66,83.52
5390,50,35,166,83.47,15,9.26,83.44,99.24
5391,98,13,296,91.1,21,22.6,90.3,74.35
5392,66,38,71,96.25,0,13.93,95.66,76.59
5393,86,13,105,91.23,5,41.71,86.79,95.11
5394,59,6,269,82.28,37,46.39,86.05,99.63
5395,95,11,233,96.15,31,13.33,81.74,74.34
5396,84,8,281,81.36,22,24.07,73.92,97.23
5397,90,11,245,92.55,18,10.36,74.82,92.35
5398,34,34,96,95.31,36,46.28,80.0,92.6
5399,74,18,141,80.07,10,37.36,82.82,79.73
5400,21,23,31,89.59,29,35.92,74.89,82.48
5401,8,24,28,99.41,40,43.07,70.38,84.08
5402,23,43,100,90.95,44,26.93,83.2,83.59
5403,88,34,231,90.18,44,4.42,77.68,76.24
5404,18,35,162,80.41,35,24.07,80.06,82.02
5405,39,35,50,92.8,1,14.95,99.44,95.49
5406,84,41,213,99.0,31,17.84,92.41,71.16
5407,44,23,157,96.11,5,14.81,92.65,78.72
5408,45,37,191,87.5,39,6.15,78.26,76.19
5409,89,49,294,98.59,18,15.9,74.56,90.06
5410,52,37,18,81.44,45,39.57,76.47,91.9
5411,79,5,65,99.73,6,20.05,97.19,94.09
5412,88,34,92,86.0,4,45.9,99.5,90.16
5413,55,38,255,90.8,10,46.77,81.17,96.7
5414,81,1,135,94.59,44,26.41,89.45,75.92
5415,30,5,253,91.29,49,35.43,75.31,72.12
5416,54,17,277,86.33,4,18.55,75.41,81.94
5417,43,1,167,87.18,29,12.92,80.4,75.25
5418,52,26,146,91.54,33,44.95,80.04,70.1
5419,5,36,22,86.15,18,25.76,95.43,87.3
5420,38,17,212,91.59,31,18.45,95.39,81.02
5421,33,5,276,92.24,46,9.44,86.42,80.57
5422,47,47,58,87.65,34,12.59,92.63,81.9
5423,3,27,274,82.63,2,42.32,72.36,91.17
5424,46,8,160,98.62,50,32.29,87.05,87.87
5425,60,17,293,94.27,50,40.54,89.31,76.9
5426,11,1,232,83.13,19,12.17,86.94,90.59
5427,10,14,231,93.03,36,36.3,94.41,89.29
5428,63,32,7,84.19,11,16.18,82.13,79.17
5429,26,16,172,84.29,28,28.46,88.51,80.62
5430,73,1,255,86.63,15,5.23,87.1,96.76
5431,47,27,285,89.24,28,18.2,92.56,87.17
5432,83,22,272,91.28,28,17.45,81.44,81.55
5433,52,45,82,99.7,40,19.04,90.12,84.8
5434,83,43,296,82.48,7,12.2,89.05,83.52
5435,75,49,103,97.07,50,19.69,81.73,70.59
5436,29,49,61,92.43,41,33.93,82.49,89.88
5437,62,44,39,90.14,6,33.89,92.35,78.97
5438,86,19,172,99.18,18,3.22,82.03,71.04
5439,46,35,175,90.55,30,36.04,73.74,70.72
5440,10,43,194,90.74,33,6.94,79.69,82.88
5441,61,43,223,81.03,34,40.58,96.08,92.96
5442,88,18,245,99.31,47,36.65,76.98,97.4
5443,81,48,269,94.28,45,22.02,81.26,94.72
5444,43,35,246,85.92,42,23.26,77.74,98.66
5445,28,28,170,81.64,9,18.06,88.53,78.65
5446,1,14,253,89.83,23,45.55,74.7,90.58
5447,75,34,132,83.6,37,45.2,89.22,82.92
5448,30,31,180,95.77,2,16.58,80.37,82.37
5449,92,24,78,97.17,39,25.15,85.65,86.16
5450,71,44,231,84.89,16,31.4,85.17,81.14
5451,4,6,226,84.66,18,28.84,83.0,85.56
5452,86,7,72,84.66,31,18.87,72.68,89.53
5453,68,46,213,97.25,35,26.61,93.32,98.96
5454,38,35,198,88.36,25,39.14,81.62,79.15
5455,14,22,145,99.88,10,29.29,89.91,73.15
5456,88,5,224,82.43,46,12.11,80.72,79.86
5457,22,43,250,99.05,16,17.85,82.31,78.26
5458,16,50,117,94.84,26,41.13,81.87,77.52
5459,32,20,181,85.93,12,19.83,95.48,71.04
5460,61,31,21,87.51,4,22.77,96.61,91.01
5461,32,18,252,93.19,41,1.76,89.7,91.66
5462,14,11,112,80.33,49,7.84,74.32,91.34
5463,19,26,64,87.15,29,15.34,83.17,83.39
5464,77,8,155,89.04,10,28.74,70.88,82.89
5465,22,10,190,92.36,4,20.57,94.77,89.74
5466,48,7,24,90.42,48,31.81,84.35,92.5
5467,5,18,55,95.53,28,26.57,90.59,86.91
5468,29,35,90,88.03,39,39.01,74.59,98.27
5469,77,7,230,85.61,2,32.58,84.13,92.98
5470,73,14,117,92.23,48,31.28,72.16,82.06
5471,10,28,207,85.46,13,20.62,92.37,97.0
5472,69,24,168,81.86,15,43.33,82.62,84.76
5473,13,40,221,99.51,28,9.44,93.58,91.7
5474,72,16,19,91.02,4,18.86,72.95,87.17
5475,69,6,254,86.47,23,10.96,81.55,90.07
5476,61,12,180,94.81,12,26.4,84.55,89.11
5477,54,10,97,91.01,5,45.86,72.2,99.64
5478,30,30,92,96.26,7,30.21,81.03,70.98
5479,94,14,23,84.19,31,31.26,81.92,77.69
5480,88,39,223,85.76,31,10.61,70.27,82.51
5481,81,14,133,96.87,7,4.93,82.09,72.51
5482,85,43,289,87.95,47,35.11,78.16,84.31
5483,15,28,296,83.45,42,38.76,98.01,79.99
5484,23,44,187,94.68,18,10.09,89.74,84.24
5485,10,17,281,83.32,14,46.9,72.33,85.0
5486,14,38,89,85.85,42,38.31,75.25,73.39
5487,95,39,294,96.6,19,17.14,99.02,79.58
5488,45,48,45,94.59,22,22.12,97.81,90.03
5489,66,34,116,81.83,8,9.14,70.89,94.87
5490,5,28,156,95.77,24,38.94,80.93,80.26
5491,57,15,216,94.62,43,31.21,96.48,85.05
5492,40,22,201,84.59,19,0.69,98.81,93.17
5493,6,36,77,83.81,32,29.63,82.32,88.43
5494,90,7,94,89.09,27,43.88,89.43,90.23
5495,22,32,163,83.54,44,25.44,76.7,82.74
5496,27,7,93,88.15,23,30.43,78.85,79.28
5497,56,2,300,94.79,0,9.55,79.12,76.63
5498,52,2,180,82.02,37,10.34,78.17,93.68
5499,51,36,46,85.85,46,17.28,80.75,79.29
5500,6,8,269,88.9,31,4.13,85.75,90.57
5501,31,2,152,92.35,8,43.88,79.12,81.69
5502,37,3,251,88.78,22,36.62,85.91,96.01
5503,38,9,215,81.15,14,46.58,81.69,83.59
5504,25,17,92,98.55,34,26.28,92.98,72.56
5505,41,32,3,93.63,7,10.84,83.0,75.99
5506,27,17,138,81.67,45,46.5,76.54,85.76
5507,76,24,163,91.04,39,17.53,89.64,74.72
5508,87,35,247,91.43,36,3.32,74.98,86.3
5509,84,43,225,96.01,11,42.54,71.35,87.37
5510,96,26,178,83.1,11,18.13,99.95,72.6
5511,88,12,264,99.87,23,45.53,97.3,82.57
5512,67,10,300,97.8,15,34.79,91.28,78.62
5513,56,28,199,98.17,6,7.43,98.07,94.45
5514,13,40,193,85.04,30,3.16,88.52,98.37
5515,9,20,182,81.59,2,24.24,83.09,93.21
5516,100,37,246,89.66,32,22.07,87.74,81.76
5517,88,33,127,98.3,49,27.83,85.69,72.75
5518,21,30,84,88.29,13,33.86,87.35,81.33
5519,7,8,7,83.93,21,18.81,87.42,88.53
5520,78,44,36,93.63,47,33.53,96.99,77.21
5521,47,5,165,98.49,21,37.02,96.04,76.73
5522,70,35,295,99.26,23,27.4,72.01,87.28
5523,79,28,56,91.91,17,40.72,83.36,74.81
5524,100,47,205,95.18,44,20.95,79.3,87.08
5525,57,48,110,93.61,50,17.44,73.84,71.74
5526,42,41,110,94.24,35,13.92,72.48,73.3
5527,70,30,249,83.36,4,20.49,98.42,90.97
5528,2,20,137,80.04,43,43.56,97.5,87.09
5529,71,34,37,90.18,41,21.67,98.4,87.36
5530,26,10,184,84.98,2,1.99,85.54,71.03
5531,73,16,243,82.05,50,3.44,96.85,99.18
5532,75,50,47,80.97,3,25.35,71.72,73.34
5533,55,6,202,84.06,20,13.26,81.37,88.05
5534,36,15,284,89.92,35,13.0,96.21,91.43
5535,15,32,195,88.79,40,2.94,84.74,96.9
5536,35,11,101,92.5,39,12.51,70.09,70.02
5537,56,49,107,84.79,50,42.84,89.98,98.48
5538,88,26,83,84.77,13,17.89,87.16,90.46
5539,73,27,248,81.53,43,15.62,86.63,75.68
5540,85,6,184,98.31,19,11.37,96.11,75.79
5541,28,38,194,81.2,14,10.59,87.52,93.28
5542,33,31,11,85.47,32,21.93,78.34,81.39
5543,90,44,292,95.26,1,25.52,87.81,84.91
5544,11,2,264,83.93,23,11.4,95.03,80.18
5545,21,24,203,86.64,42,7.97,71.26,80.75
5546,30,31,24,89.84,19,20.56,80.72,81.63
5547,53,15,5,80.13,4,21.02,73.62,96.75
5548,99,50,159,85.3,11,45.25,83.08,98.16
5549,63,11,232,88.39,41,3.19,78.26,79.88
5550,17,21,295,87.67,33,8.02,94.29,93.24
5551,25,6,103,81.74,43,15.14,83.34,98.48
5552,4,29,279,95.36,46,8.5,73.88,71.58
5553,54,25,273,89.0,0,40.73,91.49,73.22
5554,68,7,181,87.25,31,31.09,83.97,80.07
5555,64,25,72,92.88,28,9.94,74.73,71.19
5556,21,1,198,99.99,31,41.38,79.34,80.82
5557,40,2,215,98.0,36,44.76,85.05,94.57
5558,67,36,62,99.5,24,17.24,71.71,81.77
5559,11,17,35,87.5,2,25.61,75.18,88.81
5560,27,21,58,88.07,24,38.6,85.55,89.62
5561,57,46,125,94.7,28,14.96,90.38,85.8
5562,81,14,196,99.69,14,32.55,95.0,76.43
5563,48,8,269,99.74,21,23.82,80.62,92.83
5564,43,13,286,81.81,0,15.63,96.84,94.94
5565,2,8,253,88.41,15,21.54,84.59,99.82
5566,74,13,100,84.2,1,41.24,98.72,87.94
5567,27,31,47,96.8,11,22.67,87.89,73.23
5568,42,31,109,80.39,43,11.32,79.28,70.97
5569,63,28,238,82.3,28,18.42,71.08,75.56
5570,40,19,265,93.25,27,27.92,96.32,83.35
5571,93,4,198,95.03,9,5.25,97.25,74.13
5572,44,18,180,86.91,41,6.72,80.71,70.25
5573,70,7,215,96.05,28,44.43,70.68,94.8
5574,94,36,212,84.91,49,33.72,72.25,78.76
5575,29,38,150,90.73,3,22.98,75.85,96.46
5576,23,44,185,90.06,4,41.44,76.86,85.56
5577,37,26,259,87.31,16,26.48,95.74,77.01
5578,61,13,222,81.03,45,19.66,83.43,90.34
5579,67,4,185,85.83,39,4.2,79.06,94.56
5580,50,24,95,86.89,41,40.22,76.76,84.4
5581,94,46,112,85.75,10,22.09,94.61,89.99
5582,4,30,296,97.99,28,16.66,81.36,99.29
5583,79,47,94,88.88,35,26.44,97.12,94.96
5584,64,40,85,97.8,2,45.33,77.96,74.5
5585,61,31,151,80.69,50,23.52,92.43,87.5
5586,6,34,261,80.27,14,10.65,82.61,86.88
5587,97,29,233,92.64,47,28.18,91.33,81.81
5588,82,24,101,92.82,6,39.62,94.77,95.16
5589,60,18,237,85.01,22,10.59,76.98,93.11
5590,35,26,279,83.54,0,14.17,96.04,85.39
5591,76,7,175,89.33,40,11.53,89.51,95.46
5592,53,48,194,81.08,8,35.3,85.19,88.27
5593,57,15,196,81.85,33,18.43,88.59,82.03
5594,99,32,112,96.03,44,17.79,76.09,75.32
5595,9,13,144,92.73,31,44.55,73.45,75.07
5596,6,23,250,99.44,24,28.75,95.97,72.16
5597,28,11,233,87.75,13,28.07,94.81,76.33
5598,63,25,179,96.15,3,44.52,71.41,99.63
5599,79,36,264,97.11,13,26.0,96.36,78.76
5600,65,12,163,90.45,24,30.81,71.07,71.93
5601,31,43,242,92.69,41,31.61,93.45,89.91
5602,23,12,127,90.61,25,21.42,78.81,99.55
5603,1,8,179,82.62,6,35.82,98.27,97.2
5604,60,18,168,87.98,45,9.2,73.08,84.6
5605,11,48,94,91.27,18,4.23,86.52,74.94
5606,93,48,21,97.19,35,9.17,91.0,92.56
5607,30,39,21,95.51,33,24.35,97.99,94.81
5608,61,29,168,85.84,18,39.9,85.55,90.13
5609,75,20,35,87.72,42,40.43,93.57,77.59
5610,80,15,285,83.22,6,13.46,86.39,77.94
5611,92,37,55,98.22,35,36.32,74.6,86.55
5612,57,4,283,99.74,30,47.63,86.26,86.8
5613,37,46,201,94.9,47,15.61,80.34,89.61
5614,41,27,18,97.54,49,19.83,94.54,71.26
5615,35,6,109,94.11,3,28.3,97.38,90.45
5616,81,32,258,86.08,37,16.01,71.12,86.69
5617,83,49,117,85.61,11,23.52,78.93,71.08
5618,42,29,254,82.0,24,47.15,98.39,87.62
5619,7,33,239,88.99,43,43.12,91.69,93.46
5620,90,43,98,95.95,42,43.65,77.32,71.8
5621,59,21,59,84.58,42,11.38,82.74,97.59
5622,87,12,191,93.99,39,34.88,73.79,98.74
5623,15,3,223,96.03,25,35.44,80.73,88.37
5624,17,50,289,83.12,46,15.19,93.54,94.64
5625,74,29,213,97.92,27,23.15,89.4,96.12
5626,100,31,68,91.32,36,44.4,94.42,77.79
5627,75,30,52,97.3,40,9.09,92.3,75.93
5628,27,33,67,92.5,14,37.87,89.48,73.18
5629,67,8,205,82.01,16,10.71,76.7,93.21
5630,47,8,120,81.94,3,8.61,76.7,90.11
5631,17,3,115,99.64,40,36.7,84.42,72.63
5632,87,21,29,84.82,27,9.02,91.97,76.09
5633,81,16,127,86.45,20,16.78,88.78,86.85
5634,64,23,148,86.24,0,5.54,75.04,84.02
5635,50,42,31,88.93,31,14.38,88.81,84.61
5636,81,40,228,80.12,11,16.12,74.25,72.91
5637,88,26,289,98.5,7,6.76,74.94,70.94
5638,98,26,167,95.7,33,19.34,95.06,80.48
5639,7,20,69,96.59,43,19.94,77.74,93.16
5640,15,21,226,81.53,14,37.0,74.13,71.07
5641,14,39,79,86.5,18,22.95,99.68,97.9
5642,48,24,250,90.94,46,24.39,95.63,84.99
5643,57,8,63,85.3,5,8.66,86.62,94.91
5644,23,21,240,90.75,32,15.92,76.98,79.62
5645,20,22,15,80.18,41,12.08,74.71,97.22
5646,59,29,221,97.22,47,28.64,72.16,93.29
5647,6,35,244,88.13,5,40.3,75.66,84.52
5648,59,25,256,93.77,25,40.33,97.44,81.48
5649,47,43,273,91.69,45,22.01,95.95,75.87
5650,61,36,148,86.34,0,12.54,91.81,80.32
5651,17,5,216,80.3,15,1.01,98.35,76.0
5652,22,23,209,93.27,10,36.7,91.38,91.4
5653,30,18,12,80.54,49,27.29,82.13,96.01
5654,24,42,151,83.6,4,45.23,96.58,85.42
5655,79,21,200,98.46,37,0.61,70.29,98.13
5656,2,21,206,84.48,30,10.34,78.55,78.96
5657,64,9,42,96.19,45,18.62,99.11,83.16
5658,7,32,152,81.37,34,28.84,76.72,72.9
5659,45,23,239,88.95,19,24.0,89.48,99.53
5660,91,32,96,96.81,6,15.04,93.95,91.38
5661,13,33,50,85.27,36,38.06,93.52,75.77
5662,68,33,68,83.57,1,24.82,80.55,99.96
5663,45,40,66,88.91,33,33.73,71.79,78.53
5664,53,35,223,96.57,24,26.8,95.59,89.96
5665,6,29,50,98.66,8,30.18,82.04,76.92
5666,15,6,232,80.33,6,26.07,90.09,96.22
5667,56,33,90,94.19,21,34.08,85.82,99.53
5668,45,5,235,83.7,20,8.33,74.26,77.11
5669,7,17,123,93.36,41,16.58,77.65,99.67
5670,52,6,257,84.93,1,24.27,80.06,88.04
5671,85,3,169,88.7,13,7.18,72.24,71.4
5672,13,26,210,91.64,26,18.86,76.79,84.1
5673,34,35,112,99.76,29,28.02,97.85,74.37
5674,93,23,156,88.46,4,20.24,77.34,95.25
5675,13,4,285,95.27,5,32.74,72.9,98.56
5676,93,41,151,91.25,34,19.19,76.46,87.65
5677,40,21,87,94.74,46,7.15,90.15,70.52
5678,84,32,27,99.95,40,28.56,76.49,87.27
5679,59,25,270,81.51,46,14.77,98.3,85.55
5680,27,43,102,96.78,48,0.56,83.75,71.69
5681,27,26,259,93.2,11,30.88,98.18,90.31
5682,64,47,243,94.45,50,1.2,75.56,85.79
5683,23,38,39,91.74,12,0.74,71.58,92.29
5684,36,45,292,85.24,34,23.1,82.83,78.53
5685,90,20,168,95.02,11,45.49,83.25,71.62
5686,1,1,94,90.24,43,1.15,72.2,79.8
5687,17,25,166,87.83,37,14.28,83.35,81.04
5688,14,38,200,82.85,39,29.01,97.45,95.84
5689,70,10,176,82.49,38,44.71,79.87,90.83
5690,14,28,65,95.41,17,6.6,98.57,71.43
5691,100,17,173,98.36,50,46.7,84.76,90.43
5692,11,33,113,95.14,5,29.34,79.22,98.63
5693,67,22,7,87.96,32,8.94,78.93,71.61
5694,69,31,296,84.92,49,47.4,84.58,78.08
5695,100,42,63,85.75,44,31.32,73.63,80.24
5696,25,18,122,87.31,45,31.39,82.66,94.97
5697,55,25,291,80.22,49,19.98,89.91,94.76
5698,42,26,174,96.15,39,46.43,78.66,91.44
5699,96,45,280,83.2,23,2.14,92.49,83.12
5700,84,47,273,87.7,33,12.82,76.67,99.49
5701,71,19,27,88.81,1,39.45,86.47,83.55
5702,97,27,211,98.2,19,22.91,70.52,94.51
5703,93,12,116,83.83,7,19.5,97.53,81.06
5704,5,46,8,89.01,41,40.85,96.29,97.97
5705,13,49,149,86.8,8,41.72,97.52,90.65
5706,63,17,208,85.39,1,7.04,77.66,94.04
5707,40,45,117,89.61,34,46.47,78.01,94.03
5708,29,35,78,98.68,28,47.08,78.05,75.91
5709,66,15,1,96.61,23,18.14,76.4,82.52
5710,60,42,4,86.73,4,5.98,75.97,79.08
5711,84,34,8,90.99,37,28.85,89.85,99.88
5712,2,23,11,91.29,15,8.51,99.73,83.94
5713,11,20,238,92.99,15,5.35,93.02,76.21
5714,51,11,36,91.57,13,34.7,92.67,96.48
5715,18,36,167,81.08,2,5.03,99.31,73.81
5716,61,30,253,89.92,20,25.08,89.48,95.38
5717,91,40,98,93.72,27,46.63,72.55,86.26
5718,87,13,258,85.11,25,24.77,91.54,70.58
5719,42,31,179,94.8,32,16.89,74.85,96.01
5720,37,12,33,91.12,33,29.77,96.47,90.85
5721,40,44,144,81.58,50,35.85,87.41,79.64
5722,55,15,121,97.98,14,16.97,77.31,74.7
5723,59,31,8,97.74,40,39.72,81.59,92.99
5724,34,13,25,94.0,26,33.83,72.48,96.41
5725,5,23,112,87.34,42,32.17,88.0,72.01
5726,75,23,128,92.73,33,11.39,99.57,83.49
5727,40,46,292,97.58,6,13.43,95.65,75.44
5728,40,48,277,93.37,3,35.67,72.76,89.92
5729,35,16,272,99.73,9,41.37,78.04,98.26
5730,38,32,154,81.98,50,20.09,85.24,95.88
5731,42,24,97,81.54,27,15.32,86.9,71.83
5732,77,32,125,96.69,38,14.12,89.18,84.47
5733,41,45,103,87.78,14,18.44,86.35,94.15
5734,37,17,181,93.47,8,20.26,89.34,87.52
5735,34,37,95,96.73,40,19.99,97.66,76.68
5736,80,44,299,81.27,16,34.37,70.11,70.01
5737,58,45,118,83.75,32,13.65,91.35,98.03
5738,82,7,243,92.11,18,13.27,80.58,95.14
5739,41,12,280,90.56,15,13.5,94.46,80.21
5740,32,17,271,87.96,30,4.84,80.51,89.74
5741,40,15,52,83.58,39,18.17,79.05,71.92
5742,62,30,286,91.89,13,10.49,74.06,93.26
5743,45,36,179,91.54,46,30.05,78.33,97.32
5744,43,7,207,92.3,26,44.8,95.8,97.4
5745,21,24,197,95.65,20,37.42,73.34,85.26
5746,62,3,283,80.61,14,32.44,72.42,87.06
5747,93,11,295,81.86,25,29.44,71.63,93.64
5748,60,46,101,82.78,34,39.04,87.75,76.26
5749,100,48,117,91.67,13,29.77,74.37,94.35
5750,69,16,2,82.05,32,1.68,76.23,99.42
5751,49,39,182,95.12,35,5.14,87.71,76.44
5752,34,8,247,97.68,41,8.43,95.74,89.76
5753,50,27,237,90.39,12,25.47,85.46,82.44
5754,72,45,26,86.48,31,1.21,86.98,89.16
5755,1,34,208,93.74,30,38.74,75.82,92.4
5756,52,17,159,98.07,43,40.78,96.14,81.19
5757,28,24,245,81.38,42,11.38,77.4,73.93
5758,69,38,213,92.3,34,22.5,94.1,74.23
5759,81,3,152,95.35,1,36.6,77.45,93.84
5760,92,19,119,90.21,36,18.32,81.79,83.78
5761,19,32,30,93.42,39,24.11,79.72,80.23
5762,17,15,220,80.44,13,16.33,93.53,70.86
5763,100,37,119,91.96,3,6.86,84.6,85.04
5764,78,40,250,82.93,16,47.02,71.25,87.2
5765,75,19,239,86.4,3,12.15,86.66,93.79
5766,94,33,148,85.96,33,12.14,81.51,86.03
5767,1,18,210,97.34,38,25.19,93.47,72.24
5768,32,20,88,81.59,21,12.65,93.43,84.71
5769,38,49,117,92.87,17,27.03,89.11,86.97
5770,62,25,58,86.48,30,26.55,90.35,98.79
5771,95,5,194,85.86,30,41.05,96.66,80.61
5772,14,45,83,82.4,17,9.81,97.64,75.83
5773,92,12,54,89.8,41,47.23,75.81,79.73
5774,20,27,36,83.14,5,1.63,77.02,99.28
5775,9,50,54,94.67,2,28.52,98.96,81.53
5776,32,23,122,83.65,8,28.83,80.73,97.23
5777,55,41,113,83.81,8,8.34,76.98,95.36
5778,26,17,65,91.33,23,29.88,80.72,90.05
5779,56,20,138,94.25,20,19.85,86.18,83.05
5780,67,5,118,87.78,23,25.05,70.64,89.65
5781,96,26,178,92.18,5,19.32,82.11,72.21
5782,31,39,51,93.78,48,5.63,80.38,99.19
5783,79,31,72,88.37,8,45.96,70.17,93.92
5784,96,41,19,89.11,1,5.1,90.08,95.1
5785,57,1,49,97.44,48,34.91,92.55,89.77
5786,97,44,121,97.14,25,25.97,83.75,89.38
5787,64,41,88,93.42,9,44.28,77.32,85.64
5788,89,17,25,85.6,5,40.91,89.59,99.29
5789,67,13,160,92.76,16,7.75,79.67,92.55
5790,79,30,216,85.54,0,22.69,81.85,93.14
