Production_id,Date_id,Journaliste_id,Media_id,Thematique_id,NB_Depeches_publiées,NB_articles_multilingues,Taux_respect_délais,Nb_photos_vidéos_produites,Taux_publication_conjointe,Nb_erreurs_corrigées,Nb_relecture
4855,87,11,6,14,7,3,83.02,6,0.38,0,3
4856,36,10,9,6,7,4,74.52,4,0.35,2,2
4857,37,4,5,4,5,4,98.1,2,0.21,0,3
4858,13,5,9,10,8,0,93.22,6,0.12,1,4
4859,68,4,5,14,5,4,98.72,6,0.46,1,5
4860,32,12,11,6,8,0,93.23,0,0.01,0,3
4861,42,4,10,7,10,1,75.11,5,0.74,1,5
4862,95,14,5,12,1,4,75.65,7,0.42,0,2
4863,55,3,6,11,9,4,96.83,6,0.94,0,0
4864,67,9,10,8,10,0,64.16,8,0.9,0,0
4865,42,4,10,16,4,1,78.65,3,0.27,3,1
4866,13,6,7,4,1,2,98.01,8,0.27,3,5
4867,70,11,8,9,7,0,97.03,7,0.71,1,4
4868,70,2,7,15,4,0,61.26,8,0.06,3,3
4869,12,16,4,15,6,1,95.73,1,0.32,0,4
4870,56,11,4,6,8,4,96.61,4,0.3,2,0
4871,55,4,5,10,4,4,68.18,0,0.34,2,0
4872,23,13,4,8,10,4,70.97,7,0.23,1,5
4873,55,16,8,11,8,2,61.33,2,0.55,0,1
4874,48,4,5,6,7,4,61.86,5,0.83,2,3
4875,74,14,11,8,2,5,78.87,7,0.31,0,2
4876,35,2,9,8,2,5,84.7,0,0.05,0,3
4877,85,16,9,8,3,2,65.37,6,0.62,1,0
4878,75,6,11,16,6,0,83.81,5,0.64,2,2
4879,100,7,4,6,3,4,94.18,5,0.47,0,3
4880,40,3,11,9,1,4,88.05,0,0.21,3,0
4881,33,20,10,16,8,1,80.61,8,0.16,2,4
4882,64,19,6,9,2,3,72.42,1,0.03,1,1
4883,71,15,10,11,10,5,98.24,7,0.45,2,1
4884,63,11,5,11,5,0,68.57,5,0.65,0,4
4885,43,12,10,3,5,0,96.12,5,0.39,2,3
4886,1,8,4,6,8,1,70.57,7,0.05,3,0
4887,67,3,6,5,4,0,87.71,1,0.52,3,5
4888,93,9,3,3,3,0,95.87,1,0.86,3,3
4889,59,7,3,15,9,4,71.56,0,0.14,2,3
4890,82,1,8,5,6,5,75.18,4,0.97,0,1
4891,89,17,10,6,7,1,77.03,1,0.57,0,5
4892,26,19,5,11,9,4,63.78,4,1.0,0,2
4893,21,17,11,5,5,3,75.86,4,0.54,1,5
4894,11,17,2,12,4,2,98.57,6,0.57,1,0
4895,6,19,5,16,10,2,82.76,2,0.12,0,2
4896,35,8,6,15,1,1,65.33,1,0.31,1,5
4897,47,14,11,10,9,5,67.0,8,0.92,0,5
4898,77,18,7,4,3,0,86.55,1,0.67,0,2
4899,44,1,11,12,7,1,88.65,0,0.63,0,0
4900,87,6,5,8,9,3,66.3,2,0.16,3,2
4901,3,7,5,10,10,5,79.34,7,0.19,3,1
4902,7,12,7,5,10,1,78.86,7,0.97,3,1
4903,21,4,5,2,3,2,89.12,6,0.15,2,1
4904,1,17,9,7,8,5,91.59,1,0.94,3,3
4905,13,18,9,16,8,3,70.78,2,0.35,1,3
4906,35,2,10,13,8,3,75.27,7,0.7,3,5
4907,13,18,3,9,8,2,66.49,5,0.14,2,1
4908,32,1,10,6,6,3,79.85,7,0.2,1,1
4909,43,12,2,7,5,4,78.55,5,0.36,1,3
4910,46,3,3,5,10,5,74.84,3,0.66,1,2
4911,96,6,8,2,8,2,87.93,8,0.08,1,4
4912,24,2,6,11,2,3,93.52,8,0.68,1,4
4913,55,17,5,4,5,3,95.38,8,0.01,3,0
4914,79,12,2,5,5,3,93.91,1,0.92,2,3
4915,72,10,10,9,7,3,94.6,5,0.7,2,2
4916,55,10,3,5,3,2,87.39,6,0.24,3,4
4917,85,10,3,8,7,1,93.77,7,0.85,3,5
4918,100,9,10,10,5,3,68.04,1,0.46,0,0
4919,97,19,5,14,2,2,66.8,4,0.84,1,2
4920,25,5,7,2,2,2,71.34,8,0.26,1,0
4921,35,12,9,9,6,3,60.51,8,0.64,2,0
4922,7,3,10,11,6,1,62.49,2,0.87,0,5
4923,87,10,4,10,10,5,96.77,1,0.75,3,2
4924,30,2,10,6,10,5,96.74,0,0.78,0,1
4925,9,6,2,13,10,0,98.12,8,0.56,3,5
4926,32,3,11,12,1,3,96.41,3,0.5,1,2
4927,39,11,2,14,9,1,76.13,3,0.04,1,3
4928,85,3,6,2,4,0,71.22,6,0.82,0,3
4929,78,16,6,15,8,1,62.45,3,0.82,3,5
4930,62,17,8,16,3,3,93.8,0,0.11,3,1
4931,7,15,3,13,5,2,62.53,6,0.51,1,4
4932,56,7,2,3,5,2,61.26,6,0.32,0,5
4933,76,5,6,8,5,4,76.8,6,0.1,0,3
4934,40,6,3,12,10,5,93.55,3,0.68,0,5
4935,52,18,3,2,5,0,67.47,7,0.24,2,5
4936,100,15,10,11,5,1,62.17,7,0.21,3,4
4937,97,10,4,15,2,3,90.68,8,0.72,1,0
4938,37,15,4,8,6,3,93.4,0,0.11,2,2
4939,69,8,10,3,2,3,83.29,4,0.84,1,5
4940,25,1,11,8,2,2,93.08,7,0.78,1,5
4941,47,7,3,2,9,4,80.38,6,0.32,0,2
4942,15,14,4,9,5,1,77.41,1,0.83,0,5
4943,42,13,10,8,5,2,69.22,4,0.61,1,2
4944,68,20,8,4,9,0,62.36,4,0.87,2,0
4945,58,6,6,3,9,3,97.88,2,0.91,3,5
4946,63,4,4,5,1,5,76.05,3,0.85,2,0
4947,74,13,10,15,8,3,79.87,7,0.07,1,0
4948,64,15,10,11,2,3,63.59,7,0.64,2,2
4949,14,8,2,16,9,4,95.72,7,0.3,3,5
4950,50,3,7,13,8,0,76.96,3,0.39,1,4
4951,87,2,10,8,4,3,94.59,0,0.58,2,1
4952,92,16,8,9,2,1,72.17,1,0.45,1,5
4953,96,13,9,4,7,4,78.5,0,0.97,1,5
4954,1,13,8,3,9,0,71.04,0,0.01,3,4
4955,58,9,11,9,3,0,88.65,6,0.35,1,4
4956,4,1,2,6,1,5,64.25,8,0.43,2,3
4957,28,20,10,14,3,2,64.75,3,0.74,3,2
4958,87,11,3,16,2,1,82.48,5,0.65,1,5
4959,58,17,8,12,1,5,90.01,5,0.52,1,1
4960,59,18,7,7,4,1,87.53,2,0.04,3,4
4961,39,15,11,12,6,4,73.11,8,0.98,2,2
4962,100,13,7,13,1,1,61.68,2,0.3,1,1
4963,53,1,9,16,2,4,94.92,5,0.08,1,4
4964,84,3,11,11,9,1,75.25,1,0.74,2,5
4965,67,4,7,11,8,3,98.42,2,0.79,2,4
4966,18,4,2,6,5,5,73.33,0,0.98,2,3
4967,10,16,8,13,5,4,66.13,7,0.48,3,3
4968,46,8,5,11,10,3,88.01,7,0.97,3,0
4969,65,2,9,4,7,4,95.43,5,0.88,0,0
4970,98,19,7,3,8,3,74.38,8,0.1,2,3
4971,10,10,4,5,9,5,97.65,4,0.48,0,3
4972,1,3,11,2,2,0,73.79,7,0.89,0,3
4973,10,14,6,3,2,0,66.85,1,0.38,3,3
4974,88,20,11,9,7,3,82.35,6,0.8,0,3
4975,41,13,5,10,1,4,85.49,2,0.96,3,4
4976,100,20,11,14,10,0,70.41,0,0.4,1,3
4977,42,10,3,14,9,3,77.58,2,0.26,1,1
4978,66,18,4,11,10,0,98.19,4,0.82,3,4
4979,77,5,5,3,7,4,89.9,8,0.04,1,3
4980,52,14,2,4,1,1,70.33,5,0.19,3,4
4981,8,3,3,16,3,3,89.9,7,0.07,1,1
4982,56,1,3,8,6,1,76.74,2,0.55,3,5
4983,19,13,7,9,6,5,90.0,0,0.61,3,4
4984,50,8,8,12,1,5,66.87,3,0.15,3,5
4985,31,7,5,2,9,1,65.69,6,0.59,2,5
4986,20,15,9,7,10,5,99.28,7,0.28,1,0
4987,33,4,3,13,5,2,88.64,0,0.31,0,0
4988,89,14,7,2,10,4,90.59,3,0.38,0,0
4989,6,12,2,9,4,4,68.35,7,0.92,1,3
4990,29,20,7,11,7,5,73.95,1,0.04,3,0
4991,66,4,9,2,5,4,69.61,3,0.37,0,0
4992,28,2,10,4,10,0,64.47,0,0.91,1,3
4993,13,2,10,16,9,5,86.18,6,0.04,0,0
4994,63,17,3,3,6,0,97.27,7,0.08,0,3
4995,35,16,9,14,8,5,89.35,6,0.85,3,2
4996,80,15,4,7,7,5,96.79,7,0.12,1,4
4997,75,5,7,8,3,5,95.75,2,0.71,0,2
4998,27,10,7,11,1,2,71.65,2,0.33,1,0
4999,40,12,5,12,2,0,94.76,2,0.68,2,5
5000,34,8,7,6,3,3,66.36,0,0.55,2,1
5001,95,17,6,11,1,0,82.44,5,0.17,3,5
5002,76,13,3,16,2,2,68.67,6,0.22,0,2
5003,8,10,8,4,2,4,66.07,5,0.52,2,5
5004,22,11,6,8,2,4,61.17,5,0.38,1,1
5005,37,15,4,16,4,3,81.86,7,0.5,1,4
5006,17,10,11,4,8,4,69.01,5,0.38,3,5
5007,89,7,8,10,9,0,89.07,5,0.8,1,0
5008,61,19,9,3,2,5,69.82,2,0.59,3,5
5009,36,15,3,8,7,3,74.38,3,0.91,1,5
5010,66,10,3,6,1,0,83.38,6,0.39,3,1
5011,89,8,11,4,2,1,87.57,5,0.47,1,5
5012,51,10,9,4,9,0,93.59,8,0.85,3,0
5013,32,1,4,12,4,5,73.56,8,0.35,0,2
5014,66,8,7,11,4,3,89.35,8,0.48,0,2
5015,16,12,4,16,7,5,84.85,6,0.93,1,0
5016,8,8,7,4,8,5,93.18,4,0.34,3,1
5017,63,9,4,14,10,5,88.71,2,0.19,3,4
5018,2,15,11,6,7,1,91.3,4,0.03,3,3
5019,47,11,5,2,4,3,81.39,5,0.99,1,0
5020,100,1,5,15,2,4,81.6,3,0.82,2,1
5021,26,16,6,9,7,4,67.07,5,0.27,0,1
5022,2,12,9,7,9,3,88.9,1,0.21,0,2
5023,79,14,11,4,8,5,97.21,1,0.0,0,4
5024,19,15,8,4,2,2,67.35,1,0.24,1,4
5025,28,3,11,9,9,5,80.76,0,0.41,3,4
5026,16,8,5,2,4,5,99.17,5,0.68,0,1
5027,35,5,5,2,3,5,92.92,5,0.86,2,4
5028,10,8,10,14,9,1,96.71,4,0.14,0,3
5029,77,15,4,6,10,0,75.87,5,0.51,1,4
5030,79,20,5,15,4,2,81.35,0,0.37,3,0
5031,12,19,6,9,3,3,91.7,0,0.06,0,0
5032,28,16,9,9,4,5,85.41,1,0.54,2,4
5033,79,3,6,13,8,0,92.18,3,0.69,1,0
5034,86,15,4,2,5,4,60.42,2,0.71,1,0
5035,40,20,8,13,4,1,64.81,4,0.86,1,4
5036,69,15,4,5,8,5,92.73,8,0.57,3,3
5037,83,17,8,15,5,0,98.49,1,0.43,2,1
5038,26,9,4,5,1,5,95.01,8,0.45,1,1
5039,11,5,11,13,3,3,84.96,8,0.84,0,3
5040,57,12,4,16,9,3,96.97,3,0.55,3,1
5041,81,15,11,15,1,1,93.17,5,0.34,2,4
5042,80,19,8,14,4,4,67.93,2,0.55,2,4
5043,24,3,11,11,4,4,66.56,7,0.14,0,4
5044,31,13,3,7,9,0,82.12,5,0.26,2,5
5045,85,20,10,3,5,2,60.81,3,0.69,3,4
5046,50,2,11,11,5,0,97.53,4,0.38,1,2
5047,62,19,8,5,6,2,93.07,8,0.95,2,4
5048,22,1,9,12,7,5,70.81,2,0.84,1,5
5049,55,14,4,12,5,1,74.75,4,0.47,3,5
5050,6,19,5,8,9,4,93.38,3,0.9,3,0
5051,79,10,6,7,3,1,98.06,1,0.82,1,0
5052,81,3,10,11,4,5,67.38,3,0.05,0,2
5053,59,15,6,11,4,2,90.99,8,0.19,2,3
5054,45,7,2,11,2,1,84.23,8,0.29,2,3
5055,97,1,6,9,3,3,77.96,5,0.78,1,1
5056,96,4,6,9,9,1,93.55,6,0.85,3,1
5057,72,13,4,9,2,4,96.36,2,0.13,2,2
5058,53,11,3,9,9,5,95.92,0,0.46,0,3
5059,50,9,6,7,3,3,64.39,0,0.08,2,5
5060,48,19,10,15,10,1,79.61,1,0.84,3,0
5061,12,20,3,16,6,3,88.24,4,0.05,0,0
5062,61,5,3,16,7,5,70.14,8,0.23,3,5
5063,60,18,11,5,2,0,88.44,8,0.79,0,2
5064,32,13,4,15,10,3,64.12,0,0.05,0,4
5065,84,20,11,10,8,5,66.78,8,0.61,2,1
5066,78,14,5,11,3,4,63.68,4,0.5,3,5
5067,6,4,11,3,5,2,62.68,3,0.19,0,2
5068,18,7,8,15,10,3,76.72,4,0.48,2,3
5069,63,17,5,8,8,1,63.49,8,0.38,3,1
5070,11,18,5,9,8,3,96.15,6,0.59,3,3
5071,25,2,5,7,6,0,97.99,4,0.13,0,1
5072,67,6,4,11,1,5,80.62,2,0.95,2,5
5073,56,8,6,11,10,4,75.56,8,0.07,3,4
5074,46,5,11,6,8,4,98.24,7,0.46,2,4
5075,62,4,2,15,9,0,94.42,6,0.66,3,4
5076,35,17,7,9,6,3,96.5,2,0.99,3,4
5077,86,14,7,7,9,1,96.15,4,0.69,2,3
5078,50,17,5,15,3,1,77.44,6,0.11,3,5
5079,98,16,4,16,7,1,80.15,3,0.63,1,1
5080,97,2,4,15,8,0,71.61,0,0.45,3,5
5081,89,1,5,5,10,0,76.08,3,0.49,2,5
5082,59,19,11,9,3,1,99.21,2,0.05,1,2
5083,45,1,11,15,6,1,71.66,7,0.82,1,0
5084,29,17,4,11,2,1,65.39,5,0.32,3,5
5085,40,13,11,12,1,0,63.2,2,0.76,3,3
5086,35,9,3,11,9,1,89.99,6,0.51,0,4
5087,34,13,3,11,9,0,79.83,1,0.95,0,2
5088,78,13,4,13,4,4,98.48,8,0.21,3,5
5089,26,19,2,2,10,2,76.09,5,0.05,0,1
5090,93,15,10,8,4,2,99.47,3,0.28,0,5
5091,40,2,9,14,10,2,96.87,2,0.4,1,2
5092,22,12,7,14,4,1,76.08,3,0.51,1,3
5093,49,1,10,15,6,5,77.9,6,0.22,0,0
5094,94,9,11,6,3,1,88.62,0,0.88,3,3
5095,41,13,9,6,8,3,67.33,4,0.16,1,5
5096,14,16,8,10,8,2,80.79,8,0.18,3,1
5097,36,2,3,4,7,4,80.6,0,0.04,1,1
5098,63,9,11,7,9,3,95.38,6,0.72,3,4
5099,23,7,3,10,5,1,84.88,6,0.28,1,4
5100,22,18,3,15,3,0,73.2,4,0.44,1,4
5101,92,9,10,3,8,0,74.26,4,0.24,1,1
5102,24,11,6,8,9,4,70.31,1,0.07,2,0
5103,58,12,9,10,8,5,73.79,2,0.15,2,2
5104,45,18,8,5,4,1,68.51,3,0.01,0,4
5105,31,11,4,14,6,2,75.66,4,0.6,0,1
5106,78,3,9,8,7,3,79.49,4,0.35,2,1
5107,11,5,5,5,5,2,84.36,2,0.8,2,3
5108,12,8,5,15,3,3,62.71,1,0.11,2,0
5109,15,14,11,5,2,3,70.97,7,0.91,3,0
5110,99,4,7,3,4,1,86.72,5,0.95,2,5
5111,81,20,8,14,8,5,65.4,6,0.01,0,0
5112,6,5,6,13,10,1,85.51,8,0.39,2,4
5113,59,1,5,4,5,2,72.51,3,0.01,3,1
5114,67,12,2,9,10,2,76.36,5,0.03,3,5
5115,93,5,9,2,10,5,61.55,7,0.61,0,1
5116,82,10,9,7,1,4,96.09,7,0.45,3,4
5117,51,19,2,2,5,4,64.28,4,0.42,3,0
5118,35,7,6,10,7,0,73.55,3,0.46,3,4
5119,28,5,6,5,5,3,89.4,1,0.35,1,0
5120,54,5,5,3,1,1,89.1,5,0.89,3,4
5121,15,14,2,8,8,5,99.22,1,0.92,0,1
5122,34,14,11,5,6,0,90.69,7,0.61,1,4
5123,37,8,11,12,6,2,93.14,0,0.3,0,3
5124,80,7,5,3,7,2,86.25,8,0.28,3,1
5125,88,11,10,15,2,2,93.97,8,0.37,2,0
5126,67,13,7,5,5,4,67.06,7,0.55,0,4
5127,70,12,3,7,4,4,76.07,4,0.61,1,1
5128,20,1,4,15,9,3,95.47,3,0.44,0,4
5129,35,8,7,7,9,4,67.88,2,0.18,0,0
5130,94,20,2,5,8,0,95.89,6,0.91,1,1
5131,7,14,3,3,2,0,78.35,2,0.84,2,1
5132,46,3,6,8,8,4,92.26,0,0.27,1,0
5133,25,20,10,5,8,5,76.81,6,0.74,1,3
5134,32,8,7,10,1,4,70.01,0,0.25,2,3
5135,9,20,7,12,5,0,65.14,7,0.6,3,2
5136,34,6,3,14,8,2,70.07,1,0.32,3,3
5137,25,2,10,15,7,1,77.89,7,0.5,0,2
5138,14,18,8,4,3,0,81.55,7,0.06,0,5
5139,3,10,2,15,2,4,81.32,1,0.57,2,3
5140,4,17,5,6,2,3,78.77,7,0.44,1,1
5141,90,6,6,2,1,5,90.1,7,0.19,3,4
5142,61,11,11,16,3,2,67.15,8,0.21,0,5
5143,88,4,6,12,8,4,85.69,3,0.76,3,5
5144,1,17,11,8,1,1,85.25,1,0.65,0,5
5145,96,19,7,12,4,1,65.86,0,0.96,1,1
5146,59,7,3,15,7,1,77.71,1,0.53,3,3
5147,61,17,6,2,7,0,67.84,2,0.65,0,5
5148,12,1,6,3,5,1,60.82,8,0.79,3,3
5149,95,4,2,3,7,3,77.72,8,0.23,0,4
5150,12,20,4,3,4,0,79.82,7,0.93,3,2
5151,6,18,2,11,5,3,73.58,1,0.2,2,5
5152,96,10,9,13,8,3,82.69,1,0.24,0,2
5153,60,6,6,2,7,1,61.07,7,0.57,3,5
5154,3,6,7,15,7,2,90.3,8,0.34,1,5
5155,31,9,3,14,10,5,90.93,8,0.86,1,3
5156,33,4,6,10,7,4,87.95,2,0.63,2,4
5157,9,15,11,9,4,4,78.75,5,0.34,2,4
5158,22,12,10,15,8,4,70.51,4,0.57,0,3
5159,48,13,3,15,5,0,62.29,0,0.42,1,1
5160,69,7,11,9,9,3,92.9,1,0.46,3,3
5161,13,10,7,12,6,1,77.65,4,0.44,3,5
5162,52,18,3,11,9,2,76.04,2,0.59,2,4
5163,41,10,9,9,1,4,73.0,5,0.67,3,2
5164,78,15,10,13,10,1,85.36,4,0.14,1,4
5165,90,13,11,15,2,1,71.96,4,0.44,1,1
5166,49,18,3,7,9,2,63.33,8,0.9,0,4
5167,71,16,7,7,10,4,96.75,6,0.64,1,3
5168,53,6,9,4,8,1,83.38,0,0.23,1,3
5169,20,11,11,16,2,5,92.17,0,0.65,0,0
5170,26,11,6,6,6,5,66.38,0,0.67,1,3
5171,9,1,3,15,3,5,61.15,4,0.18,2,3
5172,24,10,8,5,4,5,78.74,8,0.06,3,5
5173,56,11,8,13,9,2,61.04,4,0.7,0,4
5174,20,3,2,8,5,1,68.17,3,0.36,1,3
5175,84,18,8,10,6,3,69.18,0,0.66,3,3
5176,85,2,10,2,5,5,69.66,6,0.58,1,0
5177,44,5,3,5,5,3,63.73,5,0.3,1,0
5178,80,12,9,8,10,3,64.57,4,0.09,0,3
5179,10,7,6,8,10,5,88.4,0,0.74,3,1
5180,16,3,8,16,7,3,88.89,3,0.49,3,2
5181,39,18,9,2,3,0,92.32,1,0.46,2,3
5182,28,19,3,15,10,2,84.61,1,0.64,0,2
5183,35,6,6,16,9,1,69.59,2,0.4,2,3
5184,75,7,9,5,9,3,82.9,0,0.81,0,0
5185,65,14,11,4,8,4,81.68,5,0.43,0,0
5186,46,9,5,6,3,4,86.54,0,0.18,0,2
5187,94,2,5,14,6,2,99.57,6,0.38,0,3
5188,55,8,7,16,8,3,83.45,3,0.28,0,1
5189,16,10,5,15,10,2,89.21,8,0.47,0,3
5190,95,20,6,5,8,0,96.19,2,0.5,0,1
5191,94,1,6,12,5,3,97.75,6,0.67,2,3
5192,49,7,10,5,1,0,70.91,2,0.77,0,4
5193,88,17,11,14,1,2,97.77,0,0.5,0,5
5194,19,9,6,7,9,2,62.66,7,0.6,3,3
5195,53,11,2,9,1,3,79.17,3,0.18,1,2
5196,90,3,4,16,2,0,81.92,3,0.72,2,5
5197,9,16,7,8,10,0,90.58,6,0.95,2,3
5198,74,6,5,7,6,0,68.03,8,0.04,0,2
5199,72,5,10,4,8,3,85.2,5,0.93,2,2
5200,34,7,3,11,2,0,63.41,6,0.18,2,2
5201,8,12,8,13,5,2,87.22,2,0.44,0,3
5202,73,13,2,8,5,1,91.78,7,0.73,1,1
5203,51,20,11,2,5,3,83.51,4,0.48,2,4
5204,93,17,8,2,7,1,94.15,5,0.47,0,5
5205,86,16,7,4,4,5,91.63,6,0.92,3,1
5206,73,14,9,10,9,0,89.79,6,0.39,1,5
5207,74,13,5,13,8,0,80.97,7,0.93,0,3
5208,49,15,2,9,2,3,64.03,1,0.36,3,2
5209,30,17,9,3,7,2,94.66,7,0.82,1,4
5210,72,1,6,6,9,1,95.4,8,0.13,0,0
5211,33,7,4,8,3,5,80.72,4,0.59,2,5
5212,46,2,10,3,2,5,71.51,5,0.54,1,2
5213,75,5,11,9,7,1,87.9,1,0.98,1,2
5214,64,9,8,5,8,1,94.2,7,0.57,1,3
5215,69,10,2,16,5,2,89.39,2,0.74,2,2
5216,67,18,2,2,3,1,60.83,0,0.22,1,4
5217,81,7,3,13,9,4,94.95,6,0.57,0,2
5218,49,6,9,12,5,0,60.9,3,0.2,2,1
5219,80,18,8,4,1,2,95.13,0,0.91,0,0
5220,88,16,10,4,7,4,69.37,0,0.63,0,3
5221,74,2,2,8,5,5,81.55,2,0.47,0,0
5222,19,18,10,6,7,2,73.87,8,0.56,0,2
5223,98,16,7,9,7,2,67.51,0,0.49,3,0
5224,29,18,9,13,7,5,71.6,5,0.1,2,5
5225,33,8,6,3,8,5,75.98,0,0.4,1,4
5226,28,19,2,13,4,3,64.34,8,0.17,2,4
5227,76,13,3,11,1,1,90.27,3,0.23,0,4
5228,8,8,6,3,7,0,92.82,4,0.84,0,5
5229,99,13,10,2,3,1,97.25,2,0.11,2,1
5230,82,13,11,15,7,1,61.72,3,0.38,3,3
5231,60,18,3,14,5,4,94.1,0,0.91,0,4
5232,53,5,2,6,7,5,95.25,4,0.75,0,3
5233,24,7,5,2,7,3,99.52,2,0.48,2,2
5234,40,20,7,4,8,5,67.68,7,0.25,2,2
5235,90,12,4,9,3,3,61.87,0,0.35,0,1
5236,15,15,10,10,10,4,61.97,6,0.7,1,2
5237,49,9,8,14,8,2,69.86,6,0.66,1,0
5238,22,13,8,5,8,0,95.38,0,0.01,3,1
5239,99,16,9,7,6,0,82.67,1,0.41,2,0
5240,41,10,9,4,8,4,84.18,2,0.55,3,2
5241,99,9,10,11,7,4,68.2,1,0.03,0,1
5242,49,9,5,11,2,2,77.06,3,0.33,1,0
5243,99,15,2,4,5,2,66.92,0,0.76,1,5
5244,97,14,7,4,10,1,97.53,1,0.76,2,4
5245,68,9,4,9,1,0,78.51,0,0.38,0,1
5246,82,5,7,3,6,2,98.77,1,0.88,0,3
5247,28,2,8,10,1,5,94.63,6,0.96,0,3
5248,69,17,10,10,5,3,99.11,8,0.56,0,2
5249,10,18,6,13,3,0,69.54,5,0.56,3,1
5250,96,10,8,10,9,0,78.48,1,0.64,0,4
5251,4,16,10,4,10,2,75.22,8,0.33,3,5
5252,67,13,3,12,5,4,85.49,3,0.55,1,3
5253,83,10,10,3,2,5,77.79,7,0.52,0,1
5254,30,3,8,7,8,1,96.37,7,0.65,2,5
5255,21,20,3,9,2,4,68.8,5,0.13,0,3
5256,17,5,7,11,5,2,84.45,4,0.45,1,0
5257,67,1,9,8,6,2,96.61,6,0.36,3,4
5258,59,20,5,8,5,5,62.05,1,0.52,0,4
5259,48,9,7,14,8,3,74.29,7,0.7,3,1
5260,33,7,4,14,9,5,62.98,5,0.99,2,3
5261,54,2,4,10,5,0,85.33,5,0.15,0,1
5262,56,16,3,10,6,1,75.56,3,0.26,0,4
5263,39,15,8,10,9,4,96.39,8,0.8,0,5
5264,74,16,10,15,1,1,76.56,5,0.92,3,3
5265,27,12,9,9,9,4,73.01,2,0.88,1,5
5266,40,17,6,15,10,3,71.04,4,0.38,1,5
5267,46,3,8,13,3,0,74.12,1,0.76,1,1
5268,37,11,2,5,10,5,75.38,4,0.6,3,1
5269,96,3,10,8,6,5,90.83,2,0.35,0,5
5270,37,7,5,15,7,2,95.54,6,0.38,3,5
5271,49,7,6,15,3,5,68.9,0,0.36,3,1
5272,51,17,7,14,8,5,95.71,3,0.95,1,0
5273,80,16,6,3,9,4,64.4,4,0.07,1,3
5274,19,17,3,11,5,0,85.21,2,0.16,3,3
5275,26,3,10,3,10,5,63.49,6,0.49,0,3
5276,44,19,10,8,6,3,86.6,5,0.27,0,0
5277,25,1,7,15,7,0,81.47,0,0.57,3,5
5278,89,9,2,15,9,3,71.03,7,0.34,1,3
5279,84,9,8,11,9,1,98.22,2,0.85,2,0
5280,29,13,10,8,9,0,72.06,5,0.82,1,5
5281,94,14,5,4,5,4,74.06,1,0.27,1,0
5282,33,15,11,6,9,5,85.81,0,0.74,2,4
5283,39,9,5,3,7,3,71.07,2,0.72,3,3
5284,2,18,11,11,2,2,75.11,2,0.48,0,2
5285,21,6,9,6,3,4,63.38,5,0.58,0,4
5286,47,12,5,12,4,3,94.27,7,0.17,1,2
5287,50,3,10,15,7,3,88.86,5,0.47,1,5
5288,56,7,5,16,7,4,85.15,7,0.65,2,3
5289,26,11,10,10,3,3,64.45,6,0.12,0,3
5290,13,14,2,12,10,4,91.02,2,0.79,2,5
5291,14,11,5,7,7,3,74.36,2,0.74,3,1
5292,64,3,2,12,2,2,91.26,0,0.55,0,4
5293,60,6,4,2,10,1,81.19,2,0.46,1,1
5294,21,4,10,11,4,1,71.47,7,0.53,3,5
5295,61,10,11,12,6,5,89.43,7,0.07,1,2
5296,66,6,8,8,8,2,81.24,6,0.91,2,2
5297,53,6,9,15,1,3,75.52,7,0.37,2,3
5298,80,16,10,4,4,3,97.33,8,0.09,3,4
5299,74,6,2,14,5,2,86.03,1,0.84,1,4
5300,17,5,7,14,7,0,63.98,7,0.66,0,1
5301,26,20,4,3,10,2,86.68,3,0.37,1,3
5302,98,10,7,12,10,2,61.06,4,0.97,2,0
5303,54,17,7,16,4,5,63.15,8,1.0,3,3
5304,85,2,8,14,9,2,75.67,2,0.95,1,0
5305,12,15,5,16,6,1,65.89,7,0.34,3,5
5306,86,11,10,8,4,5,94.16,1,0.23,1,1
5307,89,15,9,8,8,3,68.28,7,0.93,2,2
5308,35,9,10,4,9,1,74.48,8,0.91,3,2
5309,57,19,2,6,6,3,64.6,4,0.09,0,5
5310,68,1,4,16,2,2,96.59,5,0.09,1,3
5311,76,1,10,15,7,3,83.38,2,0.86,1,2
5312,60,7,3,3,2,5,82.28,8,0.6,3,2
5313,79,2,7,11,6,0,99.77,5,0.23,3,1
5314,17,6,8,5,10,5,79.88,2,0.34,3,3
5315,57,17,2,14,6,0,80.95,8,0.08,0,1
5316,85,3,2,6,7,4,67.59,3,0.84,1,3
5317,26,2,8,15,8,4,82.96,3,0.94,0,4
5318,2,10,6,3,4,3,77.12,8,0.56,0,5
5319,86,18,2,11,4,5,87.91,1,0.9,0,5
5320,91,7,7,12,2,5,73.18,1,0.42,1,1
5321,7,10,7,6,4,0,71.64,6,0.61,3,0
5322,92,6,8,8,10,5,72.32,1,0.56,0,2
5323,6,10,8,5,1,3,84.87,2,0.14,3,4
5324,54,12,4,10,1,2,96.67,6,0.75,0,2
5325,98,14,4,12,3,3,99.73,1,0.23,0,4
5326,54,15,11,13,5,5,74.48,2,0.33,2,3
5327,97,16,10,9,3,1,93.43,4,0.39,0,3
5328,50,14,2,10,5,3,85.67,7,0.51,3,1
5329,94,6,10,13,4,1,90.27,1,0.25,3,5
5330,43,6,5,6,5,5,82.74,6,0.9,2,3
5331,4,6,3,11,10,1,95.35,6,0.76,0,0
5332,30,3,6,2,3,0,78.33,1,0.11,3,4
