Logistique_id,Date_id,Fournisseur_id,Equipement_id,Nb_demandes_traitees,Délai_traitement_incident,Délai_de_livraison,Taux_satisfaction_interne,Taux_digitalisation_processus
4383,95,44,5,4,9,16,64.59,59.41
4384,39,19,15,25,15,1,78.47,98.18
4385,14,1,95,30,12,29,61.36,76.34
4386,4,46,9,50,3,3,86.76,90.74
4387,25,44,48,72,1,27,69.07,46.62
4388,32,20,78,75,14,21,93.26,88.83
4389,52,47,76,56,12,17,90.13,46.75
4390,67,14,56,8,1,14,90.16,64.69
4391,20,33,7,47,11,12,89.91,87.09
4392,24,7,22,97,12,8,96.41,66.79
4393,29,13,33,71,5,6,80.54,96.22
4394,25,7,90,53,6,15,97.53,65.79
4395,60,40,85,1,4,10,72.71,65.86
4396,30,39,87,44,8,17,80.09,51.97
4397,14,41,62,90,5,28,68.56,99.38
4398,25,34,23,15,7,19,76.57,87.39
4399,25,8,1,29,12,6,80.17,51.86
4400,1,43,50,85,8,19,72.51,67.29
4401,13,47,41,46,4,18,68.86,96.57
4402,57,16,70,66,4,30,78.45,93.63
4403,47,1,21,2,12,27,77.92,47.45
4404,51,20,100,99,4,15,90.09,80.51
4405,15,47,68,60,12,14,67.4,43.58
4406,84,15,29,3,4,14,88.08,42.37
4407,93,48,6,22,1,12,80.92,41.63
4408,12,30,40,37,9,30,62.31,49.1
4409,33,17,67,82,10,20,70.75,97.66
4410,13,41,16,66,14,1,93.07,69.37
4411,94,20,15,77,8,25,99.07,45.55
4412,94,4,63,5,7,24,74.68,88.63
4413,43,22,79,71,2,12,62.28,70.01
4414,16,43,11,95,3,11,81.75,86.13
4415,4,44,24,43,11,11,93.23,52.49
4416,72,18,25,49,4,25,98.23,88.11
4417,11,50,21,82,1,2,95.09,75.79
4418,31,50,60,88,14,27,84.62,72.4
4419,87,50,84,43,5,28,99.88,90.69
4420,31,13,86,34,5,30,82.66,45.91
4421,58,47,47,72,14,22,66.32,63.66
4422,28,35,27,81,14,30,61.13,49.69
4423,50,33,76,26,4,20,66.34,54.29
4424,29,48,15,55,13,7,76.06,95.07
4425,68,4,2,74,7,30,66.48,85.0
4426,61,16,5,18,5,5,94.74,85.83
4427,48,32,22,18,1,7,90.15,41.85
4428,86,23,64,56,7,13,61.37,97.94
4429,29,17,82,77,10,29,97.01,52.84
4430,22,17,88,69,2,24,60.41,87.53
4431,33,46,79,52,4,14,90.16,49.23
4432,74,19,64,46,6,8,73.44,83.12
4433,15,41,62,90,5,10,81.89,87.06
4434,92,8,41,15,10,10,93.43,90.13
4435,79,33,69,98,14,15,87.61,91.4
4436,76,43,45,40,4,5,64.47,75.88
4437,75,1,67,73,9,27,64.05,51.59
4438,46,48,72,88,8,3,72.59,63.97
4439,81,29,88,36,6,7,85.21,71.65
4440,97,23,58,35,2,3,91.86,56.98
4441,73,22,16,92,14,14,66.22,74.12
4442,96,8,43,94,10,3,77.04,90.14
4443,38,8,43,19,10,29,81.7,55.22
4444,99,39,13,10,5,12,71.71,80.11
4445,91,39,48,56,12,11,73.29,54.29
4446,56,39,37,73,7,5,71.1,85.72
4447,56,21,9,29,5,2,74.41,98.7
4448,70,6,78,69,1,20,90.14,56.88
4449,6,20,91,67,5,22,91.93,52.09
4450,27,22,28,35,5,16,83.46,78.01
4451,73,21,97,26,10,4,67.08,95.47
4452,96,43,53,88,12,16,89.65,94.91
4453,10,39,45,63,4,13,75.94,99.47
4454,46,14,11,89,2,11,95.82,54.35
4455,97,11,44,32,13,26,98.86,40.56
4456,21,44,9,24,3,5,95.69,71.08
4457,9,47,54,45,2,2,75.4,92.04
4458,21,9,94,31,14,14,84.63,64.01
4459,29,24,43,97,2,27,62.66,79.21
4460,43,32,39,31,2,28,98.66,67.47
4461,47,5,17,71,9,28,71.25,41.47
4462,94,23,15,97,3,19,83.66,97.19
4463,82,18,40,66,13,20,75.13,42.48
4464,55,45,58,63,12,18,76.96,73.4
4465,69,16,49,92,3,20,78.36,94.93
4466,4,28,13,89,12,20,78.83,52.95
4467,21,29,11,28,15,17,84.23,83.63
4468,70,23,77,97,2,18,63.35,98.41
4469,9,39,95,76,12,17,74.66,82.95
4470,51,43,3,11,14,27,97.2,47.59
4471,45,21,73,27,9,10,93.06,81.12
4472,94,11,6,43,12,2,94.26,56.82
4473,84,30,46,95,10,25,91.17,96.98
4474,29,19,36,60,15,11,66.03,67.07
4475,59,15,10,80,9,15,96.03,55.01
4476,68,13,94,65,12,23,67.41,82.56
4477,52,2,32,79,11,15,87.74,51.78
4478,40,18,17,62,9,17,67.43,41.64
4479,45,43,17,8,15,29,77.16,53.74
4480,38,39,18,65,11,19,62.43,89.65
4481,55,2,63,92,3,15,91.84,96.05
4482,24,15,88,37,14,5,69.55,64.59
4483,99,42,53,77,12,23,73.69,65.75
4484,95,16,44,81,5,26,78.19,76.82
4485,44,41,33,74,4,2,62.29,64.04
4486,40,18,6,76,3,11,74.6,63.22
4487,5,7,34,93,4,27,60.23,74.83
4488,56,15,56,60,2,20,66.12,72.42
4489,99,12,50,25,6,3,61.35,48.44
4490,55,11,33,1,1,16,91.13,86.32
4491,34,46,1,92,11,22,95.8,75.27
4492,41,28,96,94,11,30,73.77,96.95
4493,72,27,65,92,4,28,91.26,94.81
4494,26,18,66,32,2,25,91.55,55.34
4495,93,38,24,0,13,8,68.41,50.07
4496,66,42,13,39,7,16,79.51,49.99
4497,30,23,75,40,4,26,88.57,85.05
4498,39,4,73,28,4,4,83.73,40.81
4499,21,23,54,23,10,19,81.35,95.71
4500,11,7,51,37,6,21,60.61,46.27
4501,55,34,63,18,14,21,67.63,86.72
4502,66,43,76,93,1,9,60.85,79.66
4503,76,37,15,88,4,10,91.14,91.82
4504,23,16,52,20,1,1,69.21,50.59
4505,93,10,60,22,2,21,61.06,61.6
4506,32,30,70,45,3,7,99.99,49.98
4507,11,50,68,41,11,4,98.55,92.79
4508,33,49,70,2,4,15,91.96,98.4
4509,75,47,11,17,2,7,99.97,55.51
4510,31,35,72,37,1,11,71.94,60.75
4511,29,1,3,12,7,11,85.66,70.67
4512,47,23,41,3,8,21,81.78,55.88
4513,20,7,22,0,11,22,85.59,69.41
4514,97,21,17,100,6,8,98.78,87.61
4515,33,15,55,30,1,24,79.98,85.17
4516,62,20,100,62,5,25,62.13,78.12
4517,37,33,5,30,5,9,68.16,48.31
4518,79,32,8,51,12,21,82.56,96.99
4519,69,43,95,9,1,23,88.57,59.14
4520,37,38,85,86,10,14,95.22,46.09
4521,77,38,64,13,8,10,66.25,90.32
4522,69,46,34,89,1,11,99.05,69.71
4523,12,16,85,46,12,28,86.34,91.25
4524,94,6,72,37,7,23,75.55,58.19
4525,50,8,46,63,3,18,98.22,79.25
4526,72,29,2,59,12,9,73.25,89.98
4527,36,36,50,57,12,16,64.53,68.99
4528,53,11,49,52,7,17,65.29,76.05
4529,29,21,24,43,6,23,82.83,53.92
4530,45,27,5,52,3,29,65.47,97.71
4531,41,4,22,99,12,10,68.64,70.38
4532,72,46,100,56,6,14,69.72,89.23
4533,59,25,77,77,11,14,85.78,51.22
4534,34,19,53,45,6,17,84.33,88.93
4535,95,35,62,77,4,14,95.34,83.89
4536,9,19,100,66,1,1,99.37,41.33
4537,50,13,89,49,15,15,66.43,84.39
4538,22,45,13,76,3,25,82.73,60.9
4539,32,47,20,92,4,10,71.06,45.04
4540,53,43,4,12,7,17,95.6,57.33
4541,76,24,11,27,11,16,80.18,53.03
4542,2,39,59,43,10,20,78.78,52.0
4543,88,11,31,53,9,3,72.89,51.33
4544,15,50,20,99,2,8,97.65,51.61
4545,31,36,45,61,12,20,94.78,54.52
4546,61,21,36,78,6,28,89.69,46.49
4547,12,49,86,54,9,29,81.37,75.48
4548,71,43,20,30,2,26,97.63,66.07
4549,17,29,34,47,4,24,90.3,88.37
4550,14,29,4,18,7,5,66.57,55.82
4551,97,47,63,42,12,29,61.38,43.37
4552,46,26,17,22,6,6,70.03,85.36
4553,48,39,60,28,3,11,77.93,53.33
4554,30,15,23,36,15,2,92.5,52.0
4555,64,1,73,57,3,13,83.63,68.24
4556,33,36,49,94,8,15,62.56,83.43
4557,76,4,71,15,12,23,65.45,41.63
4558,72,39,69,64,3,5,87.11,63.23
4559,86,24,91,57,5,14,87.26,41.51
4560,7,44,95,56,3,8,62.67,44.96
4561,14,11,46,67,4,12,90.22,89.22
4562,94,27,43,3,8,28,75.68,60.96
4563,32,40,45,95,10,15,82.13,95.33
4564,40,15,37,27,9,28,60.86,66.14
4565,64,24,89,5,10,3,72.82,42.1
4566,15,42,91,87,1,6,88.9,55.99
4567,3,3,3,87,4,25,87.11,81.62
4568,40,12,70,55,14,26,89.92,93.93
4569,45,29,95,100,15,23,83.78,62.05
4570,55,5,63,22,6,10,62.66,79.1
4571,28,4,66,16,8,3,90.81,62.42
4572,56,18,36,58,7,26,82.2,43.16
4573,69,31,52,44,8,1,78.34,76.46
4574,31,20,28,37,13,20,87.33,43.89
4575,59,17,55,26,1,26,98.84,61.88
4576,46,35,5,18,13,7,73.72,88.33
4577,81,40,20,96,9,20,83.96,64.99
4578,11,30,55,16,7,13,74.56,78.34
4579,36,3,78,62,14,29,93.98,94.89
4580,19,48,50,88,9,22,77.61,99.78
4581,19,39,96,58,14,28,86.92,66.62
4582,30,50,10,16,1,21,65.89,48.93
4583,94,44,45,82,14,3,67.97,74.3
4584,86,36,9,11,12,28,63.9,69.01
4585,32,47,11,70,4,18,93.65,43.75
4586,95,35,83,24,6,30,68.44,94.43
4587,67,1,44,15,9,7,93.58,52.29
4588,18,3,45,67,10,22,66.8,50.1
4589,38,45,78,3,4,10,66.08,65.87
4590,82,26,65,2,10,19,73.33,49.76
4591,67,5,93,30,6,25,91.76,96.37
4592,58,12,15,92,1,17,80.08,51.21
4593,9,47,26,6,2,8,90.84,49.61
4594,62,19,27,95,3,3,63.31,40.29
4595,10,38,38,36,14,20,76.69,74.6
4596,4,23,97,2,3,22,65.93,92.34
4597,68,49,100,9,14,3,76.66,94.71
4598,17,29,90,49,11,13,72.64,45.83
4599,21,1,23,35,11,6,60.67,55.6
4600,70,27,4,6,10,9,74.5,77.43
4601,16,7,27,23,2,2,75.9,85.39
4602,97,8,43,26,13,12,92.11,53.69
4603,6,35,76,38,13,26,62.81,55.89
4604,100,10,62,76,2,5,68.21,89.71
4605,48,36,20,79,11,9,95.59,47.79
4606,22,36,37,82,11,7,74.68,85.91
4607,48,24,41,93,13,15,81.84,97.74
4608,79,19,9,53,11,30,81.88,57.93
4609,89,13,31,74,2,11,86.02,52.09
4610,100,21,86,85,10,14,76.38,44.75
4611,59,5,14,76,6,20,91.52,87.04
4612,56,50,88,70,1,4,61.99,58.42
4613,42,6,99,89,6,20,82.4,73.36
4614,45,32,88,74,15,25,97.52,60.17
4615,91,23,1,2,12,11,81.11,59.83
4616,58,13,60,15,15,6,75.48,63.04
4617,58,2,25,85,4,22,85.22,67.98
4618,51,2,72,93,11,7,80.49,47.86
4619,86,48,51,43,8,24,68.21,62.38
4620,30,26,70,57,7,25,85.28,96.5
4621,69,49,35,17,4,12,82.9,91.18
4622,34,25,81,67,8,9,62.86,49.42
4623,52,1,78,55,13,5,71.44,72.75
4624,2,30,45,28,2,18,71.31,92.25
4625,12,2,69,36,7,20,86.86,58.52
4626,26,29,6,1,15,16,65.83,97.69
4627,34,14,56,7,9,7,63.78,89.13
4628,5,21,94,24,2,11,72.97,99.24
4629,97,45,82,79,10,2,82.21,97.81
4630,37,11,70,10,5,3,77.14,89.65
4631,7,14,55,34,4,2,75.8,79.94
4632,16,38,72,52,2,11,83.63,74.39
4633,80,34,50,96,4,19,82.12,44.74
4634,78,28,47,14,13,6,70.23,84.92
4635,92,17,98,16,9,1,66.83,59.7
4636,2,21,61,21,8,27,90.33,99.24
4637,93,4,35,44,2,17,67.32,97.25
4638,21,28,52,95,11,9,70.38,58.34
4639,28,5,8,13,15,24,75.54,78.75
4640,84,49,25,7,4,6,96.63,69.78
4641,81,20,52,18,13,15,62.81,75.76
4642,29,37,5,44,13,18,65.13,41.17
4643,29,6,66,13,1,7,67.25,79.02
4644,87,13,66,45,1,28,68.36,97.03
4645,20,41,83,78,2,4,69.99,91.23
4646,10,23,39,43,9,19,67.07,93.57
4647,88,44,65,31,8,22,97.25,57.2
4648,11,25,93,54,7,8,97.87,71.87
4649,56,14,42,100,2,25,63.7,63.76
4650,25,50,99,100,4,5,77.9,50.64
4651,3,12,7,92,12,11,94.73,73.65
4652,10,37,85,9,5,10,77.15,46.99
4653,86,10,61,45,12,14,67.46,79.9
4654,46,16,74,4,6,1,88.66,96.92
4655,55,14,55,73,7,24,60.51,45.71
4656,70,49,38,24,10,3,81.96,87.79
4657,84,9,18,39,1,27,82.57,71.92
4658,72,32,35,11,3,29,86.88,58.98
4659,15,27,51,10,11,15,70.51,54.34
4660,23,21,14,76,2,23,87.03,65.75
4661,51,35,58,37,1,29,71.36,41.68
4662,12,24,55,83,6,27,81.19,90.23
4663,63,50,8,60,10,15,87.69,88.76
4664,87,49,53,97,4,13,78.91,59.45
4665,3,26,82,10,15,24,87.54,67.22
4666,17,34,88,79,12,19,65.03,73.78
4667,10,37,92,60,2,7,63.53,80.02
4668,90,35,67,43,5,3,76.57,52.63
4669,30,9,44,25,9,18,62.27,46.75
4670,34,13,18,85,12,29,62.35,48.42
4671,23,30,71,40,15,13,69.75,45.56
4672,68,38,67,87,12,21,81.05,53.42
4673,16,26,41,61,1,28,74.45,94.78
4674,72,42,65,98,8,14,85.38,44.46
4675,82,46,32,55,4,26,78.91,78.41
4676,60,29,52,57,6,29,96.81,50.65
4677,81,30,26,97,2,14,85.92,88.45
4678,48,27,93,28,6,18,86.71,42.4
4679,22,9,57,3,1,24,69.69,91.19
4680,32,40,17,41,3,4,92.94,71.81
4681,2,38,30,43,4,30,65.19,82.24
4682,100,47,21,94,14,29,67.34,46.07
4683,59,17,23,73,11,26,63.84,81.17
4684,37,40,41,26,1,2,89.57,98.91
4685,41,2,10,32,1,19,84.39,87.14
4686,94,6,51,15,15,2,97.45,79.02
4687,63,44,13,70,1,5,72.73,98.8
4688,4,7,71,41,15,14,65.39,96.03
4689,63,1,6,12,12,2,79.26,59.96
4690,100,3,36,43,13,18,88.58,81.84
4691,56,39,36,35,9,12,82.99,43.51
4692,67,13,96,96,12,16,70.16,79.43
4693,81,14,51,7,10,14,99.37,96.37
4694,100,45,88,89,3,11,85.21,92.59
4695,82,20,31,50,14,3,83.39,85.35
4696,90,17,81,6,10,21,84.2,80.06
4697,57,2,9,83,11,11,91.27,78.2
4698,72,7,28,72,9,12,93.34,80.09
4699,95,9,11,11,8,21,67.58,85.97
4700,26,3,90,33,9,9,79.46,80.92
4701,23,15,45,35,6,13,86.26,85.26
4702,84,9,90,64,14,29,84.75,93.43
4703,61,46,79,19,10,8,69.6,86.22
4704,50,43,95,76,13,11,84.95,60.63
4705,92,29,27,71,11,18,86.12,84.83
4706,31,27,14,95,10,14,64.44,52.03
4707,93,27,10,62,12,24,76.06,74.92
4708,71,37,56,30,9,1,87.48,47.13
4709,50,25,22,73,9,25,72.94,43.52
4710,75,13,29,48,7,23,85.2,42.04
4711,70,27,79,42,14,19,74.15,89.28
4712,90,15,93,56,13,21,75.44,62.61
4713,4,3,63,5,12,3,70.26,53.98
4714,98,42,44,32,10,19,87.9,41.42
4715,2,18,10,45,12,24,66.11,94.67
4716,76,12,50,69,5,1,67.32,56.97
4717,65,50,98,22,4,3,63.81,47.22
4718,12,42,41,58,4,13,75.98,71.92
4719,81,45,18,44,9,26,77.84,49.14
4720,67,38,31,7,11,5,86.33,69.01
4721,73,41,34,29,10,11,82.06,52.71
4722,9,35,59,65,2,5,94.94,80.43
4723,18,21,11,71,9,4,95.23,60.69
4724,62,20,81,98,11,24,84.42,52.83
4725,74,31,38,98,8,25,63.91,86.88
4726,32,38,74,42,6,16,87.01,71.75
4727,14,49,29,20,6,24,91.5,72.52
4728,84,36,70,20,5,10,63.35,44.22
4729,29,22,29,94,6,4,77.86,41.95
4730,85,8,46,96,4,7,93.31,89.51
4731,66,25,79,59,14,29,78.8,92.7
4732,100,23,82,55,7,13,80.27,45.13
4733,22,27,24,70,8,10,93.74,76.6
4734,54,42,60,87,12,29,87.13,71.1
4735,67,29,44,71,8,6,81.71,93.54
4736,62,3,34,50,2,22,63.05,96.64
4737,53,24,34,15,15,9,92.92,43.68
4738,88,16,83,28,9,14,77.56,76.7
4739,72,5,43,42,13,21,98.32,84.88
4740,29,17,5,51,11,2,98.98,91.85
4741,34,32,4,24,4,1,61.87,66.1
4742,22,10,33,52,11,22,90.13,54.12
4743,9,9,83,13,3,4,78.43,79.91
4744,70,15,77,75,8,18,87.9,53.69
4745,18,42,81,96,13,15,96.43,99.08
4746,29,39,85,75,15,14,99.8,42.78
4747,90,45,10,68,10,20,77.04,81.08
4748,92,35,78,92,5,30,65.34,56.27
4749,26,26,22,90,2,4,82.83,54.59
4750,69,50,14,38,14,12,86.32,72.82
4751,19,3,72,69,15,12,97.06,48.6
4752,33,2,32,33,9,30,82.8,89.01
4753,21,23,79,19,12,14,64.23,45.98
4754,37,36,71,97,8,29,84.85,94.78
4755,27,25,84,87,11,11,89.76,82.49
4756,37,48,11,7,3,2,84.13,46.28
4757,87,7,47,37,10,10,90.61,54.46
4758,84,36,21,0,14,10,97.6,51.45
4759,38,1,64,87,7,13,74.13,43.28
4760,5,41,15,60,10,17,97.6,83.61
4761,11,15,8,4,3,18,61.73,87.61
4762,22,35,29,49,13,23,92.4,67.61
4763,15,40,71,61,5,25,88.71,45.97
4764,62,1,82,27,11,30,92.6,68.52
4765,26,2,54,81,9,23,93.55,69.04
4766,72,43,7,79,15,29,83.12,69.14
4767,68,34,69,52,1,21,96.34,54.75
4768,79,47,73,1,7,28,78.2,51.61
4769,29,35,66,31,6,19,60.79,40.29
4770,59,49,39,88,12,18,83.37,48.43
4771,95,24,25,80,7,23,91.15,96.5
4772,55,3,50,67,3,24,92.21,64.73
4773,47,39,16,78,7,1,67.34,44.81
4774,49,28,9,43,4,10,83.21,72.91
4775,3,41,68,26,2,13,79.06,58.23
4776,92,8,37,29,11,5,84.84,51.95
4777,64,25,49,52,3,3,66.09,45.45
4778,54,12,80,97,4,9,60.41,65.94
4779,3,32,56,78,15,5,73.02,69.43
4780,58,25,49,53,7,5,64.28,62.66
4781,74,3,10,96,11,28,92.38,46.33
4782,40,45,11,77,15,27,87.88,52.6
4783,36,30,35,35,3,18,70.9,93.93
4784,34,41,74,14,10,22,62.83,68.83
4785,73,39,7,72,4,8,75.9,86.4
4786,12,11,29,35,5,23,62.02,94.91
4787,86,43,58,25,7,1,96.27,65.67
4788,44,31,76,29,6,21,98.15,75.43
4789,21,42,23,18,13,10,77.05,67.94
4790,70,19,55,27,11,3,65.5,64.27
4791,96,34,11,10,13,14,64.26,93.5
4792,35,44,21,65,3,28,60.86,94.69
4793,69,24,87,81,14,24,63.72,60.23
4794,83,1,51,72,1,6,83.56,82.33
4795,21,30,51,96,1,27,65.3,69.05
4796,32,8,87,85,1,6,60.77,53.32
4797,89,47,53,76,11,30,62.08,61.09
4798,56,40,9,36,1,5,65.09,72.57
4799,31,29,82,90,12,22,95.63,50.8
4800,71,50,59,100,3,11,64.17,90.81
4801,75,2,49,49,4,4,67.15,58.27
4802,46,25,95,88,3,22,95.55,54.27
4803,78,33,22,30,7,7,99.24,73.51
4804,85,21,5,15,8,1,69.71,72.39
4805,28,44,6,20,3,25,64.17,74.2
4806,87,27,97,18,8,25,74.84,82.9
4807,40,37,39,43,12,22,84.43,57.22
4808,37,39,33,53,6,20,72.18,47.08
4809,55,24,18,45,7,12,97.65,68.92
4810,36,38,72,22,1,12,74.28,80.89
4811,29,40,95,96,13,4,97.25,52.55
4812,97,27,92,63,6,23,69.12,95.09
4813,12,30,60,50,3,17,79.74,42.79
4814,48,36,93,42,6,5,96.3,43.12
4815,60,40,83,57,15,30,64.07,49.05
4816,63,6,2,6,6,29,69.47,78.15
4817,76,27,68,51,15,3,87.61,52.61
4818,88,42,97,4,12,11,88.63,53.98
4819,94,26,70,92,11,2,82.97,45.99
4820,87,9,41,39,5,16,67.15,85.74
4821,69,41,32,61,2,7,67.34,62.82
4822,54,36,72,30,6,1,84.16,95.0
4823,81,26,91,54,12,22,72.58,65.57
4824,44,34,60,76,13,25,98.84,46.43
4825,100,9,29,3,4,30,65.89,97.07
4826,58,46,80,95,2,9,84.56,65.53
4827,28,11,31,6,14,29,77.75,84.15
4828,46,25,39,63,11,25,81.19,88.67
4829,10,27,1,9,6,5,67.97,61.88
4830,50,15,15,2,6,28,83.67,42.03
4831,93,16,2,100,14,10,99.09,40.52
4832,80,43,4,59,15,16,60.09,99.31
4833,32,16,35,89,8,25,72.51,55.92
4834,91,9,76,85,7,14,96.48,44.47
4835,59,8,44,0,2,3,94.63,54.94
4836,2,19,50,51,3,23,70.0,94.48
4837,10,32,22,19,2,9,63.74,75.18
4838,76,42,73,27,13,10,88.03,60.57
4839,14,4,36,84,10,9,84.14,97.83
4840,3,24,58,39,12,8,98.27,52.9
4841,98,29,94,72,11,19,80.16,47.93
4842,98,23,9,30,9,1,60.6,50.94
4843,78,31,70,20,11,3,87.81,49.81
4844,51,47,31,19,6,5,90.23,91.57
4845,25,37,90,41,10,13,83.75,80.26
4846,45,19,56,0,1,24,84.43,48.1
4847,33,35,6,10,5,7,72.44,63.23
4848,79,11,21,11,5,11,77.56,55.92
4849,79,22,46,63,5,20,91.02,97.34
4850,78,48,81,64,11,30,93.56,86.33
4851,75,8,88,81,12,24,95.11,47.18
4852,91,19,9,38,2,1,73.32,91.87
4853,53,30,75,59,11,28,90.06,43.53
4854,3,33,69,68,12,3,92.69,96.39
4855,9,44,26,98,3,22,78.57,66.67
4856,66,3,67,0,11,12,84.19,41.61
4857,48,36,32,25,11,6,67.9,85.63
4858,30,26,47,45,2,10,96.13,96.57
4859,20,32,95,33,9,15,73.53,56.94
4860,39,18,68,29,6,7,61.19,67.37
4861,37,50,36,12,5,24,90.03,49.81
4862,68,14,45,64,1,1,66.41,56.96
4863,98,30,6,61,15,30,67.61,73.6
4864,72,18,19,69,7,4,93.52,88.64
4865,52,2,96,85,13,1,77.89,51.21
4866,76,10,32,2,1,6,60.25,90.64
4867,63,44,23,31,15,7,95.24,40.17
4868,37,24,48,3,14,18,82.03,69.93
4869,93,2,90,10,12,2,94.59,49.74
4870,20,18,35,52,5,23,67.0,68.14
4871,84,28,37,80,1,14,80.76,47.65
4872,28,29,32,65,3,29,89.58,41.35
4873,23,14,33,52,6,13,90.7,97.38
4874,18,32,27,44,11,27,97.52,81.75
4875,30,48,69,80,8,25,83.12,59.61
4876,72,6,13,58,3,16,84.35,69.24
4877,1,44,27,31,5,11,63.82,88.42
4878,6,10,86,71,4,30,68.05,91.64
4879,70,27,8,20,2,1,85.34,40.22
4880,80,4,29,73,10,21,66.12,56.56
4881,96,6,82,53,4,17,75.17,61.35
4882,32,9,11,93,2,18,98.98,60.97
4883,56,15,51,57,10,29,84.7,95.98
4884,79,7,35,54,5,7,80.68,65.92
4885,66,45,46,91,5,16,89.9,47.63
4886,86,3,98,51,2,28,81.04,62.05
4887,28,26,58,55,1,7,85.17,74.44
4888,39,12,59,64,12,28,67.57,69.8
4889,6,7,86,52,13,8,79.09,48.14
4890,34,34,37,49,6,15,93.05,89.47
4891,81,40,38,14,5,23,64.51,68.98
4892,87,36,92,100,5,1,85.68,49.4
4893,51,28,28,83,11,19,64.6,88.98
4894,86,31,62,26,5,15,94.47,92.76
4895,63,26,21,95,1,21,92.29,52.71
4896,36,23,73,38,15,7,95.93,64.2
4897,9,26,13,88,2,19,61.56,86.9
4898,78,31,48,34,5,20,95.71,74.24
4899,71,37,49,61,2,7,71.7,44.2
4900,73,17,31,64,8,25,96.23,95.79
4901,16,22,9,40,9,22,68.04,67.78
4902,93,41,65,9,1,2,76.85,58.91
4903,79,31,20,86,8,15,75.3,80.04
4904,89,24,33,91,11,15,86.65,43.31
4905,20,18,100,82,12,15,82.34,93.48
4906,77,15,9,36,9,18,95.99,45.64
4907,43,49,53,77,3,12,98.63,73.6
4908,68,29,9,55,9,8,82.99,67.87
4909,91,12,60,38,12,6,70.67,78.07
4910,22,20,83,50,8,17,86.85,85.37
4911,31,20,51,22,6,5,74.16,67.02
4912,56,47,68,45,6,15,71.79,65.3
4913,56,25,14,59,9,9,87.65,76.42
4914,58,25,22,47,7,15,74.91,99.06
4915,24,10,99,64,3,21,83.24,65.78
4916,84,50,7,29,14,8,82.91,62.17
4917,68,6,66,36,2,30,72.24,73.02
4918,39,24,6,99,6,28,80.19,45.49
4919,52,47,89,47,11,28,75.65,90.67
4920,76,37,16,41,11,5,90.32,44.82
4921,98,17,37,43,4,12,89.27,69.96
4922,77,43,39,98,12,13,77.29,91.78
4923,73,25,47,18,9,25,96.17,87.27
4924,9,25,63,67,11,25,89.65,59.25
4925,63,29,31,20,14,8,62.2,82.06
4926,81,19,68,57,1,4,66.34,74.02
4927,23,46,9,76,2,9,64.62,44.67
4928,33,27,64,83,12,23,74.21,53.15
4929,69,10,37,34,10,7,61.67,78.99
4930,21,43,33,73,10,19,61.41,41.01
4931,65,32,63,53,8,3,90.63,98.65
4932,67,19,30,70,4,30,75.38,77.1
4933,28,47,90,9,7,15,96.74,43.1
4934,27,40,67,56,11,16,85.05,83.07
4935,44,2,23,53,8,4,69.26,83.99
4936,63,7,17,60,6,5,92.65,86.63
4937,2,49,48,70,6,19,88.59,99.98
4938,45,18,89,53,11,23,93.31,84.23
4939,49,3,40,68,2,29,98.06,87.88
4940,20,26,83,11,12,14,83.33,40.98
4941,74,25,16,51,7,16,75.02,86.89
4942,72,37,67,52,5,30,70.02,74.17
4943,30,7,68,83,13,7,88.36,55.28
4944,96,25,38,8,10,27,85.89,56.69
4945,73,13,90,59,11,12,96.26,40.18
4946,23,34,45,44,12,20,90.11,42.77
4947,88,48,68,21,13,30,60.2,45.6
4948,10,8,16,44,6,18,60.87,72.32
4949,20,34,36,93,5,8,77.59,63.17
4950,86,25,82,40,3,16,67.8,79.38
4951,48,9,92,100,3,30,61.42,99.15
4952,52,33,2,58,6,1,87.92,57.7
4953,99,32,99,90,2,17,76.79,92.88
4954,21,30,31,27,15,23,92.24,96.39
4955,19,18,12,4,7,15,70.11,58.94
4956,40,21,17,29,4,16,82.93,89.21
4957,27,10,41,56,7,8,82.45,87.97
4958,27,17,74,18,14,14,81.11,66.78
4959,29,14,78,90,5,3,97.13,97.4
4960,79,5,48,6,6,2,92.4,79.4
4961,65,2,85,92,2,23,60.19,78.41
4962,2,13,6,8,4,5,75.26,88.53
4963,73,40,46,65,6,17,82.02,60.99
4964,74,11,46,22,14,20,87.02,95.24
4965,65,20,5,94,5,15,79.7,80.88
4966,88,9,49,4,1,18,75.33,55.89
4967,31,24,80,11,7,23,99.99,49.16
4968,30,24,88,4,9,27,83.69,69.62
4969,54,21,28,20,6,2,69.94,40.96
4970,92,45,73,65,4,8,88.29,60.94
4971,78,10,1,72,9,1,67.12,64.85
4972,73,8,82,44,11,16,86.41,41.72
4973,52,27,49,45,12,17,82.34,75.05
4974,71,8,85,27,1,3,73.03,71.63
4975,57,41,2,18,11,23,89.06,63.68
4976,8,32,61,69,10,15,84.45,78.3
4977,93,37,58,26,13,13,70.61,70.75
4978,11,48,4,97,6,30,96.24,77.69
4979,91,18,6,17,9,16,79.09,61.47
4980,4,33,91,21,14,10,98.93,93.65
4981,35,19,11,11,2,12,63.28,64.6
4982,48,34,78,54,11,27,69.37,47.26
4983,88,43,70,62,5,28,89.91,88.39
4984,93,14,98,92,2,18,67.33,48.81
4985,6,35,41,62,14,29,81.29,88.58
4986,72,50,19,90,10,19,75.43,98.26
